Session_Date,Asian_High,Asian_Low,Signal_Fired,Trigger_Time,Direction
2022-09-16,1.14799,1.14486,True,02:00:00,Long
2022-09-19,1.14414,1.13883,True,02:00:00,Long
2022-09-20,1.14605,1.14088,False,No Trigger,None
2022-09-21,1.13842,1.13641,True,02:00:00,Long
2022-09-22,1.12798,1.12196,True,02:00:00,Long
2022-09-23,1.12739,1.12222,True,02:00:00,Long
2022-09-26,1.08459,1.03261,False,No Trigger,None
2022-09-27,1.08262,1.06485,True,02:00:00,Short
2022-09-28,1.07384,1.06307,True,06:00:00,Short
2022-09-29,1.0885,1.07615,True,05:00:00,Short
2022-09-30,1.12038,1.10698,True,04:00:00,Short
2022-10-03,1.12808,1.10851,False,No Trigger,None
2022-10-04,1.13658,1.128,True,02:00:00,Short
2022-10-05,1.14872,1.14136,True,02:00:00,Short
2022-10-06,1.13833,1.13046,True,04:00:00,Long
2022-10-07,1.11891,1.11341,True,02:00:00,Long
2022-10-10,1.11106,1.10551,True,04:00:00,Long
2022-10-11,1.10947,1.10175,True,02:00:00,Long
2022-10-12,1.10589,1.09227,True,04:00:00,Short
2022-10-13,1.11201,1.10753,True,02:00:00,Long
2022-10-14,1.13661,1.12893,True,03:00:00,Long
2022-10-17,1.12957,1.12137,True,02:00:00,Short
2022-10-18,1.14106,1.13305,True,03:00:00,Long
2022-10-19,1.13573,1.13127,True,02:00:00,Long
2022-10-20,1.12409,1.11906,True,04:00:00,Long
2022-10-21,1.12371,1.11794,True,02:00:00,Long
2022-10-24,1.14081,1.12997,True,05:00:00,Long
2022-10-25,1.13249,1.12704,True,04:00:00,Short
2022-10-26,1.147,1.14299,True,02:00:00,Short
2022-10-27,1.16449,1.16045,True,02:00:00,Long
2022-10-28,1.15941,1.15441,True,02:00:00,Long
2022-10-31,1.1613,1.15817,True,02:00:00,Long
2022-11-01,1.15494,1.14638,True,05:00:00,Short
2022-11-02,1.15264,1.14787,False,No Trigger,None
2022-11-03,1.14216,1.13744,True,02:00:00,Long
2022-11-04,1.1242,1.11611,True,04:00:00,Short
2022-11-07,1.13495,1.1305,True,02:00:00,Long
2022-11-08,1.15362,1.1477,True,02:00:00,Long
2022-11-09,1.15591,1.15223,True,02:00:00,Long
2022-11-10,1.14125,1.13534,False,No Trigger,None
2022-11-11,1.1729,1.16466,True,02:00:00,Short
2022-11-14,1.18174,1.17427,True,03:00:00,Short
2022-11-15,1.17951,1.17404,True,02:00:00,Short
2022-11-16,1.18871,1.18309,True,02:00:00,Short
2022-11-17,1.19191,1.18659,True,02:00:00,Short
2022-11-18,1.19309,1.1857,True,04:00:00,Short
2022-11-21,1.18961,1.18067,True,03:00:00,Long
2022-11-22,1.18633,1.18173,True,04:00:00,Short
2022-11-23,1.1909,1.1872,True,02:00:00,Short
2022-11-24,1.21129,1.20503,True,05:00:00,Short
2022-11-25,1.21269,1.20922,True,02:00:00,Long
2022-11-28,1.20745,1.20251,True,02:00:00,Short
2022-11-29,1.20219,1.19524,True,02:00:00,Short
2022-11-30,1.19928,1.19414,True,04:00:00,Short
2022-12-01,1.21139,1.20569,True,02:00:00,Short
2022-12-02,1.22785,1.22243,True,03:00:00,Short
2022-12-05,1.23441,1.22701,True,03:00:00,Long
2022-12-06,1.22234,1.21687,True,02:00:00,Long
2022-12-07,1.21497,1.21058,True,03:00:00,Short
2022-12-08,1.22132,1.21776,True,02:00:00,Short
2022-12-09,1.22764,1.22259,True,07:00:00,Short
2022-12-12,1.226,1.22115,True,02:00:00,Long
2022-12-13,1.22904,1.22515,True,02:00:00,Short
2022-12-14,1.23741,1.23414,True,03:00:00,Short
2022-12-15,1.24268,1.23764,True,03:00:00,Long
2022-12-16,1.22225,1.21748,True,02:00:00,Long
2022-12-19,1.22019,1.21538,True,03:00:00,Short
2022-12-20,1.22234,1.20847,False,No Trigger,None
2022-12-21,1.21921,1.21541,True,02:00:00,Long
2022-12-22,1.21343,1.20728,True,03:00:00,Short
2022-12-23,1.20575,1.2018,True,02:00:00,Short
2022-12-26,1.20744,1.20486,True,03:00:00,Long
2022-12-27,1.21115,1.206,True,02:00:00,Short
2022-12-28,1.20396,1.20018,True,02:00:00,Short
2022-12-29,1.20504,1.20136,True,04:00:00,Short
2022-12-30,1.20665,1.20379,True,02:00:00,Short
2023-01-02,1.21004,1.20494,True,03:00:00,Long
2023-01-03,1.20847,1.20344,True,02:00:00,Long
2023-01-04,1.20006,1.19573,True,02:00:00,Short
2023-01-05,1.20779,1.20229,True,02:00:00,Long
2023-01-06,1.19355,1.1898,True,02:00:00,Long
2023-01-09,1.21641,1.20872,True,02:00:00,Short
2023-01-10,1.21978,1.21566,True,02:00:00,Long
2023-01-11,1.21739,1.21409,True,02:00:00,Short
2023-01-12,1.21698,1.21359,True,02:00:00,Long
2023-01-13,1.22322,1.21756,True,03:00:00,Short
2023-01-16,1.22887,1.22205,True,03:00:00,Long
2023-01-17,1.22123,1.21688,True,02:00:00,Short
2023-01-18,1.22958,1.22536,True,02:00:00,Short
2023-01-19,1.23494,1.23181,True,02:00:00,Long
2023-01-20,1.23977,1.23638,True,02:00:00,Long
2023-01-23,1.24476,1.24007,True,02:00:00,Long
2023-01-24,1.24077,1.23711,True,02:00:00,Short
2023-01-25,1.23372,1.23109,True,02:00:00,Short
2023-01-26,1.24179,1.23887,True,02:00:00,Long
2023-01-27,1.24184,1.23626,True,03:00:00,Long
2023-01-30,1.24053,1.23804,True,02:00:00,Long
2023-01-31,1.23708,1.23306,True,03:00:00,Long
2023-02-01,1.2328,1.23026,True,06:00:00,Short
2023-02-02,1.2401,1.23702,True,03:00:00,Long
2023-02-03,1.22289,1.22016,True,02:00:00,Long
2023-02-06,1.20685,1.20301,True,03:00:00,Short
2023-02-07,1.2057,1.20149,True,03:00:00,Long
2023-02-08,1.2061,1.20395,True,02:00:00,Short
2023-02-09,1.21019,1.20562,True,02:00:00,Short
2023-02-10,1.21209,1.20891,True,02:00:00,Short
2023-02-13,1.20592,1.20329,True,02:00:00,Short
2023-02-14,1.21519,1.21302,True,02:00:00,Short
2023-02-15,1.21812,1.2134,True,02:00:00,Long
2023-02-16,1.20526,1.2014,True,03:00:00,Short
2023-02-17,1.20445,1.19323,True,02:00:00,Long
2023-02-21,1.2135,1.20068,True,02:00:00,Long
2023-02-27,1.19638,1.1922,True,03:00:00,Short
2023-02-28,1.20676,1.20368,True,02:00:00,Long
2023-03-01,1.20604,1.20132,True,02:00:00,Short
2023-03-02,1.20362,1.19475,True,02:00:00,Long
2023-03-06,1.2048,1.20231,True,04:00:00,Long
2023-03-07,1.20476,1.18095,True,02:00:00,Short
2023-03-09,1.2141,1.18316,True,03:00:00,Short
2023-03-14,1.21815,1.21443,True,02:00:00,Short
2023-03-15,1.21815,1.20603,True,02:00:00,Long
2023-03-17,1.21637,1.21015,True,02:00:00,Short
2023-03-20,1.21997,1.21683,True,02:00:00,Long
2023-03-21,1.2282,1.22436,True,02:00:00,Long
2023-03-22,1.23362,1.22079,True,02:00:00,Short
2023-03-27,1.2251,1.22265,True,02:00:00,Long
2023-03-28,1.23212,1.22817,True,02:00:00,Short
2023-03-29,1.24227,1.22753,True,02:00:00,Long
2023-04-04,1.25101,1.23947,True,02:00:00,Short
2023-04-06,1.24664,1.24331,True,02:00:00,Short
2023-04-10,1.24434,1.23845,True,02:00:00,Long
2023-04-13,1.24961,1.24807,True,02:00:00,Long
2023-04-14,1.25459,1.25168,True,04:00:00,Long
2023-04-17,1.2434,1.23672,True,02:00:00,Short
2023-04-20,1.25066,1.24201,True,02:00:00,Short
2023-04-26,1.25689,1.24022,True,02:00:00,Short
2023-05-03,1.2493,1.24669,True,02:00:00,Short
2023-05-04,1.25917,1.25606,True,02:00:00,Short
2023-05-05,1.26139,1.25694,True,02:00:00,Short
2023-05-08,1.26535,1.26247,True,02:00:00,Short
2023-05-09,1.26186,1.26036,True,02:00:00,Short
2023-05-10,1.26403,1.2611,True,03:00:00,Short
2023-05-12,1.25264,1.25072,True,02:00:00,Short
2023-05-15,1.24714,1.24432,True,02:00:00,Short
2023-05-16,1.25321,1.25083,True,02:00:00,Long
2023-05-17,1.2493,1.24628,True,02:00:00,Long
2023-05-18,1.24926,1.23916,True,02:00:00,Long
2023-05-22,1.24719,1.24398,True,02:00:00,Long
2023-05-23,1.24464,1.24145,True,03:00:00,Long
2023-05-25,1.23697,1.23315,True,04:00:00,Short
2023-05-26,1.23787,1.23105,True,02:00:00,Short
2023-05-31,1.25443,1.23799,True,02:00:00,Long
2023-06-05,1.24584,1.24153,True,02:00:00,Long
2023-06-08,1.24611,1.24363,True,04:00:00,Short
2023-06-09,1.25617,1.25444,True,02:00:00,Short
2023-06-12,1.25799,1.25646,True,02:00:00,Short
2023-06-13,1.25395,1.25093,True,02:00:00,Short
2023-06-14,1.26169,1.26005,True,03:00:00,Short
2023-06-15,1.26737,1.26292,False,No Trigger,None
2023-06-16,1.27929,1.27678,True,02:00:00,Short
2023-06-19,1.28368,1.27692,True,02:00:00,Long
2023-06-21,1.27734,1.27518,True,02:00:00,Short
2023-06-23,1.27486,1.26961,True,03:00:00,Long
2023-06-26,1.2739,1.27134,True,02:00:00,Long
2023-06-27,1.27391,1.2703,True,02:00:00,Short
2023-06-28,1.27516,1.26144,True,02:00:00,Long
2023-06-30,1.26354,1.26084,True,02:00:00,Long
2023-07-03,1.27209,1.26831,True,02:00:00,Long
2023-07-06,1.27477,1.26893,True,02:00:00,Short
2023-07-10,1.29693,1.27991,True,02:00:00,Long
2023-07-13,1.31418,1.28662,True,02:00:00,Long
2023-07-24,1.28768,1.28487,True,03:00:00,Short
2023-07-25,1.29767,1.27626,True,02:00:00,Short
2023-07-31,1.28595,1.28437,True,02:00:00,Short
2023-08-01,1.28408,1.28151,True,03:00:00,Long
2023-08-02,1.28049,1.27628,True,02:00:00,Long
2023-08-03,1.27278,1.26922,True,02:00:00,Long
2023-08-04,1.2741,1.27075,True,03:00:00,Long
2023-08-07,1.27608,1.27196,True,02:00:00,Long
2023-08-08,1.27853,1.27506,True,03:00:00,Long
2023-08-09,1.27675,1.27384,True,02:00:00,Short
2023-08-10,1.27244,1.27073,True,02:00:00,Short
2023-08-11,1.26904,1.26655,True,02:00:00,Short
2023-08-14,1.27011,1.26662,True,04:00:00,Short
2023-08-15,1.26932,1.26748,True,02:00:00,Short
2023-08-16,1.27119,1.26866,True,02:00:00,Short
2023-08-17,1.27325,1.27109,True,02:00:00,Short
2023-08-18,1.27655,1.27362,True,02:00:00,Long
2023-08-21,1.27502,1.27288,True,02:00:00,Long
2023-08-22,1.27775,1.27549,True,02:00:00,Short
2023-08-23,1.27549,1.27284,True,03:00:00,Short
2023-08-24,1.27283,1.27055,True,02:00:00,Long
2023-08-25,1.26038,1.25596,True,06:00:00,Short
2023-08-28,1.2608,1.25774,True,02:00:00,Short
2023-08-29,1.26318,1.25985,True,02:00:00,Short
2023-08-30,1.26494,1.26184,True,05:00:00,Short
2023-08-31,1.2734,1.27104,True,02:00:00,Long
2023-09-01,1.26832,1.26581,True,02:00:00,Long
2023-09-04,1.26133,1.25859,True,02:00:00,Short
2023-09-05,1.26316,1.26118,True,02:00:00,Long
2023-09-06,1.25876,1.2549,True,04:00:00,Long
2023-09-07,1.25059,1.24906,True,02:00:00,Short
2023-09-08,1.25049,1.24677,True,02:00:00,Short
2023-09-11,1.2527,1.24693,True,03:00:00,Short
2023-09-12,1.25231,1.25007,True,02:00:00,Short
2023-09-13,1.2502,1.24807,True,02:00:00,Long
2023-09-14,1.25058,1.24844,True,03:00:00,Long
2023-09-15,1.24297,1.23992,True,02:00:00,Short
2023-09-18,1.24036,1.23814,True,02:00:00,Short
2023-09-19,1.2391,1.23711,True,02:00:00,Long
2023-09-20,1.23966,1.2382,True,02:00:00,Long
2023-09-21,1.23448,1.23039,True,03:00:00,Long
2023-09-22,1.2294,1.22726,True,02:00:00,Long
2023-09-25,1.22492,1.22345,True,02:00:00,Long
2023-09-26,1.22152,1.21934,True,02:00:00,Long
2023-09-27,1.21573,1.21352,True,02:00:00,Short
2023-09-28,1.21464,1.21298,True,02:00:00,Long
2023-09-29,1.2229,1.21959,True,02:00:00,Short
2023-10-02,1.22055,1.2175,True,02:00:00,Short
2023-10-03,1.20923,1.20605,True,04:00:00,Short
2023-10-04,1.2084,1.206,True,02:00:00,Long
2023-10-05,1.21628,1.21306,True,03:00:00,Long
2023-10-06,1.21927,1.21697,True,02:00:00,Long
2023-10-09,1.22242,1.21917,True,02:00:00,Long
2023-10-10,1.22565,1.22223,True,02:00:00,Long
2023-10-11,1.23035,1.22806,True,03:00:00,Short
2023-10-12,1.23268,1.23091,True,02:00:00,Short
2023-10-13,1.22076,1.21744,True,03:00:00,Short
2023-10-16,1.21657,1.21418,True,02:00:00,Short
2023-10-17,1.22161,1.21919,True,02:00:00,Long
2023-10-18,1.21885,1.21581,True,02:00:00,Short
2023-10-19,1.2146,1.21184,True,02:00:00,Long
2023-10-20,1.21443,1.21176,True,02:00:00,Long
2023-10-23,1.21659,1.21439,True,02:00:00,Short
2023-10-24,1.22738,1.22428,True,02:00:00,Short
2023-10-25,1.21756,1.21555,True,03:00:00,Long
2023-10-26,1.21094,1.20762,True,02:00:00,Long
2023-10-27,1.21412,1.21219,True,02:00:00,Long
2023-10-30,1.21311,1.21056,True,02:00:00,Short
2023-10-31,1.21672,1.21365,True,03:00:00,Short
2023-11-01,1.21526,1.21313,True,02:00:00,Short
2023-11-02,1.21961,1.21634,True,02:00:00,Long
2023-11-03,1.22084,1.21842,True,02:00:00,Short
2023-11-06,1.23878,1.23647,True,02:00:00,Short
2023-11-07,1.23467,1.2319,True,02:00:00,Long
2023-11-08,1.23009,1.22712,True,02:00:00,Long
2023-11-09,1.22937,1.22741,True,03:00:00,Short
2023-11-10,1.22303,1.22114,True,02:00:00,Short
2023-11-13,1.22398,1.22229,True,02:00:00,Short
2023-11-14,1.22804,1.2265,True,02:00:00,Short
2023-11-15,1.24991,1.24788,True,02:00:00,Long
2023-11-16,1.24237,1.23798,True,02:00:00,Long
2023-11-17,1.24219,1.24033,True,02:00:00,Long
2023-11-20,1.24952,1.24455,True,04:00:00,Short
2023-11-21,1.25396,1.25027,True,04:00:00,Short
2023-11-22,1.25493,1.25123,True,03:00:00,Long
2023-11-23,1.25162,1.24885,True,02:00:00,Short
2023-11-24,1.25452,1.2524,True,03:00:00,Short
2023-11-27,1.26217,1.25906,True,02:00:00,Short
2023-11-28,1.26415,1.26214,True,02:00:00,Long
2023-11-29,1.27329,1.26953,True,02:00:00,Long
2023-11-30,1.27083,1.26899,True,02:00:00,Long
2023-12-01,1.2656,1.26241,True,03:00:00,Short
2023-12-04,1.2724,1.26667,True,02:00:00,Long
2023-12-05,1.2644,1.26273,True,02:00:00,Long
2023-12-06,1.26133,1.25897,True,06:00:00,Long
2023-12-07,1.25645,1.2544,True,02:00:00,Short
2023-12-08,1.2601,1.25779,True,02:00:00,Long
2023-12-11,1.25583,1.25344,True,03:00:00,Short
2023-12-12,1.25835,1.25511,True,02:00:00,Short
2023-12-13,1.25708,1.25457,True,02:00:00,Long
2023-12-14,1.26525,1.26153,True,02:00:00,Long
2023-12-15,1.27735,1.27468,True,03:00:00,Short
2023-12-18,1.26994,1.26667,True,02:00:00,Short
2023-12-19,1.26652,1.26448,True,02:00:00,Short
2023-12-20,1.27326,1.27085,True,02:00:00,Long
2023-12-21,1.26507,1.263,True,03:00:00,Long
2023-12-22,1.27132,1.26733,True,02:00:00,Short
2023-12-26,1.27126,1.26887,True,03:00:00,Long
2023-12-27,1.2733,1.27159,True,02:00:00,Short
2023-12-28,1.2816,1.27982,True,02:00:00,Short
2023-12-29,1.27723,1.27289,True,04:00:00,Long
2024-01-02,1.27409,1.27095,True,02:00:00,Short
2024-01-03,1.2646,1.26182,True,02:00:00,Short
2024-01-04,1.26789,1.26565,True,02:00:00,Short
2024-01-05,1.26962,1.26646,True,03:00:00,Long
2024-01-08,1.27296,1.26977,True,03:00:00,Long
2024-01-09,1.27647,1.27338,True,02:00:00,Long
2024-01-10,1.27177,1.26859,True,04:00:00,Short
2024-01-11,1.27736,1.27376,True,05:00:00,Long
2024-01-12,1.27842,1.27579,True,02:00:00,Long
2024-01-15,1.27649,1.2728,True,04:00:00,Long
2024-01-16,1.2727,1.26763,True,02:00:00,Long
2024-01-17,1.26433,1.25963,True,02:00:00,Short
2024-01-18,1.27039,1.26709,False,No Trigger,None
2024-01-19,1.27143,1.26907,True,02:00:00,Long
2024-01-22,1.27241,1.26946,True,03:00:00,Long
2024-01-23,1.27463,1.27035,True,02:00:00,Short
2024-01-24,1.27077,1.26814,True,02:00:00,Short
2024-01-25,1.27256,1.27032,True,02:00:00,Short
2024-01-26,1.27157,1.26936,True,02:00:00,Long
2024-01-29,1.27093,1.26897,True,02:00:00,Short
2024-01-30,1.27207,1.2692,True,02:00:00,Long
2024-01-31,1.27001,1.2669,True,02:00:00,Long
2024-02-01,1.26977,1.26599,True,02:00:00,Long
2024-02-02,1.27545,1.27419,True,02:00:00,Short
2024-02-05,1.26326,1.25983,True,05:00:00,Long
2024-02-06,1.25565,1.25324,True,02:00:00,Short
2024-02-07,1.26126,1.25958,True,02:00:00,Short
2024-02-08,1.26383,1.26243,True,02:00:00,Long
2024-02-09,1.26228,1.26111,True,02:00:00,Short
2024-02-12,1.26436,1.26237,True,02:00:00,Short
2024-02-13,1.26282,1.26086,True,02:00:00,Short
2024-02-14,1.26109,1.2584,True,02:00:00,Long
2024-02-15,1.25732,1.25581,True,02:00:00,Long
2024-02-16,1.26049,1.25767,True,02:00:00,Short
2024-02-19,1.26268,1.26001,True,02:00:00,Short
2024-02-20,1.25962,1.2579,True,04:00:00,Short
2024-02-21,1.26372,1.26181,True,03:00:00,Long
2024-02-22,1.26509,1.26309,True,02:00:00,Short
2024-02-23,1.26676,1.26479,True,02:00:00,Short
2024-02-26,1.26744,1.26563,True,02:00:00,Short
2024-02-27,1.26869,1.2674,True,02:00:00,Short
2024-02-28,1.2686,1.26538,True,02:00:00,Long
2024-02-29,1.26709,1.26567,True,02:00:00,Long
2024-03-01,1.26352,1.26208,True,02:00:00,Short
2024-03-04,1.26669,1.2653,True,02:00:00,Short
2024-03-05,1.26945,1.26747,True,02:00:00,Long
2024-03-06,1.27078,1.26899,True,02:00:00,Short
2024-03-07,1.27404,1.27228,True,02:00:00,Short
2024-03-08,1.28197,1.28038,True,02:00:00,Long
2024-03-11,1.28618,1.28454,True,02:00:00,Long
2024-03-12,1.28231,1.28107,True,02:00:00,Long
2024-03-13,1.27986,1.27868,True,02:00:00,Long
2024-03-14,1.28043,1.27864,True,02:00:00,Short
2024-03-15,1.27502,1.27296,True,04:00:00,Short
2024-03-18,1.27376,1.27256,True,02:00:00,Short
2024-03-19,1.27286,1.27012,True,02:00:00,Long
2024-03-20,1.27244,1.271,True,02:00:00,Short
2024-03-21,1.28023,1.2788,True,02:00:00,Short
2024-03-22,1.26751,1.26231,True,02:00:00,Long
2024-03-25,1.26169,1.25914,True,04:00:00,Short
2024-03-26,1.26586,1.26339,True,04:00:00,Short
2024-03-27,1.26289,1.26083,True,02:00:00,Short
2024-03-28,1.26368,1.26108,True,03:00:00,Long
2024-03-29,1.26307,1.26157,True,04:00:00,Long
2024-04-01,1.26416,1.26228,True,02:00:00,Long
2024-04-02,1.25542,1.25402,True,02:00:00,Long
2024-04-03,1.25827,1.25667,True,03:00:00,Long
2024-04-04,1.26596,1.26441,True,02:00:00,Short
2024-04-05,1.26483,1.262,True,02:00:00,Long
2024-04-08,1.26393,1.26142,False,No Trigger,None
2024-04-09,1.26612,1.26519,True,02:00:00,Short
2024-04-10,1.26799,1.26685,True,02:00:00,Short
2024-04-11,1.25493,1.25316,True,03:00:00,Short
2024-04-12,1.25585,1.25367,True,02:00:00,Long
2024-04-15,1.24685,1.24404,True,02:00:00,Short
2024-04-16,1.24492,1.24201,True,02:00:00,Long
2024-04-17,1.24396,1.24168,True,02:00:00,Short
2024-04-18,1.24743,1.24471,True,02:00:00,Short
2024-04-19,1.24388,1.23887,True,03:00:00,Short
2024-04-22,1.23919,1.23655,True,03:00:00,Long
2024-04-23,1.23584,1.2341,True,02:00:00,Long
2024-04-24,1.24646,1.24462,True,02:00:00,Long
2024-04-25,1.24744,1.2454,True,02:00:00,Short
2024-04-26,1.25125,1.24938,True,02:00:00,Short
2024-04-29,1.25482,1.24917,False,No Trigger,None
2024-04-30,1.25638,1.25309,True,02:00:00,Long
2024-05-01,1.24938,1.24717,True,02:00:00,Long
2024-05-02,1.25402,1.25203,True,02:00:00,Short
2024-05-03,1.25566,1.25308,True,04:00:00,Short
2024-05-06,1.25566,1.25381,True,02:00:00,Short
2024-05-07,1.25704,1.25392,True,02:00:00,Long
2024-05-08,1.25086,1.24835,True,03:00:00,Long
2024-05-09,1.25014,1.24871,True,02:00:00,Long
2024-05-10,1.25296,1.25118,True,02:00:00,Short
2024-05-13,1.25311,1.25172,True,02:00:00,Short
2024-05-14,1.25619,1.25516,True,02:00:00,Short
2024-05-15,1.25992,1.25831,True,02:00:00,Short
2024-05-16,1.27005,1.26816,True,02:00:00,Long
2024-05-17,1.26723,1.26521,True,04:00:00,Long
2024-05-20,1.27107,1.26945,True,03:00:00,Long
2024-05-21,1.27122,1.2697,True,02:00:00,Short
2024-05-22,1.27226,1.27077,True,02:00:00,Short
2024-05-23,1.27316,1.27166,True,03:00:00,Short
2024-05-24,1.26983,1.26869,True,02:00:00,Long
2024-05-27,1.2743,1.27336,True,02:00:00,Short
2024-05-28,1.27829,1.27672,True,04:00:00,Long
2024-05-29,1.27636,1.27463,True,02:00:00,Short
2024-05-30,1.27028,1.26837,True,02:00:00,Long
2024-05-31,1.27339,1.2715,True,02:00:00,Long
2024-06-03,1.27557,1.27355,True,02:00:00,Long
2024-06-04,1.28171,1.28007,True,02:00:00,Long
2024-06-05,1.27806,1.27674,True,02:00:00,Long
2024-06-06,1.28088,1.27859,True,03:00:00,Long
2024-06-07,1.27941,1.27833,True,02:00:00,Short
2024-06-10,1.27306,1.271,True,02:00:00,Long
2024-06-11,1.27387,1.27243,True,02:00:00,Short
2024-06-12,1.27481,1.27325,True,02:00:00,Short
2024-06-13,1.28006,1.27723,True,06:00:00,Long
2024-06-14,1.27636,1.27427,True,02:00:00,Long
2024-06-17,1.26882,1.26758,True,02:00:00,Long
2024-06-18,1.27148,1.26914,True,02:00:00,Long
2024-06-19,1.27132,1.26998,True,02:00:00,Short
2024-06-20,1.2723,1.27072,True,02:00:00,Long
2024-06-21,1.26649,1.26545,True,02:00:00,Short
2024-06-24,1.26495,1.26323,True,02:00:00,Short
2024-06-25,1.26988,1.26795,True,04:00:00,Short
2024-06-26,1.26932,1.2679,True,02:00:00,Long
2024-06-27,1.2639,1.26125,True,02:00:00,Short
2024-06-28,1.26464,1.26215,True,03:00:00,Short
2024-07-01,1.26666,1.26462,True,02:00:00,Short
2024-07-02,1.26506,1.26308,True,03:00:00,Long
2024-07-03,1.2693,1.26781,True,03:00:00,Short
2024-07-04,1.27535,1.27408,True,04:00:00,Short
2024-07-05,1.27724,1.27536,True,02:00:00,Short
2024-07-08,1.28187,1.28024,True,02:00:00,Long
2024-07-09,1.28163,1.27984,True,03:00:00,Long
2024-07-10,1.27962,1.27839,True,02:00:00,Short
2024-07-11,1.28638,1.2848,True,02:00:00,Short
2024-07-12,1.29242,1.29019,True,03:00:00,Short
2024-07-15,1.29778,1.29617,True,03:00:00,Short
2024-07-16,1.29698,1.29562,True,02:00:00,Long
2024-07-17,1.29783,1.29658,True,02:00:00,Short
2024-07-18,1.30127,1.2999,True,02:00:00,Long
2024-07-19,1.29505,1.29339,True,02:00:00,Long
2024-07-22,1.29393,1.29115,True,02:00:00,Long
2024-07-23,1.29346,1.29244,True,02:00:00,Long
2024-07-24,1.29073,1.28837,True,02:00:00,Long
2024-07-25,1.29079,1.28859,True,02:00:00,Long
2024-07-26,1.28655,1.28491,True,03:00:00,Short
2024-07-29,1.28878,1.28618,True,03:00:00,Long
2024-07-30,1.28659,1.2845,True,02:00:00,Long
2024-07-31,1.28524,1.28314,True,03:00:00,Long
2024-08-01,1.28625,1.28451,True,02:00:00,Long
2024-08-02,1.27381,1.27124,True,02:00:00,Short
2024-08-05,1.28059,1.27449,True,02:00:00,Long
2024-08-06,1.28027,1.27652,True,02:00:00,Long
2024-08-07,1.27177,1.26806,True,06:00:00,Short
2024-08-08,1.27023,1.26779,True,02:00:00,Short
2024-08-09,1.276,1.27378,True,02:00:00,Short
2024-08-12,1.27687,1.27469,True,02:00:00,Short
2024-08-13,1.27813,1.27601,True,02:00:00,Short
2024-08-14,1.28681,1.28537,True,02:00:00,Long
2024-08-15,1.28452,1.28194,True,02:00:00,Short
2024-08-16,1.2879,1.28502,True,02:00:00,Short
2024-08-19,1.29643,1.29393,True,02:00:00,Short
2024-08-20,1.29935,1.29738,True,02:00:00,Short
2024-08-21,1.30379,1.30196,True,02:00:00,Long
2024-08-22,1.30964,1.30809,True,02:00:00,Long
2024-08-23,1.3113,1.30876,True,02:00:00,Short
2024-08-26,1.32219,1.31966,True,02:00:00,Long
2024-08-27,1.32018,1.31796,True,02:00:00,Short
2024-08-28,1.32617,1.3223,True,02:00:00,Long
2024-08-29,1.32174,1.31893,True,02:00:00,Short
2024-08-30,1.31715,1.31599,True,02:00:00,Short
2024-09-02,1.31376,1.31198,True,02:00:00,Short
2024-09-03,1.31488,1.31166,True,02:00:00,Long
2024-09-04,1.31186,1.31011,True,03:00:00,Short
2024-09-05,1.31561,1.31407,True,02:00:00,Short
2024-09-06,1.31817,1.31715,True,02:00:00,Short
2024-09-09,1.31428,1.31133,True,02:00:00,Long
2024-09-10,1.30784,1.30574,True,02:00:00,Short
2024-09-11,1.31111,1.30699,False,No Trigger,None
2024-09-12,1.30539,1.30317,True,02:00:00,Short
2024-09-13,1.31504,1.31233,True,05:00:00,Short
2024-09-16,1.31628,1.31206,True,02:00:00,Short
2024-09-17,1.32152,1.31997,True,02:00:00,Short
2024-09-18,1.3172,1.31561,True,02:00:00,Short
2024-09-19,1.32245,1.3153,True,02:00:00,Short
2024-09-20,1.33015,1.32716,True,02:00:00,Short
2024-09-23,1.33224,1.33065,True,02:00:00,Long
2024-09-24,1.33659,1.33399,True,02:00:00,Long
2024-09-25,1.34296,1.34063,True,02:00:00,Long
2024-09-26,1.3349,1.33121,True,02:00:00,Short
2024-09-27,1.34145,1.33747,True,03:00:00,Long
2024-09-30,1.33965,1.33709,True,03:00:00,Short
2024-10-01,1.33894,1.33679,True,02:00:00,Long
2024-10-02,1.32956,1.32604,True,03:00:00,Short
2024-10-03,1.32701,1.31684,True,02:00:00,Long
2024-10-04,1.31408,1.31199,True,02:00:00,Short
2024-10-07,1.3134,1.31042,True,03:00:00,Long
2024-10-08,1.31034,1.30799,True,02:00:00,Long
2024-10-09,1.3104,1.3081,True,02:00:00,Long
2024-10-10,1.30777,1.30619,True,02:00:00,Short
2024-10-11,1.30664,1.30459,True,02:00:00,Long
2024-10-14,1.3065,1.30404,True,02:00:00,Short
2024-10-15,1.30688,1.30395,True,02:00:00,Long
2024-10-16,1.3077,1.30596,True,02:00:00,Long
2024-10-17,1.30012,1.29802,True,03:00:00,Long
2024-10-18,1.303,1.30073,True,02:00:00,Short
2024-10-21,1.30579,1.30382,True,02:00:00,Long
2024-10-22,1.30061,1.29793,True,02:00:00,Short
2024-10-23,1.29944,1.2971,True,02:00:00,Short
2024-10-24,1.29324,1.29084,True,02:00:00,Short
2024-10-25,1.29756,1.29596,True,02:00:00,Long
2024-10-28,1.29633,1.29392,True,02:00:00,Short
2024-10-29,1.29769,1.29577,True,03:00:00,Short
2024-10-30,1.302,1.29954,True,03:00:00,Short
