Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,Fix_Fade_Long,Outcome,Entry,SL,TP,Fix_Fade_Short
2003-06-11 18:00:00,12.0,1.6681,Yes,Short,,Win,1.6681,0,0,1.0
2003-07-07 18:00:00,25.0,1.6505,Yes,Long,1.0,Loss,1.6505,0,0,
2003-07-08 18:00:00,0.0,1.6359,Yes,Long,1.0,Loss,1.6359,0,0,
2003-07-21 18:00:00,0.0,1.5971,Yes,Short,,Loss,1.5971,0,0,1.0
2003-08-21 18:00:00,25.0,1.5823,Yes,Long,1.0,Loss,1.5823,0,0,
2003-09-04 18:00:00,25.0,1.5809,Yes,Short,,Loss,1.5809,0,0,1.0
2003-09-16 18:00:00,69.3,1.5898,Yes,Long,1.0,Loss,1.5898,0,0,
2003-09-17 18:00:00,29.0,1.604,Yes,Short,,Loss,1.604,0,0,1.0
2003-10-16 18:00:00,32.1,1.6814,Yes,Short,,Win,1.6814,0,0,1.0
2003-10-22 18:00:00,54.4,1.6895,Yes,Short,,Loss,1.6895,0,0,1.0
2003-11-03 18:00:00,24.3,1.6794,Yes,Long,1.0,Loss,1.6794,0,0,
2003-11-12 18:00:00,50.0,1.6774,Yes,Short,,Win,1.6774,0,0,1.0
2003-11-13 18:00:00,50.0,1.6883,Yes,Short,,Win,1.6883,0,0,1.0
2003-11-24 18:00:00,69.1,1.6954,Yes,Long,1.0,Win,1.6954,0,0,
2003-11-26 18:00:00,53.5,1.7096,Yes,Short,,Loss,1.7096,0,0,1.0
2004-01-05 18:00:00,68.0,1.8087,Yes,Short,,Win,1.8087,0,0,1.0
2004-01-06 18:00:00,64.9,1.8247,Yes,Short,,Win,1.8247,0,0,1.0
2004-01-08 18:00:00,69.0,1.8342,Yes,Short,,Win,1.8342,0,0,1.0
2004-01-19 18:00:00,0.0,1.7839,Yes,Long,1.0,Loss,1.7839,0,0,
2004-01-20 18:00:00,0.0,1.8196,Yes,Short,,Loss,1.8196,0,0,1.0
2004-02-11 18:00:00,93.6,1.8853,Yes,Short,,Loss,1.8853,0,0,1.0
2004-02-17 18:00:00,94.8,1.905,Yes,Short,,Win,1.905,0,0,1.0
2004-02-24 18:00:00,0.0,1.8908,Yes,Short,,Loss,1.8908,0,0,1.0
2004-03-02 18:00:00,25.0,1.8394,Yes,Long,1.0,Win,1.8394,0,0,
2004-03-10 18:00:00,25.0,1.8,Yes,Long,1.0,Win,1.8,0,0,
2004-03-18 18:00:00,25.0,1.8373,Yes,Short,,Win,1.8373,0,0,1.0
2004-04-05 18:00:00,25.9,1.816,Yes,Long,1.0,Win,1.816,0,0,
2004-04-13 18:00:00,50.0,1.8143,Yes,Long,1.0,Win,1.8143,0,0,
2004-04-14 18:00:00,25.0,1.7869,Yes,Long,1.0,Win,1.7869,0,0,
2004-04-28 18:00:00,50.0,1.7749,Yes,Long,1.0,Loss,1.7749,0,0,
2004-05-04 18:00:00,25.0,1.7945,Yes,Short,,Win,1.7945,0,0,1.0
2004-05-11 18:00:00,29.2,1.756,Yes,Long,1.0,Win,1.756,0,0,
2004-05-12 18:00:00,25.0,1.7751,Yes,Short,,Win,1.7751,0,0,1.0
2004-05-19 18:00:00,25.0,1.7828,Yes,Short,,Loss,1.7828,0,0,1.0
2004-05-25 18:00:00,58.9,1.8108,Yes,Short,,Loss,1.8108,0,0,1.0
2004-05-27 18:00:00,94.8,1.8354,Yes,Short,,Loss,1.8354,0,0,1.0
2004-06-29 18:00:00,50.0,1.8081,Yes,Long,1.0,Loss,1.8081,0,0,
2004-07-07 18:00:00,65.7,1.8543,Yes,Short,,Loss,1.8543,0,0,1.0
2004-07-20 18:00:00,47.8,1.854,Yes,Long,1.0,Loss,1.854,0,0,
2004-07-21 18:00:00,30.9,1.8361,Yes,Long,1.0,Win,1.8361,0,0,
2004-07-27 18:00:00,0.0,1.8249,Yes,Long,1.0,Loss,1.8249,0,0,
2004-08-17 18:00:00,59.1,1.8284,Yes,Long,1.0,Loss,1.8284,0,0,
