Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,NY_Sweep_Asia_Low,Outcome,Entry,SL,TP,NY_Sweep_Asia_High
2007-05-23 16:00:00,25.0,1.9864,Yes,Short,,Loss,1.9864,0,0,1.0
2007-05-24 15:00:00,50.0,1.9872,Yes,Short,,Win,1.9872,0,0,1.0
2007-05-25 18:00:00,25.0,1.9852,Yes,Short,,Win,1.9852,0,0,1.0
2007-05-29 21:00:00,11.0,1.9801,Yes,Long,1.0,Win,1.9801,0,0,
2007-05-31 18:00:00,10.6,1.9785,Yes,Long,1.0,Win,1.9785,0,0,
2007-06-04 19:00:00,25.3,1.9921,Yes,Short,,Win,1.9921,0,0,1.0
2007-06-06 18:00:00,52.9,1.992,Yes,Long,1.0,Win,1.992,0,0,
2007-06-07 20:00:00,15.1,1.9752,Yes,Long,1.0,Win,1.9752,0,0,
2007-06-11 23:00:00,25.0,1.9696,Yes,Short,,Loss,1.9696,0,0,1.0
2007-06-12 21:00:00,50.0,1.9782,Yes,Short,,Win,1.9782,0,0,1.0
2007-06-13 21:00:00,50.0,1.9719,Yes,Long,1.0,Win,1.9719,0,0,
2007-06-14 23:00:00,50.0,1.9701,Yes,Long,1.0,Loss,1.9701,0,0,
2007-06-15 17:00:00,0.0,1.9739,Yes,Short,,Loss,1.9739,0,0,1.0
2007-06-20 16:00:00,51.7,1.9939,Yes,Short,,Win,1.9939,0,0,1.0
2007-06-21 16:00:00,57.0,1.9929,Yes,Short,,Win,1.9929,0,0,1.0
2007-06-22 16:00:00,67.5,1.9995,Yes,Short,,Loss,1.9995,0,0,1.0
2007-06-25 15:00:00,94.0,1.9993,Yes,Long,1.0,Loss,1.9993,0,0,
2007-06-26 15:00:00,95.2,1.9993,Yes,Short,,Loss,1.9993,0,0,1.0
2007-06-28 16:00:00,67.2,2.0027,Yes,Short,,Loss,2.0027,0,0,1.0
2007-07-03 20:00:00,91.9,2.0182,Yes,Short,,Win,2.0182,0,0,1.0
2007-07-04 17:00:00,67.7,2.0169,Yes,Long,1.0,Win,2.0169,0,0,
2007-07-05 15:00:00,93.4,2.019,Yes,Short,,Win,2.019,0,0,1.0
2007-07-06 18:00:00,38.4,2.0133,Yes,Short,,Win,2.0133,0,0,1.0
2007-07-09 17:00:00,32.3,2.0158,Yes,Short,,Win,2.0158,0,0,1.0
2007-07-11 15:00:00,77.5,2.0325,Yes,Short,,Loss,2.0325,0,0,1.0
2007-07-12 15:00:00,78.2,2.0333,Yes,Short,,Win,2.0333,0,0,1.0
2007-07-13 16:00:00,77.5,2.0354,Yes,Short,,Win,2.0354,0,0,1.0
2007-07-16 23:00:00,83.0,2.0375,Yes,Short,,Win,2.0375,0,0,1.0
2007-07-18 16:00:00,93.3,2.0473,Yes,Long,1.0,Win,2.0473,0,0,
2007-07-19 15:00:00,71.3,2.048,Yes,Long,1.0,Win,2.048,0,0,
2007-07-20 18:00:00,70.6,2.0556,Yes,Short,,Win,2.0556,0,0,1.0
2007-07-23 18:00:00,95.2,2.0583,Yes,Short,,Loss,2.0583,0,0,1.0
2007-07-25 18:00:00,95.6,2.0499,Yes,Long,1.0,Win,2.0499,0,0,
2007-07-26 15:00:00,86.5,2.0442,Yes,Long,1.0,Win,2.0442,0,0,
2007-07-31 15:00:00,25.0,2.0339,Yes,Short,,Win,2.0339,0,0,1.0
2007-08-01 16:00:00,50.0,2.0324,Yes,Short,,Loss,2.0324,0,0,1.0
2007-08-02 20:00:00,0.0,2.0353,Yes,Short,,Loss,2.0353,0,0,1.0
2007-08-03 16:00:00,50.0,2.0362,Yes,Long,1.0,Win,2.0362,0,0,
2007-08-06 17:00:00,50.0,2.0307,Yes,Long,1.0,Win,2.0307,0,0,
2007-08-07 17:00:00,25.0,2.0213,Yes,Long,1.0,Win,2.0213,0,0,
2007-08-08 17:00:00,0.0,2.0379,Yes,Short,,Win,2.0379,0,0,1.0
2007-08-09 16:00:00,25.0,2.0224,Yes,Long,1.0,Win,2.0224,0,0,
2007-08-10 20:00:00,25.0,2.0232,Yes,Short,,Loss,2.0232,0,0,1.0
2007-08-13 18:00:00,0.0,2.0117,Yes,Long,1.0,Win,2.0117,0,0,
2007-08-15 16:00:00,0.0,1.9879,Yes,Long,1.0,Win,1.9879,0,0,
2007-08-16 20:00:00,0.0,1.9778,Yes,Long,1.0,Win,1.9778,0,0,
2007-08-17 16:00:00,25.0,1.9876,Yes,Short,,Win,1.9876,0,0,1.0
2007-08-21 17:00:00,50.0,1.9813,Yes,Long,1.0,Win,1.9813,0,0,
2007-08-30 19:00:00,63.7,2.0159,Yes,Short,,Win,2.0159,0,0,1.0
2007-08-31 18:00:00,63.0,2.0175,Yes,Long,1.0,Loss,2.0175,0,0,
2007-09-03 21:00:00,60.0,2.0199,Yes,Short,,Win,2.0199,0,0,1.0
2007-09-05 19:00:00,18.3,2.0222,Yes,Short,,Win,2.0222,0,0,1.0
2007-09-06 15:00:00,66.6,2.0204,Yes,Long,1.0,Win,2.0204,0,0,
2007-09-07 16:00:00,39.8,2.0299,Yes,Short,,Win,2.0299,0,0,1.0
2007-09-13 20:00:00,60.3,2.0312,Yes,Short,,Win,2.0312,0,0,1.0
2007-09-17 19:00:00,0.0,1.9923,Yes,Long,1.0,Win,1.9923,0,0,
2007-09-18 22:00:00,0.0,2.0132,Yes,Short,,Loss,2.0132,0,0,1.0
2007-09-20 18:00:00,50.0,2.0142,Yes,Short,,Win,2.0142,0,0,1.0
2007-09-21 19:00:00,25.0,2.0208,Yes,Short,,Win,2.0208,0,0,1.0
2007-09-26 19:00:00,50.4,2.016,Yes,Long,1.0,Loss,2.016,0,0,
2007-10-02 18:00:00,84.3,2.0412,Yes,Short,,Win,2.0412,0,0,1.0
2007-10-04 18:00:00,30.8,2.0414,Yes,Short,,Win,2.0414,0,0,1.0
2007-10-05 16:00:00,26.2,2.0329,Yes,Long,1.0,Win,2.0329,0,0,
2007-10-08 21:00:00,53.0,2.0339,Yes,Long,1.0,Win,2.0339,0,0,
2007-10-09 22:00:00,40.6,2.0352,Yes,Long,1.0,Win,2.0352,0,0,
2007-10-10 18:00:00,6.8,2.0441,Yes,Short,,Win,2.0441,0,0,1.0
2007-10-11 23:00:00,25.0,2.0321,Yes,Long,1.0,Win,2.0321,0,0,
2007-10-12 20:00:00,25.0,2.0356,Yes,Short,,Win,2.0356,0,0,1.0
2007-10-16 21:00:00,50.0,2.0318,Yes,Long,1.0,Loss,2.0318,0,0,
2007-10-19 16:00:00,51.0,2.0516,Yes,Short,,Loss,2.0516,0,0,1.0
2007-10-22 15:00:00,40.8,2.0319,Yes,Long,1.0,Loss,2.0319,0,0,
2007-10-24 15:00:00,9.7,2.0474,Yes,Long,1.0,Win,2.0474,0,0,
2007-10-26 15:00:00,68.3,2.0492,Yes,Long,1.0,Win,2.0492,0,0,
2007-10-29 22:00:00,76.2,2.0638,Yes,Short,,Win,2.0638,0,0,1.0
2007-10-30 17:00:00,79.4,2.0683,Yes,Short,,Loss,2.0683,0,0,1.0
2007-10-31 21:00:00,80.6,2.082,Yes,Short,,Win,2.082,0,0,1.0
2007-11-06 15:00:00,95.9,2.0891,Yes,Short,,Win,2.0891,0,0,1.0
2007-11-08 17:00:00,96.4,2.1084,Yes,Short,,Win,2.1084,0,0,1.0
2007-11-13 17:00:00,27.3,2.0726,Yes,Short,,Loss,2.0726,0,0,1.0
2007-11-14 23:00:00,50.0,2.0527,Yes,Long,1.0,Win,2.0527,0,0,
2007-11-15 21:00:00,0.0,2.0434,Yes,Long,1.0,Loss,2.0434,0,0,
2007-11-16 15:00:00,0.0,2.0457,Yes,Short,,Loss,2.0457,0,0,1.0
2007-11-19 18:00:00,0.0,2.0479,Yes,Long,1.0,Win,2.0479,0,0,
2007-11-20 21:00:00,25.0,2.0673,Yes,Short,,Win,2.0673,0,0,1.0
2007-11-22 17:00:00,50.0,2.0613,Yes,Long,1.0,Win,2.0613,0,0,
2007-11-26 21:00:00,26.1,2.0719,Yes,Short,,Loss,2.0719,0,0,1.0
2007-11-27 18:00:00,34.6,2.0654,Yes,Long,1.0,Win,2.0654,0,0,
2007-11-28 23:00:00,82.1,2.0826,Yes,Short,,Win,2.0826,0,0,1.0
2007-11-29 22:00:00,80.1,2.0612,Yes,Long,1.0,Win,2.0612,0,0,
2007-11-30 17:00:00,70.3,2.0564,Yes,Long,1.0,Win,2.0564,0,0,
2007-12-03 16:00:00,27.0,2.065,Yes,Short,,Win,2.065,0,0,1.0
2007-12-04 21:00:00,0.0,2.0575,Yes,Long,1.0,Loss,2.0575,0,0,
2007-12-05 21:00:00,25.0,2.0259,Yes,Long,1.0,Win,2.0259,0,0,
2007-12-06 17:00:00,25.0,2.0256,Yes,Long,1.0,Win,2.0256,0,0,
2007-12-10 18:00:00,50.0,2.0458,Yes,Short,,Loss,2.0458,0,0,1.0
2007-12-11 22:00:00,50.0,2.0337,Yes,Long,1.0,Win,2.0337,0,0,
2007-12-12 15:00:00,50.0,2.0494,Yes,Short,,Win,2.0494,0,0,1.0
2007-12-17 17:00:00,0.0,2.0155,Yes,Long,1.0,Win,2.0155,0,0,
2007-12-18 18:00:00,25.0,2.0143,Yes,Long,1.0,Win,2.0143,0,0,
2007-12-19 18:00:00,25.0,1.9931,Yes,Long,1.0,Win,1.9931,0,0,
2007-12-20 17:00:00,0.0,1.9818,Yes,Long,1.0,Win,1.9818,0,0,
2007-12-21 17:00:00,25.0,1.9842,Yes,Long,1.0,Loss,1.9842,0,0,
2007-12-24 15:00:00,25.0,1.9777,Yes,Long,1.0,Loss,1.9777,0,0,
2007-12-26 15:00:00,25.0,1.9832,Yes,Short,,Loss,1.9832,0,0,1.0
2007-12-27 21:00:00,25.0,1.9958,Yes,Short,,Loss,1.9958,0,0,1.0
2007-12-28 16:00:00,25.0,1.9916,Yes,Long,1.0,Win,1.9916,0,0,
2007-12-31 18:00:00,50.0,1.9842,Yes,Long,1.0,Win,1.9842,0,0,
2008-01-02 15:00:00,27.2,1.9804,Yes,Long,1.0,Win,1.9804,0,0,
2008-01-03 17:00:00,28.6,1.9716,Yes,Long,1.0,Win,1.9716,0,0,
2008-01-04 23:00:00,0.0,1.9742,Yes,Short,,Win,1.9742,0,0,1.0
2008-01-07 22:00:00,25.0,1.9702,Yes,Short,,Loss,1.9702,0,0,1.0
2008-01-08 20:00:00,25.0,1.9738,Yes,Short,,Loss,1.9738,0,0,1.0
2008-01-09 18:00:00,25.0,1.9566,Yes,Long,1.0,Win,1.9566,0,0,
2008-01-10 16:00:00,0.0,1.9592,Yes,Short,,Loss,1.9592,0,0,1.0
2008-01-16 15:00:00,50.0,1.9665,Yes,Short,,Win,1.9665,0,0,1.0
2008-01-17 16:00:00,0.0,1.9766,Yes,Short,,Win,1.9766,0,0,1.0
2008-01-28 16:00:00,55.5,1.9869,Yes,Short,,Win,1.9869,0,0,1.0
2008-01-29 20:00:00,65.9,1.9893,Yes,Short,,Loss,1.9893,0,0,1.0
2008-01-30 21:00:00,74.7,1.9942,Yes,Short,,Win,1.9942,0,0,1.0
2008-02-05 18:00:00,7.3,1.963,Yes,Long,1.0,Win,1.963,0,0,
2008-02-06 21:00:00,0.0,1.9602,Yes,Long,1.0,Loss,1.9602,0,0,
2008-02-07 15:00:00,0.0,1.9417,Yes,Long,1.0,Win,1.9417,0,0,
2008-02-11 16:00:00,0.0,1.9455,Yes,Long,1.0,Win,1.9455,0,0,
2008-02-12 16:00:00,50.0,1.9599,Yes,Short,,Win,1.9599,0,0,1.0
2008-02-13 20:00:00,50.0,1.9649,Yes,Short,,Win,1.9649,0,0,1.0
2008-02-18 19:00:00,25.3,1.9493,Yes,Long,1.0,Loss,1.9493,0,0,
2008-02-19 15:00:00,2.6,1.9512,Yes,Short,,Win,1.9512,0,0,1.0
2008-02-21 20:00:00,25.0,1.9635,Yes,Short,,Loss,1.9635,0,0,1.0
2008-02-22 16:00:00,25.0,1.9701,Yes,Short,,Win,1.9701,0,0,1.0
2008-02-25 15:00:00,25.0,1.9685,Yes,Short,,Win,1.9685,0,0,1.0
2008-02-27 16:00:00,56.2,1.9904,Yes,Short,,Win,1.9904,0,0,1.0
2008-02-28 18:00:00,73.5,1.9879,Yes,Short,,Win,1.9879,0,0,1.0
2008-02-29 17:00:00,61.8,1.9896,Yes,Short,,Win,1.9896,0,0,1.0
2008-03-03 16:00:00,67.1,1.9913,Yes,Short,,Win,1.9913,0,0,1.0
2008-03-04 21:00:00,64.1,1.9861,Yes,Long,1.0,Loss,1.9861,0,0,
2008-03-05 18:00:00,56.4,1.9939,Yes,Short,,Win,1.9939,0,0,1.0
2008-03-07 15:00:00,55.1,2.0181,Yes,Short,,Win,2.0181,0,0,1.0
2008-03-11 17:00:00,79.5,2.0011,Yes,Long,1.0,Win,2.0011,0,0,
2008-03-14 16:00:00,65.7,2.0374,Yes,Short,,Win,2.0374,0,0,1.0
2008-03-17 23:00:00,54.9,1.9994,Yes,Long,1.0,Win,1.9994,0,0,
2008-03-19 21:00:00,52.0,1.9849,Yes,Long,1.0,Loss,1.9849,0,0,
2008-03-21 18:00:00,25.0,1.9827,Yes,Long,1.0,Loss,1.9827,0,0,
2008-03-26 23:00:00,25.0,2.0089,Yes,Short,,Win,2.0089,0,0,1.0
2008-03-27 21:00:00,25.0,2.0037,Yes,Long,1.0,Win,2.0037,0,0,
2008-03-31 15:00:00,0.3,1.9839,Yes,Long,1.0,Win,1.9839,0,0,
2008-04-01 15:00:00,0.5,1.9856,Yes,Short,,Win,1.9856,0,0,1.0
2008-04-02 22:00:00,0.5,1.9886,Yes,Short,,Win,1.9886,0,0,1.0
2008-04-03 19:00:00,25.0,1.9962,Yes,Short,,Win,1.9962,0,0,1.0
2008-04-04 20:00:00,50.0,1.9939,Yes,Long,1.0,Loss,1.9939,0,0,
2008-04-07 18:00:00,50.0,1.9898,Yes,Long,1.0,Loss,1.9898,0,0,
2008-04-09 20:00:00,25.0,1.9771,Yes,Short,,Win,1.9771,0,0,1.0
2008-04-11 17:00:00,25.0,1.9709,Yes,Long,1.0,Loss,1.9709,0,0,
2008-04-17 19:00:00,0.0,1.9908,Yes,Short,,Loss,1.9908,0,0,1.0
2008-04-18 15:00:00,50.0,1.9977,Yes,Short,,Win,1.9977,0,0,1.0
2008-04-21 21:00:00,37.1,1.9792,Yes,Long,1.0,Win,1.9792,0,0,
2008-04-22 19:00:00,42.2,1.9993,Yes,Short,,Win,1.9993,0,0,1.0
2008-04-23 17:00:00,20.1,1.9794,Yes,Long,1.0,Loss,1.9794,0,0,
2008-04-24 16:00:00,42.3,1.9727,Yes,Long,1.0,Win,1.9727,0,0,
2008-04-25 18:00:00,6.9,1.9888,Yes,Short,,Win,1.9888,0,0,1.0
2008-04-28 16:00:00,29.5,1.9888,Yes,Short,,Loss,1.9888,0,0,1.0
2008-04-29 22:00:00,51.4,1.968,Yes,Long,1.0,Loss,1.968,0,0,
2008-04-30 22:00:00,25.0,1.9894,Yes,Short,,Win,1.9894,0,0,1.0
2008-05-01 18:00:00,0.0,1.9748,Yes,Long,1.0,Win,1.9748,0,0,
2008-05-02 18:00:00,50.0,1.9752,Yes,Long,1.0,Loss,1.9752,0,0,
2008-05-06 17:00:00,0.0,1.9754,Yes,Short,,Win,1.9754,0,0,1.0
2008-05-07 17:00:00,25.0,1.9536,Yes,Long,1.0,Win,1.9536,0,0,
2008-05-12 17:00:00,0.0,1.9607,Yes,Short,,Win,1.9607,0,0,1.0
2008-05-13 17:00:00,25.0,1.9453,Yes,Long,1.0,Win,1.9453,0,0,
2008-05-14 16:00:00,0.0,1.9461,Yes,Short,,Loss,1.9461,0,0,1.0
2008-05-15 15:00:00,0.0,1.942,Yes,Long,1.0,Win,1.942,0,0,
2008-05-16 16:00:00,50.0,1.9449,Yes,Long,1.0,Win,1.9449,0,0,
2008-05-19 18:00:00,50.0,1.949,Yes,Long,1.0,Win,1.949,0,0,
2008-05-20 19:00:00,50.0,1.9707,Yes,Short,,Win,1.9707,0,0,1.0
2008-05-22 15:00:00,66.0,1.9838,Yes,Short,,Win,1.9838,0,0,1.0
2008-05-26 18:00:00,90.0,1.9821,Yes,Short,,Loss,1.9821,0,0,1.0
2008-05-27 17:00:00,70.6,1.9751,Yes,Long,1.0,Loss,1.9751,0,0,
2008-05-28 15:00:00,92.2,1.9731,Yes,Long,1.0,Win,1.9731,0,0,
2008-05-29 17:00:00,36.7,1.9771,Yes,Long,1.0,Loss,1.9771,0,0,
2008-06-03 18:00:00,25.0,1.9666,Yes,Long,1.0,Loss,1.9666,0,0,
2008-06-04 17:00:00,25.0,1.9559,Yes,Long,1.0,Loss,1.9559,0,0,
2008-06-05 22:00:00,25.0,1.9596,Yes,Short,,Win,1.9596,0,0,1.0
2008-06-06 19:00:00,0.0,1.9696,Yes,Short,,Loss,1.9696,0,0,1.0
2008-06-10 17:00:00,50.0,1.9558,Yes,Long,1.0,Loss,1.9558,0,0,
2008-06-11 17:00:00,25.0,1.9642,Yes,Short,,Win,1.9642,0,0,1.0
2008-06-12 16:00:00,0.0,1.9482,Yes,Long,1.0,Loss,1.9482,0,0,
2008-06-13 19:00:00,0.0,1.9496,Yes,Short,,Win,1.9496,0,0,1.0
2008-06-16 16:00:00,25.0,1.9672,Yes,Short,,Win,1.9672,0,0,1.0
2008-06-18 22:00:00,25.0,1.9599,Yes,Short,,Loss,1.9599,0,0,1.0
2008-06-19 19:00:00,25.0,1.9731,Yes,Short,,Win,1.9731,0,0,1.0
2008-06-20 18:00:00,50.0,1.9758,Yes,Short,,Win,1.9758,0,0,1.0
2008-06-24 18:00:00,46.6,1.9713,Yes,Short,,Win,1.9713,0,0,1.0
2008-06-25 18:00:00,50.0,1.9682,Yes,Long,1.0,Win,1.9682,0,0,
2008-06-26 16:00:00,79.7,1.9875,Yes,Short,,Loss,1.9875,0,0,1.0
2008-06-27 17:00:00,80.2,1.9883,Yes,Long,1.0,Win,1.9883,0,0,
2008-06-30 16:00:00,58.1,1.9939,Yes,Short,,Win,1.9939,0,0,1.0
2008-07-01 20:00:00,88.1,1.9953,Yes,Short,,Win,1.9953,0,0,1.0
2008-07-02 18:00:00,87.2,1.9924,Yes,Long,1.0,Win,1.9924,0,0,
2008-07-03 16:00:00,34.6,1.9841,Yes,Long,1.0,Loss,1.9841,0,0,
2008-07-04 20:00:00,26.9,1.982,Yes,Long,1.0,Loss,1.982,0,0,
2008-07-08 19:00:00,0.0,1.9686,Yes,Long,1.0,Win,1.9686,0,0,
2008-07-11 17:00:00,50.0,1.9928,Yes,Short,,Win,1.9928,0,0,1.0
2008-07-14 21:00:00,50.0,1.9944,Yes,Short,,Loss,1.9944,0,0,1.0
2008-07-16 18:00:00,60.6,1.9964,Yes,Long,1.0,Win,1.9964,0,0,
2008-07-17 18:00:00,53.3,2.0071,Yes,Short,,Win,2.0071,0,0,1.0
2008-07-18 15:00:00,61.6,1.9941,Yes,Long,1.0,Win,1.9941,0,0,
2008-07-22 20:00:00,56.8,1.9913,Yes,Long,1.0,Win,1.9913,0,0,
2008-07-23 15:00:00,44.8,2.0022,Yes,Short,,Win,2.0022,0,0,1.0
2008-07-28 20:00:00,0.0,1.9958,Yes,Short,,Win,1.9958,0,0,1.0
2008-07-29 21:00:00,50.0,1.9768,Yes,Long,1.0,Win,1.9768,0,0,
2008-07-30 21:00:00,25.0,1.983,Yes,Short,,Win,1.983,0,0,1.0
2008-07-31 16:00:00,0.0,1.9879,Yes,Short,,Win,1.9879,0,0,1.0
2008-08-01 16:00:00,50.0,1.9746,Yes,Long,1.0,Win,1.9746,0,0,
2008-08-04 19:00:00,25.0,1.9607,Yes,Long,1.0,Win,1.9607,0,0,
2008-08-05 15:00:00,25.0,1.9537,Yes,Long,1.0,Win,1.9537,0,0,
2008-08-07 18:00:00,25.0,1.9447,Yes,Long,1.0,Loss,1.9447,0,0,
2008-08-08 16:00:00,0.0,1.9197,Yes,Long,1.0,Win,1.9197,0,0,
2008-08-11 21:00:00,0.0,1.91,Yes,Long,1.0,Loss,1.91,0,0,
2008-08-13 18:00:00,25.0,1.8655,Yes,Long,1.0,Win,1.8655,0,0,
2008-08-22 19:00:00,50.0,1.8545,Yes,Long,1.0,Loss,1.8545,0,0,
2008-08-25 16:00:00,25.0,1.8547,Yes,Short,,Win,1.8547,0,0,1.0
2008-08-26 20:00:00,0.0,1.8371,Yes,Long,1.0,Win,1.8371,0,0,
2008-08-27 16:00:00,0.0,1.844,Yes,Short,,Win,1.844,0,0,1.0
2008-08-28 19:00:00,0.0,1.8265,Yes,Long,1.0,Win,1.8265,0,0,
2008-08-29 19:00:00,0.0,1.8193,Yes,Long,1.0,Loss,1.8193,0,0,
2008-09-05 16:00:00,0.0,1.7686,Yes,Short,,Win,1.7686,0,0,1.0
2008-09-08 20:00:00,25.0,1.7547,Yes,Long,1.0,Win,1.7547,0,0,
2008-09-09 18:00:00,25.0,1.7644,Yes,Short,,Win,1.7644,0,0,1.0
2008-09-11 19:00:00,25.0,1.7499,Yes,Long,1.0,Win,1.7499,0,0,
2008-09-12 23:00:00,0.0,1.7944,Yes,Short,,Loss,1.7944,0,0,1.0
2008-09-16 15:00:00,28.0,1.787,Yes,Long,1.0,Loss,1.787,0,0,
2008-09-17 22:00:00,36.1,1.8247,Yes,Short,,Win,1.8247,0,0,1.0
2008-09-18 19:00:00,50.1,1.8187,Yes,Short,,Win,1.8187,0,0,1.0
2008-09-19 20:00:00,78.6,1.8345,Yes,Short,,Win,1.8345,0,0,1.0
2008-09-22 23:00:00,90.9,1.8604,Yes,Short,,Win,1.8604,0,0,1.0
2008-09-23 17:00:00,92.5,1.855,Yes,Long,1.0,Loss,1.855,0,0,
2008-09-24 16:00:00,69.1,1.8567,Yes,Short,,Win,1.8567,0,0,1.0
2008-09-25 16:00:00,43.0,1.8556,Yes,Short,,Win,1.8556,0,0,1.0
2008-09-26 16:00:00,63.0,1.8389,Yes,Long,1.0,Win,1.8389,0,0,
2008-09-30 19:00:00,3.4,1.7805,Yes,Long,1.0,Win,1.7805,0,0,
2008-10-01 17:00:00,0.0,1.7678,Yes,Long,1.0,Win,1.7678,0,0,
2008-10-02 16:00:00,0.0,1.7584,Yes,Long,1.0,Win,1.7584,0,0,
2008-10-03 16:00:00,0.0,1.7568,Yes,Long,1.0,Win,1.7568,0,0,
2008-10-06 18:00:00,25.0,1.7342,Yes,Long,1.0,Win,1.7342,0,0,
2008-10-07 17:00:00,0.0,1.7599,Yes,Short,,Win,1.7599,0,0,1.0
2008-10-10 17:00:00,0.0,1.7081,Yes,Short,,Loss,1.7081,0,0,1.0
2008-10-16 18:00:00,0.0,1.7232,Yes,Long,1.0,Win,1.7232,0,0,
2008-10-20 18:00:00,25.0,1.7139,Yes,Long,1.0,Loss,1.7139,0,0,
2008-10-22 19:00:00,0.0,1.6173,Yes,Long,1.0,Win,1.6173,0,0,
2008-10-23 16:00:00,0.0,1.6142,Yes,Long,1.0,Win,1.6142,0,0,
2008-10-29 19:00:00,25.0,1.6407,Yes,Short,,Loss,1.6407,0,0,1.0
2008-10-30 17:00:00,25.0,1.6371,Yes,Long,1.0,Win,1.6371,0,0,
2008-11-04 17:00:00,0.0,1.6078,Yes,Short,,Win,1.6078,0,0,1.0
2008-11-10 18:00:00,50.0,1.5638,Yes,Long,1.0,Loss,1.5638,0,0,
2008-11-13 16:00:00,0.0,1.4814,Yes,Long,1.0,Win,1.4814,0,0,
2008-11-14 21:00:00,0.0,1.4948,Yes,Short,,Win,1.4948,0,0,1.0
2008-11-17 16:00:00,25.0,1.5039,Yes,Short,,Win,1.5039,0,0,1.0
2008-11-18 18:00:00,50.0,1.5042,Yes,Short,,Win,1.5042,0,0,1.0
2008-11-20 23:00:00,25.0,1.4731,Yes,Long,1.0,Win,1.4731,0,0,
2008-11-21 18:00:00,25.0,1.4818,Yes,Long,1.0,Win,1.4818,0,0,
2008-11-25 22:00:00,25.2,1.5496,Yes,Short,,Win,1.5496,0,0,1.0
2008-11-26 17:00:00,66.5,1.5401,Yes,Short,,Win,1.5401,0,0,1.0
2008-11-27 15:00:00,51.1,1.5454,Yes,Short,,Win,1.5454,0,0,1.0
2008-12-01 17:00:00,30.2,1.484,Yes,Long,1.0,Win,1.484,0,0,
2008-12-04 18:00:00,0.0,1.4792,Yes,Short,,Win,1.4792,0,0,1.0
2008-12-05 15:00:00,25.0,1.4615,Yes,Long,1.0,Win,1.4615,0,0,
2008-12-08 21:00:00,25.0,1.4949,Yes,Short,,Win,1.4949,0,0,1.0
2008-12-09 21:00:00,0.0,1.4762,Yes,Long,1.0,Win,1.4762,0,0,
2008-12-10 22:00:00,25.0,1.4805,Yes,Short,,Loss,1.4805,0,0,1.0
2008-12-11 19:00:00,50.0,1.5066,Yes,Short,,Win,1.5066,0,0,1.0
2008-12-15 17:00:00,34.9,1.5365,Yes,Short,,Win,1.5365,0,0,1.0
2008-12-16 17:00:00,75.8,1.5293,Yes,Long,1.0,Win,1.5293,0,0,
2008-12-18 19:00:00,66.4,1.497,Yes,Long,1.0,Win,1.497,0,0,
2008-12-23 16:00:00,1.8,1.4805,Yes,Short,,Win,1.4805,0,0,1.0
2008-12-29 23:00:00,25.0,1.4396,Yes,Long,1.0,Win,1.4396,0,0,
2008-12-30 18:00:00,25.0,1.4397,Yes,Long,1.0,Win,1.4397,0,0,
2008-12-31 17:00:00,25.0,1.4379,Yes,Long,1.0,Win,1.4379,0,0,
2009-01-05 21:00:00,25.0,1.4729,Yes,Short,,Win,1.4729,0,0,1.0
2009-01-06 19:00:00,50.0,1.494,Yes,Short,,Win,1.494,0,0,1.0
2009-01-07 17:00:00,50.0,1.5165,Yes,Short,,Win,1.5165,0,0,1.0
2009-01-09 16:00:00,77.8,1.5153,Yes,Long,1.0,Loss,1.5153,0,0,
2009-01-13 20:00:00,26.4,1.4492,Yes,Long,1.0,Win,1.4492,0,0,
2009-01-14 15:00:00,8.9,1.4529,Yes,Long,1.0,Win,1.4529,0,0,
2009-01-15 15:00:00,25.8,1.4668,Yes,Short,,Win,1.4668,0,0,1.0
2009-01-16 20:00:00,0.0,1.4694,Yes,Long,1.0,Win,1.4694,0,0,
2009-01-21 23:00:00,25.0,1.3957,Yes,Short,,Win,1.3957,0,0,1.0
2009-01-29 21:00:00,50.0,1.432,Yes,Short,,Win,1.432,0,0,1.0
2009-02-03 22:00:00,58.3,1.4469,Yes,Short,,Win,1.4469,0,0,1.0
2009-02-04 15:00:00,84.6,1.4468,Yes,Short,,Loss,1.4468,0,0,1.0
2009-02-05 17:00:00,85.8,1.4632,Yes,Short,,Win,1.4632,0,0,1.0
2009-02-10 20:00:00,88.7,1.4501,Yes,Long,1.0,Loss,1.4501,0,0,
2009-02-11 17:00:00,57.0,1.4354,Yes,Long,1.0,Win,1.4354,0,0,
2009-02-16 15:00:00,50.0,1.4318,Yes,Short,,Win,1.4318,0,0,1.0
2009-02-18 16:00:00,0.0,1.4198,Yes,Long,1.0,Win,1.4198,0,0,
2009-02-24 16:00:00,51.5,1.442,Yes,Long,1.0,Win,1.442,0,0,
2009-02-25 19:00:00,15.1,1.4221,Yes,Long,1.0,Win,1.4221,0,0,
2009-02-26 23:00:00,28.8,1.4318,Yes,Short,,Win,1.4318,0,0,1.0
2009-02-27 17:00:00,5.4,1.4254,Yes,Short,,Win,1.4254,0,0,1.0
2009-03-02 17:00:00,0.7,1.4008,Yes,Long,1.0,Win,1.4008,0,0,
2009-03-03 18:00:00,0.0,1.403,Yes,Long,1.0,Loss,1.403,0,0,
2009-03-05 22:00:00,25.0,1.413,Yes,Long,1.0,Win,1.413,0,0,
2009-03-06 16:00:00,50.0,1.427,Yes,Short,,Win,1.427,0,0,1.0
