Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,Judas_Long,Outcome,Entry,SL,TP,Judas_Short
2007-02-13 11:00:00,0.0,1.9432,Yes,Short,,Loss,1.9432,1.9527,1.9242,1.0
2007-02-19 11:00:00,0.0,1.9527,Yes,Long,1.0,Loss,1.9527,1.9503,1.9575,
2007-02-20 14:00:00,0.0,1.9515,Yes,Long,1.0,Win,1.9515,1.9481,1.9583,
2007-02-21 11:00:00,50.0,1.9506,Yes,Short,,Loss,1.9506,1.9594,1.933,1.0
2007-02-22 17:00:00,50.5,1.9528,Yes,Long,1.0,Win,1.9528,1.9496,1.9592,
2007-02-26 10:00:00,60.4,1.9634,Yes,Short,,Loss,1.9634,1.9664,1.9574,1.0
2007-02-27 10:00:00,62.9,1.9654,Yes,Long,1.0,Loss,1.9654,1.9597,1.9768,
2007-02-28 15:00:00,39.1,1.9621,Yes,Long,1.0,Loss,1.9621,1.9566,1.9731,
2007-03-01 11:00:00,57.5,1.9621,Yes,Long,1.0,Loss,1.9621,1.9572,1.9719,
2007-03-08 13:00:00,25.0,1.9346,Yes,Short,,Win,1.9346,1.9356,1.9306,1.0
2007-03-12 15:00:00,0.0,1.9322,Yes,Short,,Loss,1.9322,1.9438,1.909,1.0
2007-03-13 13:00:00,25.0,1.9297,Yes,Long,1.0,Win,1.9297,1.9277,1.9337,
2007-03-14 16:00:00,25.0,1.9293,Yes,Long,1.0,Win,1.9293,1.9216,1.9447,
2007-03-15 11:00:00,0.0,1.9348,Yes,Long,1.0,Win,1.9348,1.9312,1.942,
2007-03-19 12:00:00,73.4,1.9432,Yes,Short,,Loss,1.9432,1.9461,1.9374,1.0
2007-03-20 12:00:00,50.7,1.9546,Yes,Long,1.0,Win,1.9546,1.9436,1.9766,
2007-03-21 11:00:00,80.0,1.9626,Yes,Short,,Win,1.9626,1.9656,1.9566,1.0
2007-03-22 10:00:00,86.4,1.968,Yes,Long,1.0,Win,1.968,1.9663,1.972,
2007-03-28 10:00:00,90.5,1.9638,Yes,Long,1.0,Loss,1.9638,1.9628,1.9678,
2007-03-28 13:00:00,64.9,1.964,Yes,Long,1.0,Loss,1.964,1.9601,1.9718,
2007-03-29 11:00:00,58.0,1.9646,Yes,Short,,Win,1.9646,1.9662,1.9606,1.0
2007-04-03 11:00:00,60.4,1.9784,Yes,Short,,Win,1.9784,1.9825,1.9702,1.0
2007-04-04 13:00:00,64.2,1.9752,Yes,Short,,Loss,1.9752,1.9776,1.9704,1.0
2007-04-05 10:00:00,21.9,1.9761,Yes,Long,1.0,Loss,1.9761,1.9738,1.9807,
2007-04-05 12:00:00,24.5,1.9737,Yes,Short,,Win,1.9737,1.9772,1.9667,1.0
2007-04-09 12:00:00,8.3,1.9647,Yes,Long,1.0,Loss,1.9647,1.9637,1.9687,
2007-04-11 14:00:00,51.9,1.9773,Yes,Short,,Win,1.9773,1.9796,1.9727,1.0
2007-04-12 12:00:00,52.2,1.9744,Yes,Short,,Loss,1.9744,1.9794,1.9644,1.0
2007-04-18 10:00:00,82.2,2.0094,Yes,Short,,Loss,2.0094,2.0105,2.0054,1.0
2007-04-18 15:00:00,85.6,2.0069,Yes,Short,,Win,2.0069,2.0132,1.9943,1.0
2007-04-19 11:00:00,93.2,2.004,Yes,Long,1.0,Loss,2.004,1.9989,2.0142,
2007-04-25 11:00:00,55.6,2.0037,Yes,Short,,Win,2.0037,2.0066,1.9979,1.0
2007-04-26 11:00:00,73.5,2.004,Yes,Short,,Win,2.004,2.0064,1.9992,1.0
2007-04-30 13:00:00,0.0,1.9937,Yes,Long,1.0,Win,1.9937,1.9894,2.0023,
2007-05-01 10:00:00,25.0,2.0029,Yes,Long,1.0,Loss,2.0029,1.9992,2.0103,
2007-05-01 18:00:00,25.0,1.9996,Yes,Short,,Win,1.9996,2.0076,1.9836,1.0
2007-05-03 16:00:00,25.0,1.9909,Yes,Short,,Loss,1.9909,1.995,1.9827,1.0
2007-05-07 10:00:00,0.0,1.9967,Yes,Short,,Win,1.9967,1.9979,1.9927,1.0
2007-05-08 10:00:00,25.0,1.9947,Yes,Short,,Win,1.9947,1.9966,1.9907,1.0
2007-05-09 10:00:00,25.0,1.9896,Yes,Short,,Loss,1.9896,1.9925,1.9838,1.0
2007-05-10 11:00:00,50.0,1.9947,Yes,Short,,Win,1.9947,1.9966,1.9907,1.0
2007-05-14 14:00:00,0.0,1.9822,Yes,Long,1.0,Loss,1.9822,1.9803,1.9862,
2007-05-15 12:00:00,50.0,1.9776,Yes,Short,,Loss,1.9776,1.9831,1.9666,1.0
2007-05-15 18:00:00,50.0,1.984,Yes,Long,1.0,Loss,1.984,1.9756,2.0008,
2007-05-16 10:00:00,25.0,1.9868,Yes,Short,,Win,1.9868,1.9878,1.9828,1.0
2007-05-17 12:00:00,50.0,1.9777,Yes,Long,1.0,Loss,1.9777,1.9765,1.9817,
2007-05-17 15:00:00,50.0,1.9775,Yes,Long,1.0,Loss,1.9775,1.9744,1.9837,
2007-05-22 13:00:00,25.0,1.9718,Yes,Short,,Loss,1.9718,1.9734,1.9678,1.0
2007-05-23 10:00:00,25.0,1.9753,Yes,Short,,Loss,1.9753,1.9762,1.9713,1.0
2007-05-23 12:00:00,25.0,1.976,Yes,Long,1.0,Win,1.976,1.9719,1.9842,
2007-05-24 11:00:00,50.0,1.9858,Yes,Short,,Loss,1.9858,1.9884,1.9806,1.0
2007-05-24 18:00:00,50.0,1.9858,Yes,Short,,Loss,1.9858,1.9891,1.9792,1.0
2007-05-29 16:00:00,8.2,1.9853,Yes,Short,,Win,1.9853,1.9879,1.9801,1.0
2007-05-31 13:00:00,12.8,1.9757,Yes,Long,1.0,Win,1.9757,1.9741,1.9797,
2007-06-04 11:00:00,26.0,1.9834,Yes,Short,,Loss,1.9834,1.9848,1.9794,1.0
2007-06-05 18:00:00,50.3,1.9932,Yes,Short,,Win,1.9932,1.9969,1.9858,1.0
2007-06-06 14:00:00,51.3,1.9928,Yes,Long,1.0,Loss,1.9928,1.991,1.9968,
2007-06-07 10:00:00,9.7,1.9936,Yes,Short,,Win,1.9936,1.9946,1.9896,1.0
2007-06-11 13:00:00,25.0,1.9673,Yes,Short,,Loss,1.9673,1.9688,1.9633,1.0
2007-06-11 16:00:00,25.0,1.9671,Yes,Short,,Loss,1.9671,1.9696,1.9621,1.0
2007-06-12 12:00:00,25.0,1.9719,Yes,Short,,Loss,1.9719,1.9758,1.9641,1.0
2007-06-13 18:00:00,50.0,1.973,Yes,Long,1.0,Loss,1.973,1.9681,1.9828,
2007-06-19 10:00:00,25.0,1.9855,Yes,Short,,Loss,1.9855,1.9861,1.9815,1.0
2007-06-20 11:00:00,50.4,1.9882,Yes,Short,,Loss,1.9882,1.9901,1.9842,1.0
2007-06-21 11:00:00,53.3,1.9927,Yes,Short,,Loss,1.9927,1.9941,1.9887,1.0
2007-06-25 12:00:00,93.9,2.0003,Yes,Long,1.0,Loss,2.0003,1.9979,2.0051,
2007-06-25 15:00:00,94.0,1.9993,Yes,Long,1.0,Loss,1.9993,1.9973,2.0033,
2007-06-26 11:00:00,95.1,1.9982,Yes,Long,1.0,Loss,1.9982,1.996,2.0026,
2007-07-02 10:00:00,93.4,2.0085,Yes,Short,,Loss,2.0085,2.0117,2.0021,1.0
2007-07-02 11:00:00,93.5,2.0118,Yes,Long,1.0,Win,2.0118,2.0074,2.0206,
2007-07-03 12:00:00,92.0,2.0172,Yes,Long,1.0,Loss,2.0172,2.0144,2.0228,
2007-07-03 16:00:00,91.8,2.0164,Yes,Long,1.0,Loss,2.0164,2.0135,2.0222,
2007-07-04 11:00:00,67.4,2.0183,Yes,Short,,Win,2.0183,2.0208,2.0133,1.0
2007-07-05 11:00:00,93.6,2.017,Yes,Long,1.0,Loss,2.017,2.0143,2.0224,
2007-07-05 15:00:00,93.4,2.019,Yes,Long,1.0,Loss,2.019,2.0127,2.0316,
2007-07-10 14:00:00,79.2,2.0155,Yes,Short,,Loss,2.0155,2.0182,2.0101,1.0
2007-07-12 13:00:00,78.0,2.0333,Yes,Short,,Loss,2.0333,2.0369,2.0261,1.0
2007-07-18 17:00:00,93.3,2.0491,Yes,Long,1.0,Win,2.0491,2.0462,2.0549,
2007-07-19 11:00:00,71.2,2.0534,Yes,Short,,Win,2.0534,2.0541,2.0494,1.0
2007-07-23 10:00:00,95.2,2.0582,Yes,Short,,Loss,2.0582,2.0607,2.0532,1.0
2007-07-26 11:00:00,88.7,2.0502,Yes,Long,1.0,Loss,2.0502,2.0486,2.0542,
2007-07-30 14:00:00,0.0,2.0242,Yes,Short,,Loss,2.0242,2.0291,2.0144,1.0
2007-07-31 16:00:00,25.0,2.0329,Yes,Short,,Win,2.0329,2.0344,2.0289,1.0
2007-08-01 10:00:00,50.0,2.0248,Yes,Long,1.0,Win,2.0248,2.0207,2.033,
2007-08-02 11:00:00,0.0,2.0306,Yes,Short,,Loss,2.0306,2.0334,2.025,1.0
2007-08-06 11:00:00,50.0,2.0432,Yes,Short,,Win,2.0432,2.0466,2.0364,1.0
2007-08-08 11:00:00,0.0,2.0222,Yes,Long,1.0,Win,2.0222,2.0161,2.0344,
2007-08-09 10:00:00,25.0,2.0338,Yes,Short,,Win,2.0338,2.0399,2.0216,1.0
2007-08-14 10:00:00,0.0,2.01,Yes,Short,,Win,2.01,2.0134,2.0032,1.0
2007-08-15 10:00:00,0.0,1.9897,Yes,Long,1.0,Loss,1.9897,1.9868,1.9955,
2007-08-15 17:00:00,0.0,1.9909,Yes,Long,1.0,Loss,1.9909,1.9856,2.0015,
2007-08-16 15:00:00,0.0,1.9827,Yes,Long,1.0,Loss,1.9827,1.9772,1.9937,
2007-08-20 10:00:00,0.0,1.9838,Yes,Short,,Loss,1.9838,1.9872,1.977,1.0
2007-08-27 16:00:00,54.1,2.0154,Yes,Long,1.0,Loss,2.0154,2.0137,2.0194,
2007-08-28 11:00:00,49.1,2.0056,Yes,Long,1.0,Win,2.0056,2.003,2.0108,
2007-08-30 18:00:00,39.6,2.0156,Yes,Long,1.0,Loss,2.0156,2.0072,2.0324,
2007-09-03 13:00:00,85.7,2.0175,Yes,Short,,Win,2.0175,2.0211,2.0103,1.0
2007-09-05 13:00:00,24.0,2.0095,Yes,Long,1.0,Win,2.0095,2.0047,2.0191,
2007-09-06 15:00:00,66.6,2.0204,Yes,Short,,Loss,2.0204,2.0267,2.0078,1.0
2007-09-10 11:00:00,78.4,2.0293,Yes,Long,1.0,Loss,2.0293,2.0265,2.0349,
2007-09-11 12:00:00,82.6,2.0291,Yes,Long,1.0,Loss,2.0291,2.0238,2.0397,
2007-09-13 11:00:00,61.8,2.0273,Yes,Long,1.0,Loss,2.0273,2.0253,2.0313,
2007-09-13 15:00:00,61.3,2.0284,Yes,Long,1.0,Loss,2.0284,2.0238,2.0376,
2007-09-18 12:00:00,0.0,1.9936,Yes,Short,,Loss,1.9936,1.9985,1.9838,1.0
2007-09-19 11:00:00,0.0,2.0093,Yes,Short,,Loss,2.0093,2.0176,1.9927,1.0
2007-09-24 11:00:00,25.0,2.0272,Yes,Short,,Win,2.0272,2.032,2.0176,1.0
2007-09-25 12:00:00,50.0,2.0124,Yes,Long,1.0,Win,2.0124,2.0087,2.0198,
2007-09-26 15:00:00,50.1,2.0163,Yes,Long,1.0,Win,2.0163,2.0109,2.0271,
2007-10-01 11:00:00,84.4,2.0454,Yes,Short,,Win,2.0454,2.0498,2.0366,1.0
2007-10-02 17:00:00,84.3,2.0436,Yes,Long,1.0,Loss,2.0436,2.0377,2.0554,
2007-10-03 13:00:00,37.8,2.0391,Yes,Long,1.0,Loss,2.0391,2.0342,2.0489,
2007-10-04 14:00:00,32.1,2.0316,Yes,Short,,Loss,2.0316,2.035,2.0248,1.0
2007-10-09 10:00:00,48.1,2.0336,Yes,Long,1.0,Loss,2.0336,2.0327,2.0376,
2007-10-09 11:00:00,45.9,2.0343,Yes,Long,1.0,Loss,2.0343,2.0326,2.0383,
2007-10-10 15:00:00,6.8,2.0404,Yes,Short,,Win,2.0404,2.048,2.0252,1.0
2007-10-11 11:00:00,26.4,2.0386,Yes,Long,1.0,Loss,2.0386,2.0348,2.0462,
2007-10-11 18:00:00,25.5,2.0387,Yes,Long,1.0,Loss,2.0387,2.0325,2.0511,
2007-10-17 10:00:00,25.0,2.0321,Yes,Long,1.0,Win,2.0321,2.029,2.0383,
2007-10-18 11:00:00,25.0,2.0416,Yes,Short,,Loss,2.0416,2.0433,2.0376,1.0
2007-10-22 11:00:00,38.8,2.0495,Yes,Short,,Win,2.0495,2.0538,2.0409,1.0
2007-10-23 10:00:00,30.2,2.0358,Yes,Short,,Loss,2.0358,2.0391,2.0292,1.0
2007-10-24 12:00:00,8.0,2.0477,Yes,Long,1.0,Win,2.0477,2.0428,2.0575,
2007-10-25 18:00:00,42.9,2.05,Yes,Short,,Loss,2.05,2.0556,2.0388,1.0
2007-10-29 10:00:00,70.9,2.0556,Yes,Short,,Loss,2.0556,2.0584,2.05,1.0
2007-10-30 10:00:00,79.6,2.0622,Yes,Long,1.0,Win,2.0622,2.057,2.0726,
2007-11-01 10:00:00,83.4,2.0799,Yes,Short,,Win,2.0799,2.0813,2.0759,1.0
2007-11-06 11:00:00,95.7,2.0848,Yes,Short,,Loss,2.0848,2.0887,2.077,1.0
2007-11-08 11:00:00,96.4,2.1033,Yes,Short,,Loss,2.1033,2.1048,2.0993,1.0
2007-11-08 13:00:00,96.4,2.1014,Yes,Short,,Loss,2.1014,2.1065,2.0912,1.0
2007-11-12 11:00:00,87.0,2.0819,Yes,Long,1.0,Loss,2.0819,2.0767,2.0923,
2007-11-13 10:00:00,29.3,2.0653,Yes,Short,,Loss,2.0653,2.0701,2.0557,1.0
2007-11-14 12:00:00,25.0,2.0729,Yes,Short,,Win,2.0729,2.0848,2.0491,1.0
2007-11-19 13:00:00,0.0,2.053,Yes,Long,1.0,Win,2.053,2.0456,2.0678,
2007-11-27 13:00:00,4.8,2.0694,Yes,Long,1.0,Loss,2.0694,2.0671,2.074,
2007-11-28 15:00:00,56.2,2.0676,Yes,Long,1.0,Loss,2.0676,2.0592,2.0844,
2008-01-02 10:00:00,26.2,1.9837,Yes,Long,1.0,Loss,1.9837,1.979,1.9931,
2008-01-02 18:00:00,28.0,1.9825,Yes,Long,1.0,Loss,1.9825,1.9777,1.9921,
2008-01-07 10:00:00,25.0,1.9729,Yes,Long,1.0,Loss,1.9729,1.9654,1.9879,
2008-01-08 17:00:00,25.0,1.9736,Yes,Short,,Win,1.9736,1.9785,1.9638,1.0
2008-01-10 10:00:00,0.0,1.9578,Yes,Long,1.0,Win,1.9578,1.9542,1.965,
2008-01-14 10:00:00,0.0,1.9623,Yes,Short,,Win,1.9623,1.965,1.9569,1.0
2008-01-16 14:00:00,50.0,1.9611,Yes,Long,1.0,Win,1.9611,1.9531,1.9771,
2008-01-17 13:00:00,0.0,1.9627,Yes,Short,,Loss,1.9627,1.972,1.9441,1.0
2008-01-21 11:00:00,0.0,1.9526,Yes,Long,1.0,Loss,1.9526,1.9483,1.9612,
2008-01-22 10:00:00,0.0,1.9502,Yes,Long,1.0,Win,1.9502,1.9341,1.9824,
2008-01-28 18:00:00,56.5,1.9858,Yes,Short,,Loss,1.9858,1.9893,1.9788,1.0
2008-01-29 10:00:00,61.0,1.987,Yes,Short,,Loss,1.987,1.989,1.983,1.0
2008-01-29 16:00:00,63.8,1.9869,Yes,Short,,Loss,1.9869,1.9933,1.9741,1.0
2008-01-30 15:00:00,72.9,1.9898,Yes,Short,,Loss,1.9898,1.9952,1.979,1.0
2008-01-31 14:00:00,57.3,1.9894,Yes,Short,,Win,1.9894,1.9948,1.9786,1.0
2008-02-05 11:00:00,11.1,1.971,Yes,Long,1.0,Loss,1.971,1.9668,1.9794,
2008-02-11 11:00:00,0.0,1.9481,Yes,Long,1.0,Win,1.9481,1.9404,1.9635,
2008-02-12 10:00:00,50.0,1.95,Yes,Short,,Loss,1.95,1.9559,1.9382,1.0
2008-02-13 11:00:00,50.0,1.9588,Yes,Long,1.0,Win,1.9588,1.9552,1.966,
2008-02-19 10:00:00,2.1,1.9496,Yes,Short,,Win,1.9496,1.9544,1.94,1.0
2008-02-20 10:00:00,2.8,1.9489,Yes,Long,1.0,Loss,1.9489,1.9458,1.9551,
2008-02-20 12:00:00,2.8,1.9467,Yes,Long,1.0,Loss,1.9467,1.944,1.9521,
2008-02-25 14:00:00,25.0,1.9658,Yes,Long,1.0,Win,1.9658,1.963,1.9714,
2008-02-27 11:00:00,54.1,1.9889,Yes,Short,,Loss,1.9889,1.9974,1.9719,1.0
2008-02-28 11:00:00,67.6,1.9822,Yes,Long,1.0,Win,1.9822,1.9765,1.9936,
2008-03-03 11:00:00,67.4,1.9859,Yes,Long,1.0,Loss,1.9859,1.9811,1.9955,
2008-03-04 14:00:00,64.6,1.9872,Yes,Short,,Win,1.9872,1.9894,1.9828,1.0
2008-03-05 17:00:00,58.3,1.9898,Yes,Long,1.0,Win,1.9898,1.9772,2.015,
2008-03-10 12:00:00,56.4,2.0193,Yes,Long,1.0,Loss,2.0193,2.0158,2.0263,
2008-03-11 10:00:00,80.2,2.0078,Yes,Long,1.0,Win,2.0078,2.0048,2.0138,
2008-03-13 18:00:00,37.1,2.031,Yes,Short,,Loss,2.031,2.0379,2.0172,1.0
2008-03-19 11:00:00,56.2,2.009,Yes,Short,,Win,2.009,2.0154,1.9962,1.0
2008-03-20 13:00:00,25.0,1.9813,Yes,Long,1.0,Win,1.9813,1.9738,1.9963,
2008-03-24 10:00:00,25.0,1.9801,Yes,Short,,Loss,1.9801,1.9814,1.9761,1.0
2008-03-25 10:00:00,0.0,1.9915,Yes,Short,,Loss,1.9915,1.9938,1.9869,1.0
2008-03-25 12:00:00,0.0,1.992,Yes,Short,,Loss,1.992,1.9941,1.9878,1.0
2008-03-26 11:00:00,25.0,2.0038,Yes,Long,1.0,Win,2.0038,2.0017,2.008,
2008-04-01 14:00:00,0.3,1.982,Yes,Long,1.0,Loss,1.982,1.9741,1.9978,
2008-04-02 16:00:00,0.9,1.9797,Yes,Short,,Loss,1.9797,1.9847,1.9697,1.0
2008-04-03 17:00:00,25.0,1.9909,Yes,Long,1.0,Loss,1.9909,1.981,2.0107,
2008-04-07 15:00:00,50.0,1.9888,Yes,Long,1.0,Loss,1.9888,1.986,1.9944,
2008-04-10 11:00:00,0.0,1.977,Yes,Long,1.0,Loss,1.977,1.9726,1.9858,
2008-04-14 11:00:00,0.0,1.9727,Yes,Short,,Loss,1.9727,1.9746,1.9687,1.0
2008-04-14 12:00:00,0.0,1.9724,Yes,Short,,Loss,1.9724,1.9767,1.9638,1.0
2008-04-17 11:00:00,0.0,1.9747,Yes,Long,1.0,Win,1.9747,1.9693,1.9855,
2008-04-22 12:00:00,43.8,1.9823,Yes,Long,1.0,Win,1.9823,1.9748,1.9973,
2008-04-23 12:00:00,19.4,1.9946,Yes,Long,1.0,Loss,1.9946,1.9871,2.0096,
2008-04-24 10:00:00,43.2,1.9782,Yes,Long,1.0,Loss,1.9782,1.9751,1.9844,
2008-04-28 12:00:00,29.2,1.9826,Yes,Long,1.0,Win,1.9826,1.9785,1.9908,
2008-04-30 12:00:00,50.0,1.9688,Yes,Long,1.0,Win,1.9688,1.9627,1.981,
2008-05-01 12:00:00,0.0,1.9864,Yes,Short,,Win,1.9864,1.9913,1.9766,1.0
2008-05-05 12:00:00,0.0,1.9739,Yes,Short,,Win,1.9739,1.9787,1.9643,1.0
2008-05-06 16:00:00,0.0,1.9738,Yes,Long,1.0,Loss,1.9738,1.9679,1.9856,
2008-05-08 11:00:00,25.0,1.9521,Yes,Short,,Loss,1.9521,1.9543,1.9477,1.0
2008-05-12 10:00:00,0.0,1.9475,Yes,Long,1.0,Win,1.9475,1.9445,1.9535,
2008-05-13 11:00:00,25.0,1.9522,Yes,Long,1.0,Loss,1.9522,1.9488,1.959,
2008-05-13 12:00:00,25.0,1.9494,Yes,Short,,Loss,1.9494,1.9589,1.9304,1.0
2008-05-14 16:00:00,0.0,1.9461,Yes,Long,1.0,Win,1.9461,1.9386,1.9611,
2008-05-15 16:00:00,0.0,1.9444,Yes,Long,1.0,Win,1.9444,1.9407,1.9518,
2008-05-19 11:00:00,50.0,1.9562,Yes,Long,1.0,Win,1.9562,1.9544,1.9602,
2008-05-21 12:00:00,52.6,1.9674,Yes,Long,1.0,Loss,1.9674,1.9629,1.9764,
2008-05-22 10:00:00,60.1,1.9738,Yes,Long,1.0,Loss,1.9738,1.9701,1.9812,
2008-05-22 12:00:00,63.1,1.9767,Yes,Long,1.0,Loss,1.9767,1.9686,1.9929,
2008-05-26 17:00:00,90.0,1.9804,Yes,Long,1.0,Loss,1.9804,1.9776,1.986,
2008-05-27 10:00:00,70.3,1.9778,Yes,Short,,Win,1.9778,1.9849,1.9636,1.0
2008-05-28 14:00:00,67.7,1.9759,Yes,Short,,Win,1.9759,1.9831,1.9615,1.0
2008-05-29 13:00:00,39.1,1.9773,Yes,Long,1.0,Loss,1.9773,1.9694,1.9931,
2008-06-03 17:00:00,25.0,1.9633,Yes,Short,,Loss,1.9633,1.9744,1.9411,1.0
2008-06-05 10:00:00,25.0,1.9533,Yes,Long,1.0,Loss,1.9533,1.9493,1.9613,
2008-06-05 15:00:00,25.0,1.9509,Yes,Long,1.0,Win,1.9509,1.9464,1.9599,
2008-06-11 11:00:00,25.0,1.9546,Yes,Short,,Loss,1.9546,1.9576,1.9486,1.0
2008-06-11 13:00:00,25.0,1.9558,Yes,Long,1.0,Loss,1.9558,1.9495,1.9684,
2008-06-16 10:00:00,25.0,1.9522,Yes,Short,,Loss,1.9522,1.9548,1.947,1.0
2008-06-17 11:00:00,25.0,1.9668,Yes,Short,,Loss,1.9668,1.97,1.9604,1.0
2008-06-17 12:00:00,25.0,1.961,Yes,Short,,Loss,1.961,1.97,1.943,1.0
2008-06-18 15:00:00,25.0,1.9527,Yes,Long,1.0,Win,1.9527,1.9481,1.9619,
2008-06-23 10:00:00,53.7,1.9721,Yes,Long,1.0,Loss,1.9721,1.9699,1.9765,
2008-06-24 12:00:00,46.4,1.9671,Yes,Short,,Loss,1.9671,1.9705,1.9603,1.0
2008-06-25 13:00:00,48.5,1.9721,Yes,Long,1.0,Loss,1.9721,1.9663,1.9837,
2008-06-26 10:00:00,55.8,1.9727,Yes,Short,,Loss,1.9727,1.9766,1.9649,1.0
2008-06-30 11:00:00,56.9,1.9945,Yes,Short,,Win,1.9945,1.9968,1.9899,1.0
2008-07-01 18:00:00,87.9,1.9916,Yes,Short,,Win,1.9916,1.998,1.9788,1.0
2008-07-02 11:00:00,87.3,1.9899,Yes,Short,,Win,1.9899,1.9976,1.9745,1.0
2008-07-03 10:00:00,34.7,1.9929,Yes,Long,1.0,Loss,1.9929,1.9891,2.0005,
2008-07-08 11:00:00,0.7,1.9771,Yes,Long,1.0,Loss,1.9771,1.9713,1.9887,
2008-07-09 10:00:00,50.0,1.9724,Yes,Short,,Win,1.9724,1.9743,1.9684,1.0
2008-07-14 13:00:00,50.0,1.9853,Yes,Long,1.0,Win,1.9853,1.9815,1.9929,
2008-07-16 12:00:00,57.5,2.0053,Yes,Short,,Win,2.0053,2.01,1.9959,1.0
2008-07-17 14:00:00,51.6,2.0022,Yes,Short,,Loss,2.0022,2.0051,1.9964,1.0
2008-07-21 12:00:00,37.2,1.9942,Yes,Long,1.0,Win,1.9942,1.991,2.0006,
2008-07-22 16:00:00,57.4,1.9996,Yes,Short,,Win,1.9996,2.0079,1.983,1.0
2008-07-28 12:00:00,0.0,1.9876,Yes,Long,1.0,Win,1.9876,1.9844,1.994,
2008-07-29 11:00:00,25.0,1.9938,Yes,Short,,Win,1.9938,1.9971,1.9872,1.0
2008-07-30 10:00:00,25.0,1.9789,Yes,Long,1.0,Win,1.9789,1.9771,1.9829,
2008-07-31 10:00:00,0.0,1.9824,Yes,Long,1.0,Win,1.9824,1.9783,1.9906,
2008-08-06 13:00:00,0.0,1.9551,Yes,Long,1.0,Loss,1.9551,1.9526,1.9601,
2008-08-06 15:00:00,0.0,1.9548,Yes,Long,1.0,Loss,1.9548,1.9524,1.9596,
2008-08-07 16:00:00,25.0,1.9477,Yes,Short,,Win,1.9477,1.954,1.9351,1.0
2008-08-11 16:00:00,0.0,1.9183,Yes,Short,,Win,1.9183,1.9242,1.9065,1.0
2008-08-12 10:00:00,0.0,1.9026,Yes,Long,1.0,Loss,1.9026,1.8972,1.9134,
2008-08-12 13:00:00,0.0,1.8997,Yes,Long,1.0,Win,1.8997,1.8972,1.9047,
2008-08-13 12:00:00,25.0,1.8987,Yes,Short,,Win,1.8987,1.9038,1.8885,1.0
2008-08-19 12:00:00,25.0,1.859,Yes,Long,1.0,Win,1.859,1.854,1.869,
2008-08-21 11:00:00,50.0,1.8653,Yes,Short,,Loss,1.8653,1.8705,1.8549,1.0
2008-08-21 13:00:00,50.0,1.8654,Yes,Short,,Loss,1.8654,1.871,1.8542,1.0
2008-08-26 11:00:00,0.0,1.8472,Yes,Long,1.0,Loss,1.8472,1.841,1.8596,
2008-09-01 17:00:00,0.0,1.803,Yes,Long,1.0,Loss,1.803,1.7996,1.8098,
2008-09-03 12:00:00,0.0,1.7738,Yes,Long,1.0,Loss,1.7738,1.7669,1.7876,
2008-09-04 18:00:00,25.0,1.7725,Yes,Short,,Loss,1.7725,1.7839,1.7497,1.0
2008-09-09 15:00:00,25.0,1.7611,Yes,Short,,Loss,1.7611,1.7671,1.7491,1.0
2008-09-10 12:00:00,0.0,1.7647,Yes,Short,,Win,1.7647,1.7681,1.7579,1.0
2008-09-11 14:00:00,25.0,1.7506,Yes,Long,1.0,Win,1.7506,1.7448,1.7622,
2008-09-16 10:00:00,50.6,1.7957,Yes,Short,,Win,1.7957,1.8,1.7871,1.0
2008-09-17 11:00:00,8.0,1.7868,Yes,Short,,Loss,1.7868,1.7983,1.7638,1.0
2008-09-18 10:00:00,43.3,1.8198,Yes,Short,,Loss,1.8198,1.8261,1.8072,1.0
2008-09-18 15:00:00,48.3,1.8229,Yes,Short,,Loss,1.8229,1.8277,1.8133,1.0
2008-09-23 12:00:00,92.0,1.8534,Yes,Long,1.0,Win,1.8534,1.8489,1.8624,
2008-09-24 14:00:00,69.0,1.8555,Yes,Short,,Loss,1.8555,1.8609,1.8447,1.0
2008-09-25 13:00:00,43.1,1.8589,Yes,Short,,Win,1.8589,1.8672,1.8423,1.0
2008-09-30 11:00:00,9.6,1.8051,Yes,Short,,Win,1.8051,1.8122,1.7909,1.0
2008-10-01 10:00:00,0.0,1.7788,Yes,Short,,Win,1.7788,1.7877,1.761,1.0
2008-10-02 15:00:00,0.0,1.7678,Yes,Long,1.0,Loss,1.7678,1.7611,1.7812,
2008-10-06 11:00:00,25.0,1.7582,Yes,Long,1.0,Loss,1.7582,1.7554,1.7638,
2008-10-06 13:00:00,25.0,1.7589,Yes,Long,1.0,Loss,1.7589,1.7518,1.7731,
2008-10-07 13:00:00,0.0,1.7423,Yes,Long,1.0,Win,1.7423,1.7323,1.7623,
2008-10-08 11:00:00,25.0,1.7498,Yes,Short,,Win,1.7498,1.766,1.7174,1.0
2008-10-09 14:00:00,0.0,1.7309,Yes,Short,,Loss,1.7309,1.7382,1.7163,1.0
2008-10-09 18:00:00,0.0,1.724,Yes,Short,,Win,1.724,1.74,1.692,1.0
2008-10-13 11:00:00,25.0,1.7123,Yes,Short,,Loss,1.7123,1.7226,1.6917,1.0
2008-10-14 16:00:00,25.0,1.7544,Yes,Short,,Win,1.7544,1.7634,1.7364,1.0
2008-10-15 10:00:00,50.0,1.7472,Yes,Short,,Loss,1.7472,1.75,1.7416,1.0
2008-10-15 18:00:00,50.0,1.7459,Yes,Short,,Win,1.7459,1.76,1.7177,1.0
