Datetime_Kyiv,Trend_%,Close_Price,Signal_Triggered,Direction,Swept_AL_Into_FVG,1h_Bullish_Flip,Outcome,Entry,SL,TP,Swept_AH_Into_FVG,1h_Bearish_Flip
2004-02-17 01:00:00,94.5,1.8888,Yes,Short,,,Loss,1.8888,1.8908,1.8848,1.0,1.0
2004-03-01 15:00:00,25.0,1.8722,Yes,Long,1.0,1.0,Loss,1.8722,1.8702,1.8762,,
2004-03-01 17:00:00,25.0,1.869,Yes,Long,1.0,1.0,Loss,1.869,1.867,1.873,,
2004-03-19 23:00:00,25.0,1.8326,Yes,Long,1.0,1.0,Loss,1.8326,1.8306,1.8366,,
2004-03-22 00:00:00,25.0,1.833,Yes,Long,1.0,1.0,Loss,1.833,1.831,1.837,,
2004-03-23 10:00:00,71.2,1.8453,Yes,Long,1.0,1.0,Loss,1.8453,1.8433,1.8493,,
2004-03-23 18:00:00,81.4,1.8496,Yes,Long,1.0,1.0,Loss,1.8496,1.8476,1.8536,,
2004-03-26 12:00:00,41.0,1.8191,Yes,Short,,,Loss,1.8191,1.8211,1.8151,1.0,1.0
2004-04-15 13:00:00,25.0,1.7811,Yes,Short,,,Win,1.7811,1.7831,1.7771,1.0,1.0
2004-04-16 17:00:00,0.0,1.7979,Yes,Long,1.0,1.0,Loss,1.7979,1.7959,1.8019,,
2004-04-16 18:00:00,0.0,1.8034,Yes,Long,1.0,1.0,Loss,1.8034,1.8014,1.8074,,
2004-04-23 12:00:00,0.0,1.7789,Yes,Long,1.0,1.0,Loss,1.7789,1.7769,1.7829,,
2004-04-23 16:00:00,0.0,1.7687,Yes,Long,1.0,1.0,Loss,1.7687,1.7667,1.7727,,
2004-04-29 17:00:00,50.0,1.7755,Yes,Short,,,Loss,1.7755,1.7775,1.7715,1.0,1.0
2004-04-30 16:00:00,0.0,1.7773,Yes,Long,1.0,1.0,Loss,1.7773,1.7753,1.7813,,
2004-04-30 18:00:00,0.0,1.7732,Yes,Long,1.0,1.0,Win,1.7732,1.7712,1.7772,,
2004-05-06 11:00:00,57.2,1.7907,Yes,Long,1.0,1.0,Win,1.7907,1.7887,1.7947,,
2004-05-13 23:00:00,25.0,1.7631,Yes,Long,1.0,1.0,Loss,1.7631,1.7611,1.7671,,
2004-05-14 17:00:00,50.0,1.7639,Yes,Long,1.0,1.0,Loss,1.7639,1.7619,1.7679,,
2004-05-14 18:00:00,50.0,1.7598,Yes,Long,1.0,1.0,Loss,1.7598,1.7578,1.7638,,
2004-05-20 14:00:00,25.0,1.772,Yes,Long,1.0,1.0,Loss,1.772,1.77,1.776,,
2004-05-20 16:00:00,25.0,1.7731,Yes,Long,1.0,1.0,Loss,1.7731,1.7711,1.7771,,
2004-05-31 01:00:00,95.5,1.8351,Yes,Long,1.0,1.0,Loss,1.8351,1.8331,1.8391,,
2004-06-07 20:00:00,82.9,1.8416,Yes,Long,1.0,1.0,Loss,1.8416,1.8396,1.8456,,
2004-06-08 15:00:00,78.8,1.8386,Yes,Short,,,Loss,1.8386,1.8406,1.8346,1.0,1.0
2004-06-08 16:00:00,78.8,1.84,Yes,Short,,,Win,1.84,1.842,1.836,1.0,1.0
2004-06-18 12:00:00,50.0,1.831,Yes,Long,1.0,1.0,Win,1.831,1.829,1.835,,
2004-06-23 11:00:00,1.9,1.8214,Yes,Short,,,Win,1.8214,1.8234,1.8174,1.0,1.0
2004-06-28 20:00:00,25.0,1.8256,Yes,Short,,,Loss,1.8256,1.8276,1.8216,1.0,1.0
2004-07-02 16:00:00,25.0,1.8302,Yes,Long,1.0,1.0,Loss,1.8302,1.8282,1.8342,,
2004-07-02 18:00:00,25.0,1.8278,Yes,Long,1.0,1.0,Win,1.8278,1.8258,1.8318,,
2004-07-08 16:00:00,72.3,1.8534,Yes,Long,1.0,1.0,Win,1.8534,1.8514,1.8574,,
2004-07-14 11:00:00,44.6,1.8585,Yes,Short,,,Loss,1.8585,1.8605,1.8545,1.0,1.0
2004-07-22 22:00:00,0.0,1.8427,Yes,Short,,,Loss,1.8427,1.8447,1.8387,1.0,1.0
2004-07-29 10:00:00,25.0,1.8283,Yes,Short,,,Win,1.8283,1.8303,1.8243,1.0,1.0
2004-07-30 20:00:00,25.0,1.8159,Yes,Short,,,Loss,1.8159,1.8179,1.8119,1.0,1.0
2004-07-30 21:00:00,25.0,1.8197,Yes,Short,,,Loss,1.8197,1.8217,1.8157,1.0,1.0
2004-08-05 20:00:00,0.0,1.8259,Yes,Long,1.0,1.0,Loss,1.8259,1.8239,1.8299,,
2004-08-06 16:00:00,50.0,1.8443,Yes,Long,1.0,1.0,Loss,1.8443,1.8423,1.8483,,
2004-08-06 17:00:00,50.0,1.8423,Yes,Long,1.0,1.0,Win,1.8423,1.8403,1.8463,,
2004-08-12 17:00:00,47.6,1.8268,Yes,Short,,,Win,1.8268,1.8288,1.8228,1.0,1.0
2004-08-16 12:00:00,31.9,1.8447,Yes,Long,1.0,1.0,Loss,1.8447,1.8427,1.8487,,
2004-08-16 13:00:00,31.9,1.8439,Yes,Short,,,Loss,1.8439,1.8459,1.8399,1.0,1.0
2004-08-17 16:00:00,59.1,1.8347,Yes,Short,,,Loss,1.8347,1.8367,1.8307,1.0,1.0
2004-08-17 17:00:00,59.1,1.8334,Yes,Short,,,Win,1.8334,1.8354,1.8294,1.0,1.0
2004-08-26 10:00:00,0.0,1.798,Yes,Short,,,Win,1.798,1.8,1.794,1.0,1.0
2004-08-31 18:00:00,25.0,1.799,Yes,Long,1.0,1.0,Win,1.799,1.797,1.803,,
2004-09-08 23:00:00,25.0,1.787,Yes,Short,,,Win,1.787,1.789,1.783,1.0,1.0
2004-09-17 23:00:00,38.9,1.7943,Yes,Long,1.0,1.0,Loss,1.7943,1.7923,1.7983,,
2004-10-13 21:00:00,0.0,1.7936,Yes,Long,1.0,1.0,Win,1.7936,1.7916,1.7976,,
2004-10-22 12:00:00,82.5,1.8254,Yes,Long,1.0,1.0,Loss,1.8254,1.8234,1.8294,,
2004-10-25 01:00:00,85.5,1.8305,Yes,Long,1.0,1.0,Win,1.8305,1.8285,1.8345,,
2004-10-29 16:00:00,34.1,1.8355,Yes,Long,1.0,1.0,Loss,1.8355,1.8335,1.8395,,
2004-10-29 18:00:00,34.1,1.8322,Yes,Long,1.0,1.0,Win,1.8322,1.8302,1.8362,,
2004-11-04 22:00:00,35.4,1.8442,Yes,Long,1.0,1.0,Loss,1.8442,1.8422,1.8482,,
2004-11-05 17:00:00,34.7,1.8488,Yes,Long,1.0,1.0,Win,1.8488,1.8468,1.8528,,
2004-11-12 17:00:00,45.2,1.8499,Yes,Long,1.0,1.0,Win,1.8499,1.8479,1.8539,,
