Datetime_Kyiv,Direction,Entry_Price,NY_Cont_Short,Outcome,Hold_Bars,NY_Cont_Long
2013-12-18 16:00:00,Long,1.63906,,Win,6,1.0
2013-12-26 16:00:00,Long,1.64169,,Win,6,1.0
2014-01-02 16:00:00,Short,1.64284,1.0,Loss,6,
2014-01-13 16:00:00,Short,1.63647,1.0,Loss,6,
2014-01-15 16:00:00,Short,1.63413,1.0,Loss,6,
2014-01-17 16:00:00,Long,1.64349,,Loss,6,1.0
2014-01-22 16:00:00,Long,1.65624,,Win,6,1.0
2014-01-24 16:00:00,Short,1.64962,1.0,Loss,6,
2014-02-12 16:00:00,Long,1.65574,,Win,6,1.0
2014-03-10 16:00:00,Short,1.66352,1.0,Loss,6,
2014-03-18 16:00:00,Short,1.65817,1.0,Loss,6,
2014-03-20 16:00:00,Short,1.64961,1.0,Loss,6,
2014-03-27 16:00:00,Long,1.66282,,Loss,6,1.0
2014-04-03 16:00:00,Short,1.65914,1.0,Win,6,
2014-04-08 16:00:00,Long,1.67386,,Win,6,1.0
2014-04-11 16:00:00,Short,1.67342,1.0,Loss,6,
2014-04-16 16:00:00,Long,1.68,,Loss,6,1.0
2014-04-28 16:00:00,Long,1.68443,,Loss,6,1.0
2014-05-06 16:00:00,Long,1.69852,,Loss,6,1.0
2014-05-09 16:00:00,Short,1.685,1.0,Win,6,
2014-05-13 16:00:00,Short,1.68484,1.0,Win,6,
2014-05-14 16:00:00,Short,1.67726,1.0,Win,6,
2014-05-21 16:00:00,Long,1.68858,,Win,6,1.0
2014-05-27 16:00:00,Short,1.6816,1.0,Win,6,
2014-05-28 16:00:00,Short,1.67429,1.0,Win,6,
2014-06-04 16:00:00,Long,1.67614,,Loss,6,1.0
2014-06-19 16:00:00,Long,1.70334,,Win,6,1.0
2014-07-01 16:00:00,Long,1.71443,,Win,6,1.0
2014-07-04 16:00:00,Short,1.71413,1.0,Loss,6,
2014-07-10 16:00:00,Short,1.71125,1.0,Loss,6,
2014-07-15 16:00:00,Long,1.71655,,Loss,6,1.0
2014-07-17 16:00:00,Short,1.71003,1.0,Loss,6,
2014-07-23 16:00:00,Short,1.70291,1.0,Loss,6,
2014-07-31 16:00:00,Short,1.68638,1.0,Loss,6,
2014-08-01 16:00:00,Short,1.68393,1.0,Win,6,
2014-08-06 16:00:00,Short,1.68387,1.0,Loss,6,
2014-08-13 16:00:00,Short,1.67229,1.0,Win,6,
2014-08-19 16:00:00,Short,1.66288,1.0,Win,6,
2014-08-20 16:00:00,Long,1.66422,,Loss,6,1.0
2014-08-27 16:00:00,Long,1.65985,,Loss,6,1.0
2014-09-02 16:00:00,Short,1.65273,1.0,Win,6,
2014-09-11 16:00:00,Long,1.62665,,Loss,6,1.0
2014-09-19 16:00:00,Short,1.63648,1.0,Win,6,
2014-09-30 16:00:00,Short,1.62091,1.0,Win,6,
2014-10-02 16:00:00,Short,1.61497,1.0,Win,6,
2014-10-03 16:00:00,Short,1.60234,1.0,Win,6,
2014-10-10 16:00:00,Short,1.6024,1.0,Loss,6,
2014-10-14 16:00:00,Short,1.59269,1.0,Win,6,
2014-10-22 16:00:00,Short,1.60345,1.0,Loss,6,
2014-11-06 16:00:00,Short,1.59268,1.0,Win,6,
2014-11-12 16:00:00,Short,1.58037,1.0,Win,6,
2014-11-19 16:00:00,Long,1.56621,,Win,6,1.0
2014-11-26 16:00:00,Long,1.57884,,Win,6,1.0
2014-11-27 16:00:00,Short,1.57484,1.0,Win,6,
2014-12-01 16:00:00,Long,1.57482,,Loss,6,1.0
2014-12-08 16:00:00,Long,1.56205,,Win,6,1.0
2014-12-11 16:00:00,Short,1.56827,1.0,Loss,6,
2014-12-15 16:00:00,Short,1.56507,1.0,Win,6,
2014-12-16 16:00:00,Long,1.5755,,Loss,6,1.0
2014-12-23 16:00:00,Short,1.54904,1.0,Loss,6,
2015-01-02 16:00:00,Short,1.53953,1.0,Win,6,
2015-01-05 16:00:00,Short,1.52311,1.0,Loss,6,
2015-01-06 16:00:00,Short,1.51751,1.0,Win,6,
2015-01-20 16:00:00,Long,1.518,,Loss,6,1.0
2015-01-27 16:00:00,Long,1.51836,,Win,6,1.0
2015-02-03 16:00:00,Long,1.50943,,Win,6,1.0
2015-02-05 16:00:00,Long,1.52929,,Win,6,1.0
2015-02-12 16:00:00,Long,1.53596,,Win,6,1.0
2015-02-16 16:00:00,Short,1.5379,1.0,Win,6,
2015-02-18 16:00:00,Long,1.54257,,Win,6,1.0
2015-02-26 16:00:00,Short,1.54166,1.0,Win,6,
2015-03-06 16:00:00,Short,1.50651,1.0,Win,6,
2015-03-13 16:00:00,Short,1.47218,1.0,Loss,6,
2015-03-17 16:00:00,Short,1.47638,1.0,Win,6,
2015-03-18 16:00:00,Short,1.46723,1.0,Loss,6,
2015-04-08 16:00:00,Long,1.49592,,Loss,6,1.0
2015-04-10 16:00:00,Short,1.4623,1.0,Loss,6,
2015-04-16 16:00:00,Long,1.49243,,Win,6,1.0
2015-04-17 16:00:00,Long,1.49926,,Loss,6,1.0
2015-04-22 16:00:00,Long,1.50484,,Loss,6,1.0
2015-05-01 16:00:00,Short,1.52365,1.0,Win,6,
2015-05-12 16:00:00,Long,1.56506,,Win,6,1.0
2015-05-19 16:00:00,Short,1.54652,1.0,Loss,6,
2015-05-21 16:00:00,Long,1.56575,,Win,6,1.0
2015-05-28 16:00:00,Short,1.52859,1.0,Loss,6,
2015-05-29 16:00:00,Short,1.52675,1.0,Loss,6,
2015-06-01 16:00:00,Short,1.52375,1.0,Win,6,
2015-06-03 16:00:00,Short,1.52689,1.0,Loss,6,
2015-06-09 16:00:00,Short,1.52952,1.0,Loss,6,
2015-06-17 16:00:00,Long,1.57435,,Win,6,1.0
2015-06-18 16:00:00,Long,1.59039,,Loss,6,1.0
2015-06-22 16:00:00,Short,1.58281,1.0,Win,6,
2015-07-07 16:00:00,Short,1.54323,1.0,Loss,6,
2015-07-08 16:00:00,Short,1.53663,1.0,Win,6,
2015-07-10 16:00:00,Long,1.55233,,Loss,6,1.0
2015-07-14 16:00:00,Long,1.56048,,Win,6,1.0
2015-08-03 16:00:00,Short,1.5586,1.0,Win,6,
2015-08-05 16:00:00,Long,1.56365,,Loss,6,1.0
2015-08-06 16:00:00,Short,1.5527,1.0,Win,6,
2015-08-18 16:00:00,Long,1.56845,,Loss,6,1.0
2015-08-24 16:00:00,Long,1.57691,,Win,6,1.0
2015-08-26 16:00:00,Short,1.55775,1.0,Win,6,
2015-09-01 16:00:00,Short,1.53176,1.0,Win,6,
2015-09-07 16:00:00,Long,1.52515,,Win,6,1.0
2015-09-16 16:00:00,Long,1.54499,,Win,6,1.0
2015-09-22 16:00:00,Short,1.54327,1.0,Win,6,
2015-09-25 16:00:00,Short,1.51849,1.0,Loss,6,
2015-10-13 16:00:00,Short,1.52186,1.0,Loss,6,
2015-10-14 16:00:00,Long,1.54139,,Win,6,1.0
2015-11-03 16:00:00,Short,1.53642,1.0,Loss,6,
2015-11-05 16:00:00,Short,1.52446,1.0,Win,6,
2015-11-06 16:00:00,Short,1.50658,1.0,Win,6,
2015-11-24 16:00:00,Short,1.50709,1.0,Loss,6,
2015-11-27 16:00:00,Short,1.50571,1.0,Win,6,
2015-12-02 16:00:00,Short,1.49697,1.0,Win,6,
2015-12-03 16:00:00,Long,1.50303,,Win,6,1.0
2015-12-08 16:00:00,Short,1.49801,1.0,Loss,6,
2015-12-09 16:00:00,Long,1.51432,,Win,6,1.0
2015-12-29 16:00:00,Short,1.48062,1.0,Loss,6,
2016-01-08 16:00:00,Short,1.45694,1.0,Win,6,
2016-01-11 16:00:00,Long,1.45735,,Loss,6,1.0
2016-01-12 16:00:00,Short,1.43983,1.0,Loss,6,
2016-01-19 16:00:00,Short,1.41603,1.0,Loss,6,
2016-01-21 16:00:00,Short,1.41128,1.0,Loss,6,
2016-01-22 16:00:00,Long,1.43474,,Loss,6,1.0
2016-01-28 16:00:00,Long,1.43439,,Win,6,1.0
2016-01-29 16:00:00,Short,1.42538,1.0,Win,6,
2016-02-03 16:00:00,Long,1.4566,,Win,6,1.0
2016-02-08 16:00:00,Short,1.43979,1.0,Loss,6,
2016-02-11 16:00:00,Short,1.44376,1.0,Loss,6,
2016-02-16 16:00:00,Short,1.4295,1.0,Win,6,
2016-02-18 16:00:00,Long,1.43631,,Loss,6,1.0
2016-02-22 16:00:00,Short,1.41088,1.0,Loss,6,
2016-03-15 16:00:00,Short,1.41614,1.0,Win,6,
2016-03-17 16:00:00,Long,1.44736,,Win,6,1.0
2016-03-22 16:00:00,Short,1.42145,1.0,Win,6,
2016-04-06 16:00:00,Short,1.40465,1.0,Loss,6,
2016-04-11 16:00:00,Long,1.42372,,Win,6,1.0
2016-04-25 16:00:00,Long,1.44813,,Loss,6,1.0
2016-05-18 16:00:00,Long,1.45541,,Win,6,1.0
2016-05-24 16:00:00,Long,1.46038,,Win,6,1.0
2016-05-25 16:00:00,Long,1.47008,,Win,6,1.0
2016-06-07 16:00:00,Long,1.45585,,Loss,6,1.0
2016-06-27 16:00:00,Short,1.32037,1.0,Win,6,
2016-07-14 16:00:00,Long,1.33262,,Win,6,1.0
2016-07-22 16:00:00,Short,1.31059,1.0,Win,6,
2016-08-04 16:00:00,Short,1.31362,1.0,Win,6,
2016-08-18 16:00:00,Long,1.31472,,Win,6,1.0
2016-08-29 16:00:00,Short,1.30677,1.0,Loss,6,
2016-09-01 16:00:00,Long,1.32534,,Win,6,1.0
2016-09-13 16:00:00,Short,1.32226,1.0,Win,6,
2016-09-16 16:00:00,Short,1.31312,1.0,Win,6,
2016-09-20 16:00:00,Short,1.29595,1.0,Loss,6,
2016-09-23 16:00:00,Short,1.29534,1.0,Loss,6,
2016-10-03 16:00:00,Short,1.28611,1.0,Win,6,
2016-10-04 16:00:00,Short,1.27629,1.0,Win,6,
2016-10-07 16:00:00,Short,1.23839,1.0,Loss,6,
2016-11-02 16:00:00,Long,1.23245,,Loss,6,1.0
2016-11-03 16:00:00,Long,1.24468,,Win,6,1.0
2016-11-21 16:00:00,Long,1.24778,,Win,6,1.0
2016-11-28 16:00:00,Short,1.24113,1.0,Loss,6,
2016-12-01 16:00:00,Long,1.26163,,Loss,6,1.0
2016-12-19 16:00:00,Short,1.23823,1.0,Loss,6,
2016-12-28 16:00:00,Short,1.22028,1.0,Loss,6,
2016-12-30 16:00:00,Long,1.23837,,Loss,6,1.0
2017-01-02 16:00:00,Short,1.22885,1.0,Win,6,
2017-01-17 16:00:00,Long,1.23887,,Win,6,1.0
2017-01-25 16:00:00,Long,1.2575,,Win,6,1.0
2017-02-02 16:00:00,Short,1.25581,1.0,Win,6,
2017-02-14 16:00:00,Short,1.24685,1.0,Win,6,
2017-02-15 16:00:00,Short,1.24141,1.0,Loss,6,
2017-02-23 16:00:00,Long,1.25104,,Win,6,1.0
2017-03-01 16:00:00,Short,1.22972,1.0,Win,6,
2017-03-16 16:00:00,Long,1.23409,,Win,6,1.0
2017-03-21 16:00:00,Long,1.24667,,Win,6,1.0
2017-03-27 16:00:00,Long,1.26,,Loss,6,1.0
2017-03-29 16:00:00,Long,1.24164,,Win,6,1.0
2017-04-07 16:00:00,Short,1.23999,1.0,Win,6,
2017-04-18 16:00:00,Long,1.27188,,Win,6,1.0
2017-05-11 16:00:00,Short,1.28626,1.0,Loss,6,
2017-05-18 16:00:00,Long,1.30162,,Loss,6,1.0
2017-05-19 16:00:00,Long,1.30228,,Win,6,1.0
2017-05-30 16:00:00,Long,1.28602,,Loss,6,1.0
2017-06-12 16:00:00,Short,1.26746,1.0,Win,6,
2017-06-13 16:00:00,Long,1.27218,,Win,6,1.0
2017-06-20 16:00:00,Short,1.26506,1.0,Win,6,
2017-06-21 16:00:00,Long,1.27007,,Loss,6,1.0
2017-07-07 16:00:00,Short,1.28756,1.0,Loss,6,
2017-07-18 16:00:00,Short,1.30141,1.0,Loss,6,
2017-07-20 16:00:00,Short,1.29706,1.0,Loss,6,
2017-08-03 16:00:00,Short,1.31177,1.0,Loss,6,
2017-08-15 16:00:00,Short,1.28509,1.0,Loss,6,
2017-08-22 16:00:00,Short,1.28225,1.0,Loss,6,
2017-08-24 16:00:00,Long,1.28281,,Loss,6,1.0
2017-08-31 16:00:00,Short,1.2875,1.0,Loss,6,
2017-09-07 16:00:00,Long,1.31002,,Loss,6,1.0
2017-09-08 16:00:00,Long,1.31996,,Win,6,1.0
2017-09-12 16:00:00,Long,1.32551,,Win,6,1.0
2017-09-14 16:00:00,Long,1.33669,,Win,6,1.0
2017-09-15 16:00:00,Long,1.35768,,Loss,6,1.0
2017-10-02 16:00:00,Short,1.32801,1.0,Loss,6,
2017-10-05 16:00:00,Short,1.31359,1.0,Win,6,
2017-10-09 16:00:00,Long,1.31579,,Loss,6,1.0
2017-10-12 16:00:00,Short,1.31431,1.0,Loss,6,
2017-10-17 16:00:00,Short,1.31812,1.0,Loss,6,
2017-10-20 16:00:00,Long,1.31775,,Win,6,1.0
2017-10-25 16:00:00,Long,1.32544,,Loss,6,1.0
2017-10-26 16:00:00,Short,1.32147,1.0,Win,6,
2017-10-30 16:00:00,Long,1.31874,,Win,6,1.0
2017-11-02 16:00:00,Short,1.31019,1.0,Win,6,
2017-11-10 16:00:00,Long,1.32108,,Loss,6,1.0
2017-11-16 16:00:00,Long,1.31971,,Loss,6,1.0
2017-11-17 16:00:00,Short,1.3193,1.0,Loss,6,
2017-11-27 16:00:00,Long,1.33592,,Loss,6,1.0
2017-12-04 16:00:00,Long,1.35135,,Loss,6,1.0
2017-12-08 16:00:00,Short,1.34185,1.0,Win,6,
2017-12-15 16:00:00,Short,1.33288,1.0,Win,6,
2017-12-29 16:00:00,Long,1.35168,,Loss,6,1.0
2018-01-11 16:00:00,Long,1.35407,,Loss,6,1.0
2018-01-12 16:00:00,Long,1.36717,,Win,6,1.0
2018-01-15 16:00:00,Long,1.38002,,Loss,6,1.0
2018-01-19 16:00:00,Short,1.38776,1.0,Win,6,
2018-01-24 16:00:00,Long,1.42149,,Loss,6,1.0
2018-01-30 16:00:00,Long,1.41322,,Win,6,1.0
2018-02-02 16:00:00,Short,1.41391,1.0,Win,6,
2018-02-06 16:00:00,Short,1.38766,1.0,Loss,6,
2018-02-08 16:00:00,Long,1.40398,,Loss,6,1.0
2018-02-09 16:00:00,Short,1.38142,1.0,Loss,6,
2018-02-16 16:00:00,Short,1.40389,1.0,Win,6,
2018-02-27 16:00:00,Short,1.3897,1.0,Loss,6,
2018-02-28 16:00:00,Short,1.38085,1.0,Win,6,
2018-03-06 16:00:00,Long,1.38984,,Loss,6,1.0
2018-03-13 16:00:00,Long,1.3961,,Loss,6,1.0
2018-03-19 16:00:00,Long,1.40612,,Loss,6,1.0
2018-03-20 16:00:00,Short,1.39895,1.0,Loss,6,
2018-03-26 16:00:00,Long,1.41937,,Win,6,1.0
2018-03-27 16:00:00,Short,1.41154,1.0,Loss,6,
2018-04-16 16:00:00,Long,1.43118,,Win,6,1.0
2018-04-18 16:00:00,Short,1.42383,1.0,Win,6,
2018-04-23 16:00:00,Short,1.39666,1.0,Win,6,
2018-04-27 16:00:00,Short,1.37592,1.0,Loss,6,
2018-04-30 16:00:00,Short,1.37455,1.0,Loss,6,
2018-05-01 16:00:00,Short,1.36605,1.0,Win,6,
2018-05-08 16:00:00,Short,1.34986,1.0,Loss,6,
2018-05-09 16:00:00,Long,1.35957,,Loss,6,1.0
2018-05-17 16:00:00,Short,1.35146,1.0,Win,6,
2018-05-23 16:00:00,Short,1.33219,1.0,Loss,6,
2018-05-29 16:00:00,Short,1.32853,1.0,Win,6,
2018-06-01 16:00:00,Long,1.33137,,Win,6,1.0
2018-06-19 16:00:00,Short,1.31702,1.0,Win,6,
2018-06-21 16:00:00,Long,1.32428,,Win,6,1.0
2018-07-18 16:00:00,Short,1.30392,1.0,Loss,6,
2018-07-19 16:00:00,Short,1.29628,1.0,Loss,6,
2018-08-02 16:00:00,Short,1.305,1.0,Win,6,
2018-08-06 16:00:00,Short,1.29263,1.0,Loss,6,
2018-08-08 16:00:00,Short,1.28626,1.0,Loss,6,
2018-08-28 16:00:00,Long,1.29273,,Loss,6,1.0
2018-09-03 16:00:00,Short,1.28601,1.0,Loss,6,
2018-09-07 16:00:00,Long,1.29647,,Loss,6,1.0
2018-09-20 16:00:00,Long,1.32873,,Loss,6,1.0
2018-09-21 16:00:00,Short,1.31465,1.0,Win,6,
2018-09-24 16:00:00,Long,1.31385,,Loss,6,1.0
2018-10-02 16:00:00,Short,1.29726,1.0,Loss,6,
2018-10-04 16:00:00,Long,1.30001,,Win,6,1.0
2018-10-08 16:00:00,Short,1.30473,1.0,Loss,6,
2018-10-09 16:00:00,Short,1.30689,1.0,Loss,6,
2018-10-16 16:00:00,Long,1.32135,,Loss,6,1.0
2018-10-17 16:00:00,Short,1.3113,1.0,Loss,6,
2018-10-22 16:00:00,Short,1.29731,1.0,Win,6,
2018-10-23 16:00:00,Long,1.3013,,Loss,6,1.0
2018-10-24 16:00:00,Short,1.29215,1.0,Win,6,
2018-11-12 16:00:00,Long,1.29031,,Loss,6,1.0
2018-11-13 16:00:00,Long,1.29472,,Win,6,1.0
2018-11-15 16:00:00,Short,1.27916,1.0,Win,6,
2018-11-16 16:00:00,Long,1.2872,,Loss,6,1.0
2018-11-22 16:00:00,Long,1.28716,,Win,6,1.0
2018-11-29 16:00:00,Short,1.27798,1.0,Loss,6,
2018-12-03 16:00:00,Short,1.27233,1.0,Loss,6,
2018-12-05 16:00:00,Long,1.27133,,Win,6,1.0
2018-12-10 16:00:00,Short,1.26378,1.0,Win,6,
2018-12-12 16:00:00,Long,1.26231,,Win,6,1.0
2018-12-14 16:00:00,Short,1.25484,1.0,Loss,6,
2019-01-02 16:00:00,Short,1.26063,1.0,Loss,6,
2019-01-11 16:00:00,Long,1.27903,,Win,6,1.0
2019-01-23 16:00:00,Long,1.30512,,Win,6,1.0
2019-02-05 16:00:00,Short,1.29621,1.0,Win,6,
2019-02-07 16:00:00,Long,1.29757,,Loss,6,1.0
2019-02-27 16:00:00,Long,1.3324,,Loss,6,1.0
2019-03-11 16:00:00,Long,1.30804,,Win,6,1.0
2019-03-12 16:00:00,Short,1.31237,1.0,Win,6,
2019-03-28 16:00:00,Short,1.3093,1.0,Win,6,
2019-04-25 16:00:00,Short,1.28856,1.0,Loss,6,
2019-04-30 16:00:00,Long,1.30205,,Win,6,1.0
2019-05-03 16:00:00,Short,1.30302,1.0,Loss,6,
2019-05-07 16:00:00,Short,1.30513,1.0,Loss,6,
2019-05-08 16:00:00,Short,1.3006,1.0,Win,6,
2019-05-17 16:00:00,Short,1.27517,1.0,Win,6,
2019-05-22 16:00:00,Short,1.26546,1.0,Loss,6,
2019-05-31 16:00:00,Short,1.25819,1.0,Loss,6,
2019-06-10 16:00:00,Short,1.26752,1.0,Loss,6,
2019-07-09 16:00:00,Short,1.245,1.0,Loss,6,
2019-07-15 16:00:00,Short,1.25313,1.0,Win,6,
2019-07-16 16:00:00,Short,1.24262,1.0,Win,6,
2019-07-18 16:00:00,Long,1.24757,,Win,6,1.0
2019-07-22 16:00:00,Short,1.24709,1.0,Loss,6,
2019-07-24 16:00:00,Long,1.24845,,Loss,6,1.0
2019-07-29 16:00:00,Short,1.22446,1.0,Win,6,
2019-07-30 16:00:00,Long,1.217,,Loss,6,1.0
2019-08-09 16:00:00,Short,1.20737,1.0,Win,6,
2019-08-15 16:00:00,Long,1.21246,,Loss,6,1.0
2019-08-16 16:00:00,Long,1.2167,,Loss,6,1.0
2019-08-27 16:00:00,Long,1.2277,,Win,6,1.0
2019-08-28 16:00:00,Short,1.2209,1.0,Loss,6,
2019-09-02 16:00:00,Short,1.2071,1.0,Win,6,
2019-09-04 16:00:00,Long,1.21819,,Win,6,1.0
2019-09-05 16:00:00,Long,1.23311,,Loss,6,1.0
2019-09-09 16:00:00,Long,1.23623,,Loss,6,1.0
2019-09-13 16:00:00,Long,1.24547,,Win,6,1.0
2019-09-20 16:00:00,Short,1.24831,1.0,Win,6,
2019-09-25 16:00:00,Short,1.23835,1.0,Win,6,
2019-10-08 16:00:00,Short,1.22095,1.0,Loss,6,
2019-10-11 16:00:00,Long,1.26222,,Win,6,1.0
2019-10-17 16:00:00,Long,1.28117,,Win,6,1.0
2019-10-21 16:00:00,Long,1.29914,,Loss,6,1.0
2019-11-07 16:00:00,Short,1.28318,1.0,Win,6,
2019-11-11 16:00:00,Long,1.28823,,Loss,6,1.0
2019-11-22 16:00:00,Short,1.28461,1.0,Win,6,
2019-11-27 16:00:00,Long,1.28725,,Win,6,1.0
2019-12-04 16:00:00,Long,1.30909,,Win,6,1.0
2019-12-11 16:00:00,Long,1.31818,,Win,6,1.0
2019-12-12 16:00:00,Short,1.3149,1.0,Loss,6,
2019-12-13 16:00:00,Short,1.33293,1.0,Loss,6,
2019-12-17 16:00:00,Short,1.31594,1.0,Win,6,
2019-12-23 16:00:00,Short,1.29342,1.0,Loss,6,
2019-12-31 16:00:00,Long,1.32139,,Win,6,1.0
2020-01-06 16:00:00,Long,1.31363,,Win,6,1.0
2020-01-09 16:00:00,Short,1.30492,1.0,Loss,6,
2020-01-21 16:00:00,Long,1.30608,,Loss,6,1.0
2020-01-22 16:00:00,Long,1.31274,,Win,6,1.0
2020-01-30 16:00:00,Long,1.30806,,Win,6,1.0
2020-02-03 16:00:00,Short,1.30275,1.0,Win,6,
2020-02-04 16:00:00,Long,1.30216,,Win,6,1.0
2020-02-10 16:00:00,Long,1.294,,Loss,6,1.0
2020-02-21 16:00:00,Long,1.29448,,Win,6,1.0
2020-02-24 16:00:00,Short,1.29203,1.0,Loss,6,
2020-02-26 16:00:00,Short,1.29238,1.0,Win,6,
2020-03-09 16:00:00,Short,1.31352,1.0,Win,6,
2020-03-12 16:00:00,Short,1.26248,1.0,Win,6,
2020-03-17 16:00:00,Short,1.20459,1.0,Loss,6,
2020-03-18 16:00:00,Short,1.17859,1.0,Win,6,
2020-03-19 16:00:00,Long,1.1712,,Loss,6,1.0
2020-04-15 16:00:00,Short,1.24475,1.0,Loss,6,
2020-04-21 16:00:00,Short,1.22769,1.0,Loss,6,
2020-04-22 16:00:00,Long,1.23676,,Loss,6,1.0
2020-04-28 16:00:00,Long,1.2482,,Loss,6,1.0
2020-04-29 16:00:00,Short,1.24243,1.0,Loss,6,
2020-05-11 16:00:00,Short,1.22986,1.0,Loss,6,
2020-05-26 16:00:00,Long,1.23436,,Loss,6,1.0
2020-06-19 16:00:00,Short,1.24042,1.0,Win,6,
2020-07-13 16:00:00,Short,1.26038,1.0,Win,6,
2020-07-15 16:00:00,Long,1.26352,,Loss,6,1.0
2020-07-20 16:00:00,Long,1.26248,,Win,6,1.0
2020-07-30 16:00:00,Long,1.30307,,Win,6,1.0
2020-08-03 16:00:00,Short,1.30228,1.0,Loss,6,
2020-08-05 16:00:00,Long,1.31409,,Loss,6,1.0
2020-08-20 16:00:00,Long,1.31016,,Win,6,1.0
2020-08-21 16:00:00,Short,1.31077,1.0,Win,6,
2020-09-08 16:00:00,Short,1.30376,1.0,Win,6,
2020-09-09 16:00:00,Short,1.29436,1.0,Loss,6,
2020-09-16 16:00:00,Long,1.29802,,Loss,6,1.0
2020-09-21 16:00:00,Short,1.28453,1.0,Win,6,
2020-09-28 16:00:00,Long,1.28682,,Loss,6,1.0
2020-10-02 16:00:00,Long,1.29283,,Win,6,1.0
2020-10-14 16:00:00,Long,1.30284,,Loss,6,1.0
2020-10-15 16:00:00,Short,1.29245,1.0,Win,6,
2020-10-19 16:00:00,Long,1.29921,,Loss,6,1.0
2020-10-21 16:00:00,Long,1.30943,,Win,6,1.0
2020-10-28 16:00:00,Short,1.29803,1.0,Loss,6,
2020-10-29 16:00:00,Short,1.29251,1.0,Win,6,
2020-11-05 16:00:00,Long,1.30871,,Win,6,1.0
2020-11-10 16:00:00,Long,1.32561,,Loss,6,1.0
2020-11-17 16:00:00,Long,1.32557,,Loss,6,1.0
2020-11-23 16:00:00,Long,1.33525,,Loss,6,1.0
2020-12-02 16:00:00,Short,1.33067,1.0,Loss,6,
2020-12-03 16:00:00,Long,1.34579,,Loss,6,1.0
2020-12-04 16:00:00,Long,1.35181,,Loss,6,1.0
2020-12-07 16:00:00,Short,1.3315,1.0,Loss,6,
2020-12-09 16:00:00,Long,1.34238,,Loss,6,1.0
2020-12-11 16:00:00,Short,1.32051,1.0,Loss,6,
2021-01-06 16:00:00,Short,1.35784,1.0,Loss,6,
2021-01-15 16:00:00,Short,1.36,1.0,Win,6,
2021-01-26 16:00:00,Long,1.37241,,Win,6,1.0
2021-01-27 16:00:00,Short,1.36776,1.0,Loss,6,
2021-02-01 16:00:00,Short,1.36753,1.0,Win,6,
2021-02-04 16:00:00,Long,1.36729,,Win,6,1.0
2021-02-18 16:00:00,Long,1.39564,,Win,6,1.0
2021-02-19 16:00:00,Long,1.40196,,Loss,6,1.0
2021-02-22 16:00:00,Long,1.4047,,Win,6,1.0
2021-02-24 16:00:00,Short,1.41168,1.0,Loss,6,
2021-03-18 16:00:00,Short,1.39263,1.0,Loss,6,
2021-03-19 16:00:00,Short,1.38531,1.0,Loss,6,
2021-03-23 16:00:00,Short,1.37954,1.0,Win,6,
2021-03-29 16:00:00,Long,1.38224,,Loss,6,1.0
2021-04-06 16:00:00,Short,1.384,1.0,Win,6,
2021-04-12 16:00:00,Long,1.37664,,Loss,6,1.0
2021-04-19 16:00:00,Long,1.39636,,Win,6,1.0
2021-05-03 16:00:00,Long,1.38779,,Win,6,1.0
2021-05-10 16:00:00,Long,1.41469,,Loss,6,1.0
2021-05-27 16:00:00,Long,1.4157,,Win,6,1.0
2021-06-01 16:00:00,Short,1.41593,1.0,Loss,6,
2021-06-04 16:00:00,Long,1.41784,,Loss,6,1.0
2021-06-15 16:00:00,Short,1.4068,1.0,Loss,6,
2021-06-17 16:00:00,Short,1.39274,1.0,Win,6,
2021-06-21 16:00:00,Long,1.38739,,Win,6,1.0
2021-07-12 16:00:00,Short,1.3846,1.0,Loss,6,
2021-07-22 16:00:00,Long,1.37683,,Win,6,1.0
2021-09-07 16:00:00,Short,1.378,1.0,Loss,6,
2021-09-09 16:00:00,Long,1.38366,,Win,6,1.0
2021-09-20 16:00:00,Short,1.36703,1.0,Win,6,
2021-09-23 16:00:00,Long,1.37242,,Win,6,1.0
2021-09-24 16:00:00,Short,1.36656,1.0,Win,6,
2021-09-28 16:00:00,Short,1.35449,1.0,Win,6,
2021-09-29 16:00:00,Short,1.34626,1.0,Win,6,
2021-10-01 16:00:00,Long,1.35424,,Win,6,1.0
2021-10-04 16:00:00,Long,1.36053,,Win,6,1.0
2021-10-14 16:00:00,Long,1.37158,,Loss,6,1.0
2021-10-15 16:00:00,Long,1.37336,,Win,6,1.0
2021-10-19 16:00:00,Long,1.38134,,Loss,6,1.0
2021-10-20 16:00:00,Short,1.37815,1.0,Loss,6,
2021-10-26 16:00:00,Long,1.38054,,Loss,6,1.0
2021-11-04 16:00:00,Short,1.35048,1.0,Win,6,
2021-11-05 16:00:00,Short,1.34641,1.0,Loss,6,
2021-11-08 16:00:00,Long,1.35522,,Win,6,1.0
2021-11-10 16:00:00,Short,1.35212,1.0,Win,6,
2021-11-19 16:00:00,Short,1.34517,1.0,Win,6,
2021-12-07 16:00:00,Short,1.32345,1.0,Loss,6,
2021-12-16 16:00:00,Long,1.33275,,Loss,6,1.0
2021-12-22 16:00:00,Long,1.33263,,Win,6,1.0
2021-12-23 16:00:00,Long,1.34075,,Win,6,1.0
2022-01-12 16:00:00,Long,1.36856,,Win,6,1.0
2022-01-18 16:00:00,Short,1.35894,1.0,Loss,6,
2022-01-19 16:00:00,Long,1.3643,,Loss,6,1.0
2022-01-24 16:00:00,Short,1.34756,1.0,Loss,6,
