Datetime_Kyiv,Direction,Entry_Price,Asian_Box_Long,Outcome,Hold_Bars,Asian_Box_Short
2022-06-23 12:00:00,Short,1.21992,,Loss,8,1.0
2022-06-27 12:00:00,Long,1.23166,1.0,Loss,8,
2022-07-04 12:00:00,Long,1.21219,1.0,Loss,8,
2022-07-05 12:00:00,Short,1.20438,,Win,8,1.0
2022-08-10 12:00:00,Long,1.20946,1.0,Win,8,
2022-10-31 11:00:00,Short,1.1564,,Win,8,1.0
2023-02-23 11:00:00,Short,1.203,,Win,8,1.0
2023-03-08 11:00:00,Long,1.18326,1.0,Loss,8,
2023-03-24 11:00:00,Short,1.22391,,Win,8,1.0
2023-06-12 12:00:00,Long,1.25908,1.0,Loss,8,
2023-06-14 12:00:00,Long,1.26341,1.0,Win,8,
2023-09-18 12:00:00,Short,1.23802,,Loss,8,1.0
2023-10-11 12:00:00,Short,1.22803,,Loss,8,1.0
2023-10-12 12:00:00,Short,1.22956,,Win,8,1.0
2023-10-23 12:00:00,Long,1.21615,1.0,Win,8,
2023-10-25 12:00:00,Short,1.2138,,Win,8,1.0
2023-11-09 11:00:00,Long,1.23,1.0,Loss,8,
2023-11-24 11:00:00,Long,1.25491,1.0,Win,8,
2023-12-21 11:00:00,Short,1.26309,,Loss,8,1.0
2023-12-26 11:00:00,Short,1.26902,,Loss,8,1.0
2023-12-27 11:00:00,Short,1.27198,,Loss,8,1.0
2024-02-08 11:00:00,Short,1.26302,,Win,8,1.0
2024-02-21 11:00:00,Short,1.26116,,Loss,8,1.0
2024-04-02 12:00:00,Long,1.25617,1.0,Win,8,
2024-04-03 12:00:00,Short,1.25768,,Loss,8,1.0
2024-04-10 12:00:00,Long,1.26941,1.0,Loss,8,
2024-05-06 12:00:00,Long,1.25809,1.0,Loss,8,
2024-05-08 12:00:00,Short,1.24749,,Loss,8,1.0
2024-05-20 12:00:00,Short,1.27048,,Loss,8,1.0
2024-06-07 12:00:00,Long,1.27882,1.0,Loss,8,
2024-07-03 12:00:00,Long,1.26954,1.0,Win,8,
2024-07-15 12:00:00,Long,1.29888,1.0,Loss,8,
2024-08-21 12:00:00,Short,1.30125,,Loss,8,1.0
2024-08-22 12:00:00,Long,1.31135,1.0,Loss,8,
2024-08-30 12:00:00,Long,1.31825,1.0,Loss,8,
2024-09-17 12:00:00,Long,1.32277,1.0,Loss,8,
2024-09-23 12:00:00,Short,1.32713,,Loss,8,1.0
2024-09-30 12:00:00,Long,1.34175,1.0,Loss,8,
2024-10-10 12:00:00,Long,1.30737,1.0,Loss,8,
2024-11-01 11:00:00,Long,1.29096,1.0,Win,8,
2024-11-08 11:00:00,Short,1.29598,,Win,8,1.0
2024-11-19 11:00:00,Short,1.26271,,Loss,8,1.0
2024-12-30 11:00:00,Short,1.25769,,Win,8,1.0
2025-02-07 11:00:00,Long,1.2459,1.0,Loss,8,
2025-02-14 11:00:00,Long,1.25872,1.0,Win,8,
2025-02-20 11:00:00,Long,1.26137,1.0,Win,8,
2025-03-18 11:00:00,Long,1.30012,1.0,Win,8,
2025-04-24 12:00:00,Long,1.33013,1.0,Win,8,
2025-07-01 12:00:00,Long,1.37733,1.0,Loss,8,
2025-07-15 12:00:00,Long,1.34461,1.0,Loss,8,
2025-07-23 12:00:00,Long,1.35416,1.0,Win,8,
2025-09-25 12:00:00,Short,1.34522,,Win,8,1.0
2025-11-03 11:00:00,Short,1.31251,,Loss,8,1.0
2025-12-09 11:00:00,Long,1.33465,1.0,Loss,8,
2025-12-18 11:00:00,Short,1.33485,,Loss,8,1.0
2025-12-31 11:00:00,Short,1.3437,,Loss,8,1.0
2026-02-16 11:00:00,Long,1.36444,1.0,Loss,8,
