Datetime_Kyiv,Direction,Entry_Price,Thursday_Trend_Short,Outcome,Hold_Bars,Thursday_Trend_Long
2015-06-11 11:00:00,Long,1.54487,,Win,8,1.0
2015-06-18 11:00:00,Long,1.58867,,Loss,8,1.0
2015-06-25 11:00:00,Short,1.57066,1.0,Loss,8,
2015-07-02 11:00:00,Short,1.55895,1.0,Loss,8,
2015-07-09 11:00:00,Short,1.53843,1.0,Win,8,
2015-07-16 11:00:00,Long,1.56183,,Loss,8,1.0
2015-07-30 11:00:00,Long,1.56045,,Loss,8,1.0
2015-08-13 11:00:00,Long,1.56157,,Loss,8,1.0
2015-08-27 11:00:00,Short,1.54814,1.0,Win,8,
2015-09-03 11:00:00,Short,1.52629,1.0,Win,8,
2015-09-10 11:00:00,Long,1.53619,,Win,8,1.0
2015-09-17 11:00:00,Long,1.55178,,Loss,8,1.0
2015-09-24 11:00:00,Short,1.52626,1.0,Win,8,
2015-10-01 11:00:00,Short,1.5126,1.0,Loss,8,
2015-10-08 11:00:00,Long,1.53263,,Loss,8,1.0
2015-10-15 11:00:00,Long,1.54608,,Win,8,1.0
2015-11-05 10:00:00,Short,1.5387,1.0,Win,8,
2015-11-12 10:00:00,Long,1.51869,,Win,8,1.0
2015-11-26 10:00:00,Short,1.5083,1.0,Loss,8,
2015-12-03 10:00:00,Short,1.49238,1.0,Loss,8,
2015-12-10 10:00:00,Long,1.51734,,Win,8,1.0
2015-12-17 10:00:00,Short,1.49406,1.0,Win,8,
2015-12-31 10:00:00,Short,1.48286,1.0,Win,8,
2016-01-07 10:00:00,Short,1.45836,1.0,Win,8,
2016-01-14 10:00:00,Short,1.44094,1.0,Win,8,
2016-01-21 10:00:00,Short,1.41651,1.0,Loss,8,
2016-02-04 10:00:00,Long,1.46328,,Loss,8,1.0
2016-02-18 10:00:00,Short,1.42736,1.0,Loss,8,
2016-02-25 10:00:00,Short,1.39331,1.0,Win,8,
2016-03-03 10:00:00,Long,1.40588,,Win,8,1.0
2016-03-17 10:00:00,Short,1.42547,1.0,Loss,8,
2016-03-24 10:00:00,Short,1.40831,1.0,Loss,8,
2016-03-31 11:00:00,Long,1.43446,,Win,8,1.0
2016-04-07 11:00:00,Short,1.40834,1.0,Win,8,
2016-04-14 11:00:00,Long,1.4125,,Win,8,1.0
2016-04-21 11:00:00,Long,1.43329,,Win,8,1.0
2016-04-28 11:00:00,Long,1.45952,,Loss,8,1.0
2016-05-05 11:00:00,Short,1.44789,1.0,Loss,8,
2016-05-19 11:00:00,Long,1.45851,,Win,8,1.0
2016-05-26 11:00:00,Long,1.4716,,Loss,8,1.0
2016-06-02 11:00:00,Short,1.44386,1.0,Win,8,
2016-06-23 11:00:00,Long,1.4745,,Win,8,1.0
2016-07-07 11:00:00,Short,1.29662,1.0,Win,8,
2016-07-14 11:00:00,Long,1.32095,,Win,8,1.0
2016-08-04 11:00:00,Long,1.32831,,Loss,8,1.0
2016-08-18 11:00:00,Long,1.3067,,Win,8,1.0
2016-08-25 11:00:00,Long,1.3214,,Loss,8,1.0
2016-10-06 11:00:00,Short,1.27098,1.0,Win,8,
2016-10-13 11:00:00,Short,1.21689,1.0,Loss,8,
2016-10-20 11:00:00,Long,1.22789,,Loss,8,1.0
2016-11-03 10:00:00,Long,1.23516,,Win,8,1.0
2016-11-10 10:00:00,Short,1.24396,1.0,Loss,8,
2016-11-17 10:00:00,Short,1.24778,1.0,Win,8,
2016-11-24 10:00:00,Long,1.24191,,Win,8,1.0
2016-12-22 10:00:00,Short,1.23351,1.0,Win,8,
2016-12-29 10:00:00,Short,1.22576,1.0,Win,8,
2017-01-19 10:00:00,Long,1.23109,,Win,8,1.0
2017-01-26 10:00:00,Long,1.26603,,Loss,8,1.0
2017-03-02 10:00:00,Short,1.22841,1.0,Win,8,
2017-03-09 10:00:00,Short,1.21564,1.0,Loss,8,
2017-03-16 10:00:00,Long,1.22724,,Win,8,1.0
2017-03-23 10:00:00,Long,1.24771,,Win,8,1.0
2017-03-30 11:00:00,Short,1.24156,1.0,Loss,8,
2017-04-06 11:00:00,Short,1.2486,1.0,Win,8,
2017-04-13 11:00:00,Long,1.25553,,Loss,8,1.0
2017-04-20 11:00:00,Long,1.28202,,Win,8,1.0
2017-05-04 11:00:00,Short,1.28756,1.0,Loss,8,
2017-05-11 11:00:00,Short,1.29335,1.0,Win,8,
2017-05-18 11:00:00,Long,1.29542,,Win,8,1.0
2017-05-25 11:00:00,Short,1.29875,1.0,Win,8,
2017-06-01 11:00:00,Long,1.28733,,Win,8,1.0
2017-06-08 11:00:00,Long,1.29706,,Loss,8,1.0
2017-06-22 11:00:00,Short,1.26586,1.0,Win,8,
2017-06-29 11:00:00,Long,1.29773,,Win,8,1.0
2017-07-06 11:00:00,Short,1.29243,1.0,Loss,8,
2017-07-20 11:00:00,Short,1.29986,1.0,Win,8,
2017-07-27 11:00:00,Long,1.31355,,Loss,8,1.0
2017-08-03 11:00:00,Long,1.32251,,Loss,8,1.0
2017-08-17 11:00:00,Short,1.28891,1.0,Win,8,
2017-08-24 11:00:00,Short,1.2798,1.0,Loss,8,
2017-09-07 11:00:00,Long,1.30456,,Win,8,1.0
2017-09-21 11:00:00,Short,1.34965,1.0,Loss,8,
2017-09-28 11:00:00,Short,1.33883,1.0,Loss,8,
2017-10-05 11:00:00,Short,1.31858,1.0,Win,8,
2017-10-12 11:00:00,Long,1.32547,,Loss,8,1.0
2017-10-19 11:00:00,Short,1.31898,1.0,Win,8,
2017-10-26 11:00:00,Long,1.3232,,Loss,8,1.0
2017-11-02 10:00:00,Long,1.32621,,Loss,8,1.0
2017-11-16 10:00:00,Long,1.31666,,Win,8,1.0
2017-11-23 10:00:00,Long,1.33101,,Loss,8,1.0
2017-11-30 10:00:00,Long,1.34561,,Win,8,1.0
2017-12-07 10:00:00,Short,1.33754,1.0,Loss,8,
2017-12-21 10:00:00,Long,1.33615,,Win,8,1.0
2017-12-28 10:00:00,Long,1.34529,,Loss,8,1.0
2018-01-11 10:00:00,Short,1.34774,1.0,Loss,8,
2018-01-18 10:00:00,Long,1.38224,,Win,8,1.0
2018-01-25 10:00:00,Long,1.42463,,Win,8,1.0
2018-02-08 10:00:00,Short,1.38486,1.0,Loss,8,
2018-02-15 10:00:00,Long,1.40483,,Win,8,1.0
2018-02-22 10:00:00,Short,1.38963,1.0,Loss,8,
2018-03-01 10:00:00,Short,1.3767,1.0,Win,8,
2018-03-08 10:00:00,Long,1.38846,,Loss,8,1.0
2018-03-15 10:00:00,Long,1.3976,,Loss,8,1.0
2018-03-22 10:00:00,Long,1.41635,,Loss,8,1.0
2018-03-29 11:00:00,Short,1.40487,1.0,Win,8,
2018-04-05 11:00:00,Long,1.40539,,Loss,8,1.0
2018-04-12 11:00:00,Long,1.41822,,Win,8,1.0
2018-04-26 11:00:00,Short,1.39081,1.0,Loss,8,
2018-05-03 11:00:00,Short,1.36157,1.0,Win,8,
2018-05-24 11:00:00,Short,1.33614,1.0,Loss,8,
2018-06-07 11:00:00,Long,1.34681,,Loss,8,1.0
2018-06-21 11:00:00,Short,1.31466,1.0,Loss,8,
2018-06-28 11:00:00,Short,1.30846,1.0,Loss,8,
2018-07-12 11:00:00,Short,1.32144,1.0,Loss,8,
2018-07-19 11:00:00,Short,1.30198,1.0,Win,8,
2018-08-09 11:00:00,Short,1.28489,1.0,Loss,8,
2018-08-16 11:00:00,Short,1.27103,1.0,Loss,8,
2018-08-23 11:00:00,Long,1.28775,,Loss,8,1.0
2018-08-30 11:00:00,Long,1.30253,,Loss,8,1.0
2018-09-13 11:00:00,Long,1.30371,,Win,8,1.0
2018-09-20 11:00:00,Long,1.31763,,Win,8,1.0
2018-09-27 11:00:00,Long,1.31105,,Loss,8,1.0
2018-10-04 11:00:00,Short,1.29678,1.0,Loss,8,
2018-10-11 11:00:00,Long,1.31856,,Win,8,1.0
2018-10-25 11:00:00,Short,1.29012,1.0,Win,8,
2018-11-01 10:00:00,Short,1.28823,1.0,Loss,8,
2018-11-08 10:00:00,Long,1.31331,,Loss,8,1.0
2018-12-13 10:00:00,Short,1.26756,1.0,Win,8,
2019-01-03 10:00:00,Short,1.25674,1.0,Loss,8,
2019-01-10 10:00:00,Long,1.27489,,Win,8,1.0
2019-01-24 10:00:00,Long,1.3044,,Loss,8,1.0
2019-01-31 10:00:00,Short,1.31257,1.0,Loss,8,
2019-02-07 10:00:00,Short,1.29101,1.0,Loss,8,
2019-02-14 10:00:00,Short,1.28242,1.0,Win,8,
2019-02-21 10:00:00,Long,1.30841,,Loss,8,1.0
2019-02-28 10:00:00,Long,1.33037,,Loss,8,1.0
2019-03-07 10:00:00,Short,1.3169,1.0,Win,8,
2019-03-14 10:00:00,Long,1.33067,,Loss,8,1.0
2019-03-21 10:00:00,Short,1.31615,1.0,Win,8,
2019-04-04 11:00:00,Long,1.31867,,Loss,8,1.0
2019-04-25 11:00:00,Short,1.28972,1.0,Loss,8,
2019-05-02 11:00:00,Long,1.30774,,Loss,8,1.0
2019-05-09 11:00:00,Short,1.30047,1.0,Loss,8,
2019-05-16 11:00:00,Short,1.28299,1.0,Win,8,
2019-05-23 11:00:00,Short,1.26124,1.0,Loss,8,
2019-05-30 11:00:00,Short,1.26216,1.0,Win,8,
2019-06-06 11:00:00,Long,1.26836,,Win,8,1.0
2019-06-20 11:00:00,Long,1.27226,,Loss,8,1.0
2019-06-27 11:00:00,Short,1.26842,1.0,Win,8,
2019-07-04 11:00:00,Short,1.25777,1.0,Loss,8,
2019-07-18 11:00:00,Short,1.24656,1.0,Loss,8,
2019-08-01 11:00:00,Short,1.21091,1.0,Loss,8,
2019-08-29 11:00:00,Short,1.21925,1.0,Loss,8,
2019-09-05 11:00:00,Long,1.2252,,Win,8,1.0
2019-09-26 11:00:00,Short,1.23447,1.0,Win,8,
2019-10-10 11:00:00,Short,1.2237,1.0,Loss,8,
2019-10-17 11:00:00,Long,1.27816,,Win,8,1.0
2019-11-07 10:00:00,Short,1.28694,1.0,Win,8,
2019-11-14 10:00:00,Long,1.28422,,Win,8,1.0
2019-11-28 10:00:00,Long,1.29371,,Loss,8,1.0
2019-12-05 10:00:00,Long,1.31346,,Win,8,1.0
2019-12-12 10:00:00,Long,1.32083,,Loss,8,1.0
2019-12-19 10:00:00,Short,1.31001,1.0,Win,8,
2020-01-02 10:00:00,Long,1.32219,,Loss,8,1.0
2020-01-23 10:00:00,Long,1.31264,,Loss,8,1.0
2020-01-30 10:00:00,Short,1.29915,1.0,Loss,8,
2020-02-06 10:00:00,Short,1.29855,1.0,Win,8,
2020-02-13 10:00:00,Long,1.29622,,Win,8,1.0
2020-02-20 10:00:00,Short,1.29011,1.0,Win,8,
2020-02-27 10:00:00,Short,1.29316,1.0,Win,8,
2020-03-05 10:00:00,Long,1.28923,,Win,8,1.0
2020-03-12 10:00:00,Short,1.27724,1.0,Win,8,
2020-03-19 10:00:00,Short,1.15387,1.0,Loss,8,
2020-03-26 10:00:00,Long,1.19209,,Win,8,1.0
2020-04-09 11:00:00,Long,1.24029,,Win,8,1.0
2020-04-23 11:00:00,Short,1.23179,1.0,Loss,8,
2020-04-30 11:00:00,Long,1.24667,,Win,8,1.0
2020-05-07 11:00:00,Short,1.2374,1.0,Win,8,
2020-05-14 11:00:00,Short,1.21905,1.0,Loss,8,
2020-05-21 11:00:00,Long,1.21912,,Win,8,1.0
2020-05-28 11:00:00,Long,1.22581,,Win,8,1.0
2020-06-04 11:00:00,Long,1.25051,,Win,8,1.0
2020-07-02 11:00:00,Long,1.25031,,Loss,8,1.0
2020-07-09 11:00:00,Long,1.26302,,Loss,8,1.0
2020-07-23 11:00:00,Long,1.2728,,Win,8,1.0
2020-07-30 11:00:00,Long,1.29849,,Win,8,1.0
2020-08-27 11:00:00,Long,1.32184,,Win,8,1.0
2020-09-10 11:00:00,Short,1.29973,1.0,Win,8,
2020-09-17 11:00:00,Long,1.29445,,Win,8,1.0
2020-09-24 11:00:00,Short,1.27307,1.0,Loss,8,
2020-10-01 11:00:00,Long,1.28902,,Win,8,1.0
2020-10-22 11:00:00,Long,1.31401,,Loss,8,1.0
2020-10-29 10:00:00,Short,1.29919,1.0,Win,8,
2020-11-26 10:00:00,Long,1.33581,,Loss,8,1.0
2020-12-17 10:00:00,Long,1.35816,,Win,8,1.0
2020-12-24 10:00:00,Long,1.35947,,Loss,8,1.0
2021-01-14 10:00:00,Long,1.3659,,Win,8,1.0
2021-01-21 10:00:00,Long,1.37293,,Loss,8,1.0
2021-02-11 10:00:00,Long,1.38172,,Win,8,1.0
2021-02-25 10:00:00,Long,1.41671,,Loss,8,1.0
2021-03-11 10:00:00,Long,1.39462,,Win,8,1.0
2021-03-25 10:00:00,Short,1.3683,1.0,Loss,8,
2021-04-08 11:00:00,Short,1.37638,1.0,Win,8,
2021-04-15 11:00:00,Long,1.3793,,Loss,8,1.0
2021-04-22 11:00:00,Long,1.39258,,Loss,8,1.0
2021-04-29 11:00:00,Long,1.39624,,Loss,8,1.0
2021-05-06 11:00:00,Long,1.3903,,Loss,8,1.0
2021-06-10 11:00:00,Short,1.40875,1.0,Loss,8,
2021-06-17 11:00:00,Short,1.39742,1.0,Win,8,
2021-06-24 11:00:00,Long,1.3956,,Loss,8,1.0
2021-07-01 11:00:00,Short,1.38193,1.0,Win,8,
2021-07-29 11:00:00,Long,1.39383,,Win,8,1.0
2021-08-19 11:00:00,Short,1.36967,1.0,Win,8,
2021-08-26 11:00:00,Long,1.37473,,Loss,8,1.0
2021-09-09 11:00:00,Short,1.37866,1.0,Loss,8,
2021-09-23 11:00:00,Short,1.36558,1.0,Loss,8,
2021-09-30 11:00:00,Short,1.34424,1.0,Loss,8,
2021-10-14 11:00:00,Long,1.36969,,Loss,8,1.0
2021-10-21 11:00:00,Long,1.38154,,Loss,8,1.0
2021-11-11 10:00:00,Short,1.33925,1.0,Win,8,
2021-11-18 10:00:00,Long,1.34968,,Loss,8,1.0
2021-11-25 10:00:00,Short,1.33383,1.0,Win,8,
2021-12-02 10:00:00,Short,1.3307,1.0,Loss,8,
2021-12-23 10:00:00,Long,1.338,,Win,8,1.0
2021-12-30 10:00:00,Long,1.34558,,Win,8,1.0
2022-01-13 10:00:00,Long,1.37337,,Loss,8,1.0
2022-01-20 10:00:00,Short,1.36296,1.0,Loss,8,
2022-01-27 10:00:00,Short,1.34309,1.0,Win,8,
2022-02-03 10:00:00,Long,1.35573,,Win,8,1.0
2022-02-24 10:00:00,Short,1.34579,1.0,Win,8,
2022-03-17 10:00:00,Long,1.3181,,Loss,8,1.0
2022-04-14 11:00:00,Long,1.31312,,Loss,8,1.0
2022-04-28 11:00:00,Short,1.25558,1.0,Win,8,
2022-05-12 11:00:00,Short,1.22002,1.0,Win,8,
2022-05-19 11:00:00,Long,1.23834,,Win,8,1.0
2022-05-26 11:00:00,Long,1.25862,,Loss,8,1.0
2022-06-02 11:00:00,Short,1.2528,1.0,Loss,8,
2022-06-16 11:00:00,Short,1.20901,1.0,Loss,8,
2022-06-30 11:00:00,Short,1.21305,1.0,Loss,8,
2022-07-07 11:00:00,Short,1.19379,1.0,Loss,8,
2022-07-14 11:00:00,Short,1.18639,1.0,Win,8,
2022-07-21 11:00:00,Long,1.19415,,Win,8,1.0
2022-07-28 11:00:00,Long,1.2183,,Loss,8,1.0
2022-08-11 11:00:00,Long,1.22248,,Win,8,1.0
2022-08-18 11:00:00,Short,1.20258,1.0,Win,8,
2022-09-01 11:00:00,Short,1.1604,1.0,Win,8,
2022-09-22 11:00:00,Short,1.12723,1.0,Win,8,
2022-10-06 11:00:00,Long,1.13274,,Loss,8,1.0
2022-10-27 11:00:00,Long,1.15921,,Loss,8,1.0
2022-11-03 10:00:00,Short,1.12572,1.0,Win,8,
2022-11-17 10:00:00,Long,1.19253,,Loss,8,1.0
2022-11-24 10:00:00,Long,1.2065,,Win,8,1.0
2022-12-08 10:00:00,Short,1.21825,1.0,Loss,8,
2022-12-15 10:00:00,Long,1.2316,,Loss,8,1.0
2022-12-22 10:00:00,Short,1.21152,1.0,Win,8,
2023-01-19 10:00:00,Long,1.23293,,Win,8,1.0
2023-03-02 10:00:00,Long,1.19903,,Loss,8,1.0
2023-03-09 10:00:00,Short,1.18658,1.0,Loss,8,
2023-03-23 10:00:00,Long,1.23205,,Win,8,1.0
2023-03-30 11:00:00,Long,1.23506,,Win,8,1.0
2023-04-06 11:00:00,Long,1.24684,,Loss,8,1.0
2023-04-13 11:00:00,Long,1.24954,,Win,8,1.0
2023-05-25 11:00:00,Short,1.23538,1.0,Win,8,
2023-06-01 11:00:00,Long,1.24077,,Win,8,1.0
2023-06-15 11:00:00,Long,1.26545,,Win,8,1.0
2023-06-22 11:00:00,Short,1.27651,1.0,Win,8,
2023-06-29 11:00:00,Short,1.26454,1.0,Win,8,
2023-07-13 11:00:00,Long,1.30263,,Win,8,1.0
2023-07-20 11:00:00,Short,1.291,1.0,Win,8,
2023-07-27 11:00:00,Long,1.29828,,Loss,8,1.0
2023-08-03 11:00:00,Short,1.26877,1.0,Loss,8,
2023-08-31 11:00:00,Long,1.27087,,Loss,8,1.0
2023-09-07 11:00:00,Short,1.24725,1.0,Loss,8,
2023-09-21 11:00:00,Short,1.23129,1.0,Win,8,
2023-09-28 11:00:00,Short,1.21527,1.0,Loss,8,
2023-10-05 11:00:00,Short,1.21309,1.0,Loss,8,
2023-10-12 11:00:00,Long,1.22949,,Loss,8,1.0
2023-10-26 11:00:00,Short,1.20888,1.0,Loss,8,
2023-11-02 10:00:00,Long,1.21634,,Win,8,1.0
2023-11-09 10:00:00,Short,1.22945,1.0,Win,8,
2023-11-16 10:00:00,Long,1.23969,,Win,8,1.0
2023-11-30 10:00:00,Long,1.26645,,Loss,8,1.0
2023-12-07 10:00:00,Short,1.25694,1.0,Loss,8,
2023-12-14 10:00:00,Long,1.26389,,Win,8,1.0
2023-12-28 10:00:00,Long,1.28043,,Loss,8,1.0
2024-01-04 10:00:00,Short,1.27011,1.0,Win,8,
2024-01-18 10:00:00,Short,1.2688,1.0,Win,8,
2024-02-15 10:00:00,Short,1.25519,1.0,Loss,8,
2024-03-07 10:00:00,Long,1.27368,,Win,8,1.0
2024-03-14 10:00:00,Short,1.2807,1.0,Win,8,
2024-03-21 10:00:00,Long,1.27651,,Loss,8,1.0
2024-04-11 11:00:00,Short,1.25606,1.0,Win,8,
2024-04-25 11:00:00,Long,1.25058,,Loss,8,1.0
2024-05-09 11:00:00,Short,1.24769,1.0,Loss,8,
2024-05-16 11:00:00,Long,1.26797,,Loss,8,1.0
2024-05-30 11:00:00,Short,1.27082,1.0,Loss,8,
2024-06-06 11:00:00,Long,1.27917,,Loss,8,1.0
2024-06-13 11:00:00,Long,1.27881,,Loss,8,1.0
2024-07-04 11:00:00,Long,1.27532,,Win,8,1.0
2024-07-11 11:00:00,Long,1.28658,,Win,8,1.0
2024-07-18 11:00:00,Long,1.29995,,Loss,8,1.0
2024-07-25 11:00:00,Short,1.2893,1.0,Win,8,
2024-08-08 11:00:00,Short,1.27002,1.0,Loss,8,
2024-08-15 11:00:00,Long,1.28504,,Win,8,1.0
2024-08-22 11:00:00,Long,1.30974,,Loss,8,1.0
2024-09-12 11:00:00,Short,1.30387,1.0,Loss,8,
2024-09-19 11:00:00,Long,1.32467,,Win,8,1.0
2024-10-03 11:00:00,Short,1.31542,1.0,Win,8,
2024-10-10 11:00:00,Short,1.3083,1.0,Win,8,
2024-10-17 11:00:00,Short,1.29837,1.0,Loss,8,
2024-10-24 11:00:00,Short,1.29618,1.0,Loss,8,
2024-11-07 10:00:00,Short,1.29265,1.0,Loss,8,
2024-11-14 10:00:00,Short,1.26692,1.0,Loss,8,
2024-11-28 10:00:00,Long,1.26495,,Win,8,1.0
2024-12-19 10:00:00,Short,1.26476,1.0,Win,8,
2025-01-02 10:00:00,Short,1.24977,1.0,Win,8,
2025-01-09 10:00:00,Short,1.22874,1.0,Loss,8,
2025-01-23 10:00:00,Long,1.22959,,Win,8,1.0
2025-02-06 10:00:00,Long,1.24463,,Loss,8,1.0
2025-02-13 10:00:00,Long,1.24756,,Win,8,1.0
2025-03-06 10:00:00,Long,1.28947,,Loss,8,1.0
2025-03-20 10:00:00,Long,1.29717,,Loss,8,1.0
2025-03-27 10:00:00,Short,1.29232,1.0,Loss,8,
2025-04-03 11:00:00,Long,1.31363,,Loss,8,1.0
2025-04-17 11:00:00,Long,1.32422,,Win,8,1.0
2025-05-22 11:00:00,Long,1.34323,,Loss,8,1.0
2025-05-29 11:00:00,Short,1.34644,1.0,Loss,8,
2025-06-05 11:00:00,Long,1.35599,,Win,8,1.0
2025-06-19 11:00:00,Short,1.3402,1.0,Loss,8,
2025-06-26 11:00:00,Long,1.37363,,Win,8,1.0
2025-07-03 11:00:00,Short,1.36547,1.0,Win,8,
2025-07-10 11:00:00,Short,1.36119,1.0,Win,8,
2025-07-17 11:00:00,Short,1.3383,1.0,Loss,8,
2025-07-24 11:00:00,Long,1.356,,Loss,8,1.0
2025-07-31 11:00:00,Short,1.32588,1.0,Win,8,
2025-08-07 11:00:00,Long,1.33741,,Win,8,1.0
2025-08-14 11:00:00,Long,1.35728,,Loss,8,1.0
2025-08-21 11:00:00,Short,1.34555,1.0,Win,8,
2025-09-04 11:00:00,Short,1.3427,1.0,Loss,8,
2025-09-11 11:00:00,Long,1.35154,,Win,8,1.0
2025-09-18 11:00:00,Long,1.36327,,Loss,8,1.0
2025-10-02 11:00:00,Long,1.34941,,Loss,8,1.0
2025-10-16 11:00:00,Long,1.34264,,Loss,8,1.0
2025-10-23 11:00:00,Short,1.33507,1.0,Win,8,
2025-10-30 10:00:00,Short,1.32072,1.0,Win,8,
2025-11-06 10:00:00,Short,1.30846,1.0,Loss,8,
2025-11-20 10:00:00,Short,1.3065,1.0,Loss,8,
2025-11-27 10:00:00,Long,1.32229,,Win,8,1.0
2025-12-04 10:00:00,Long,1.33427,,Win,8,1.0
2025-12-11 10:00:00,Long,1.33665,,Win,8,1.0
2025-12-25 10:00:00,Long,1.35049,,Loss,8,1.0
2026-01-15 10:00:00,Long,1.34382,,Loss,8,1.0
2026-01-29 10:00:00,Long,1.38206,,Loss,8,1.0
2026-02-19 10:00:00,Short,1.35054,1.0,Win,8,
