Datetime_Kyiv,Direction,Entry_Price,First_LDN_PDH_Short,HTF_Bullish_Prob,Outcome,Hold_Bars,First_LDN_PDL_Long
2024-11-20 11:00:00,Short,1.2669,1.0,25.0,Win,8,
2024-11-25 10:00:00,Short,1.25608,1.0,0.0,Win,8,
2024-12-04 10:00:00,Short,1.26716,1.0,41.6,Loss,8,
2024-12-12 11:00:00,Short,1.27588,1.0,24.6,Win,8,
2024-12-16 13:00:00,Short,1.2648,1.0,25.0,Loss,8,
2025-01-07 13:00:00,Short,1.25394,1.0,25.0,Win,8,
2025-01-20 10:00:00,Short,1.21932,1.0,0.0,Loss,8,
2025-01-23 12:00:00,Long,1.232,,58.9,Win,8,1.0
2025-01-27 12:00:00,Long,1.24951,,61.6,Loss,8,1.0
2025-01-31 13:00:00,Long,1.24088,,62.0,Loss,8,1.0
2025-02-12 12:00:00,Short,1.24413,1.0,0.0,Loss,8,
2025-02-24 13:00:00,Long,1.26394,,90.7,Loss,8,1.0
2025-02-25 12:00:00,Long,1.26256,,61.4,Win,8,1.0
2025-03-10 12:00:00,Long,1.29206,,86.3,Loss,8,1.0
2025-03-14 11:00:00,Long,1.29278,,88.7,Win,8,1.0
2025-03-20 14:00:00,Long,1.29511,,84.3,Win,8,1.0
2025-03-24 14:00:00,Short,1.29434,1.0,5.0,Win,8,
2025-03-31 13:00:00,Short,1.29278,1.0,25.0,Win,8,
2025-04-07 13:00:00,Short,1.28364,1.0,8.1,Win,8,
2025-04-09 12:00:00,Short,1.28249,1.0,25.0,Win,8,
2025-04-17 12:00:00,Long,1.32394,,73.2,Win,8,1.0
2025-04-28 11:00:00,Short,1.33054,1.0,43.2,Loss,8,
2025-05-05 11:00:00,Short,1.32804,1.0,0.0,Loss,8,
2025-05-12 12:00:00,Short,1.3194,1.0,25.0,Win,8,
2025-05-16 12:00:00,Short,1.33043,1.0,25.0,Win,8,
2025-05-21 12:00:00,Short,1.33986,1.0,12.9,Loss,8,
2025-05-27 13:00:00,Long,1.35452,,93.2,Loss,8,1.0
2025-05-28 11:00:00,Long,1.3498,,69.5,Loss,8,1.0
2025-06-02 13:00:00,Short,1.35408,1.0,40.8,Win,8,
2025-06-12 11:00:00,Short,1.35426,1.0,31.4,Loss,8,
2025-06-13 12:00:00,Long,1.35589,,57.1,Win,8,1.0
2025-06-16 13:00:00,Short,1.35853,1.0,1.5,Loss,8,
2025-06-20 11:00:00,Short,1.34761,1.0,0.0,Win,8,
2025-07-21 14:00:00,Short,1.34579,1.0,25.0,Loss,8,
2025-08-04 12:00:00,Short,1.32775,1.0,25.0,Loss,8,
2025-08-19 12:00:00,Long,1.35195,,64.3,Loss,8,1.0
2025-08-25 12:00:00,Short,1.35031,1.0,25.0,Win,8,
2025-08-28 12:00:00,Short,1.34985,1.0,0.0,Loss,8,
2025-09-18 12:00:00,Long,1.36392,,91.1,Loss,8,1.0
2025-09-23 14:00:00,Short,1.35104,1.0,0.0,Loss,8,
2025-09-29 14:00:00,Short,1.34279,1.0,25.0,Loss,8,
2025-10-01 14:00:00,Short,1.34708,1.0,25.0,Loss,8,
2025-10-06 13:00:00,Short,1.3437,1.0,25.0,Loss,8,
2025-10-13 12:00:00,Short,1.33261,1.0,25.0,Loss,8,
2025-10-15 12:00:00,Short,1.33454,1.0,0.0,Loss,8,
2025-10-27 10:00:00,Short,1.33266,1.0,0.0,Loss,8,
2025-11-03 10:00:00,Short,1.31232,1.0,0.0,Loss,8,
2025-11-13 13:00:00,Short,1.31475,1.0,2.4,Loss,8,
2025-11-24 10:00:00,Short,1.30949,1.0,25.0,Loss,8,
2025-11-25 14:00:00,Short,1.31347,1.0,25.0,Loss,8,
2025-12-02 14:00:00,Long,1.32089,,83.9,Win,8,1.0
2025-12-08 10:00:00,Short,1.33271,1.0,37.0,Win,8,
2025-12-09 13:00:00,Short,1.33285,1.0,33.3,Win,8,
2025-12-26 12:00:00,Long,1.34881,,59.7,Win,8,1.0
2025-12-29 13:00:00,Long,1.34889,,84.7,Win,8,1.0
2025-12-30 10:00:00,Short,1.35087,1.0,34.5,Win,8,
2025-12-31 13:00:00,Long,1.34551,,55.1,Win,8,1.0
2026-01-06 11:00:00,Short,1.35356,1.0,25.0,Win,8,
2026-01-19 13:00:00,Short,1.34082,1.0,0.0,Loss,8,
2026-01-20 12:00:00,Short,1.34798,1.0,0.0,Win,8,
2026-01-23 14:00:00,Short,1.35282,1.0,25.9,Loss,8,
2026-01-26 12:00:00,Long,1.36707,,61.4,Win,8,1.0
2026-02-02 14:00:00,Short,1.3688,1.0,38.1,Win,8,
2026-02-04 12:00:00,Short,1.37158,1.0,44.8,Win,8,
2026-02-05 13:00:00,Long,1.36116,,55.5,Loss,8,1.0
2026-02-09 10:00:00,Short,1.36015,1.0,25.0,Loss,8,
2026-02-11 14:00:00,Short,1.36799,1.0,25.0,Win,8,
2026-02-16 13:00:00,Short,1.36442,1.0,0.0,Win,8,
2026-02-23 10:00:00,Short,1.35155,1.0,25.0,Win,8,
