Datetime_Kyiv,Direction,Entry_Price,Wed_Fakeout_Long,Outcome,Hold_Bars,Wed_Fakeout_Short
2015-02-04 23:00:00,Short,1.51792,,Loss,8,1.0
2015-02-11 16:00:00,Short,1.52506,,Win,8,1.0
2015-02-25 14:00:00,Short,1.54693,,Loss,8,1.0
2015-03-04 09:00:00,Long,1.53643,1.0,Loss,8,
2015-03-18 20:00:00,Long,1.47278,1.0,Win,8,
2015-03-25 03:00:00,Long,1.48591,1.0,Win,8,
2015-04-08 20:00:00,Short,1.49169,,Win,8,1.0
2015-04-29 05:00:00,Short,1.53388,,Loss,8,1.0
2015-05-06 11:00:00,Short,1.51844,,Loss,8,1.0
2015-05-13 13:00:00,Short,1.56578,,Loss,8,1.0
2015-06-03 10:00:00,Short,1.53542,,Win,8,1.0
2015-06-10 05:00:00,Short,1.53882,,Loss,8,1.0
2015-07-01 03:00:00,Long,1.56849,1.0,Win,8,
2015-07-08 11:00:00,Long,1.54289,1.0,Loss,8,
2015-07-15 13:00:00,Short,1.56161,,Loss,8,1.0
2015-07-29 19:00:00,Short,1.56219,,Win,8,1.0
2015-08-05 04:00:00,Long,1.55684,1.0,Win,8,
2015-08-12 06:00:00,Long,1.55592,1.0,Win,8,
2015-09-02 04:00:00,Long,1.53018,1.0,Loss,8,
2015-09-23 06:00:00,Long,1.53494,1.0,Loss,8,
2015-09-30 20:00:00,Long,1.51315,1.0,Loss,8,
2015-10-21 11:00:00,Long,1.54386,1.0,Win,8,
2015-10-28 15:00:00,Long,1.52962,1.0,Loss,8,
2015-11-11 11:00:00,Short,1.51439,,Loss,8,1.0
2015-12-16 21:00:00,Long,1.50603,1.0,Loss,8,
2016-01-06 11:00:00,Long,1.4648,1.0,Loss,8,
2016-01-20 11:00:00,Long,1.41835,1.0,Loss,8,
2016-02-10 15:00:00,Short,1.45136,,Loss,8,1.0
2016-02-17 11:00:00,Long,1.43103,1.0,Win,8,
2016-03-16 21:00:00,Long,1.42259,1.0,Win,8,
2016-03-30 12:00:00,Short,1.43902,,Loss,8,1.0
2016-04-06 19:00:00,Long,1.41605,1.0,Loss,8,
2016-04-13 19:00:00,Long,1.42215,1.0,Loss,8,
2016-05-04 08:00:00,Long,1.45435,1.0,Loss,8,
2016-05-11 20:00:00,Short,1.44671,,Win,8,1.0
2016-05-18 13:00:00,Long,1.44161,1.0,Win,8,
2016-05-25 13:00:00,Short,1.46236,,Loss,8,1.0
2016-06-01 11:00:00,Long,1.4489,1.0,Loss,8,
2016-06-29 12:00:00,Short,1.33909,,Loss,8,1.0
2016-07-13 06:00:00,Short,1.3285,,Loss,8,1.0
2016-07-20 05:00:00,Long,1.30857,1.0,Win,8,
2016-08-10 10:00:00,Short,1.30284,,Win,8,1.0
2016-08-31 16:00:00,Short,1.3102,,Loss,8,1.0
2016-09-14 18:00:00,Long,1.31741,1.0,Win,8,
2016-09-28 11:00:00,Short,1.30067,,Win,8,1.0
2016-10-05 12:00:00,Long,1.2733,1.0,Win,8,
2016-10-19 13:00:00,Short,1.2292,,Win,8,1.0
2016-10-27 01:00:00,Short,1.2236,,Win,8,1.0
2016-11-09 03:00:00,Long,1.23965,1.0,Loss,8,
2016-11-23 13:00:00,Long,1.23969,1.0,Win,8,
2016-12-07 03:00:00,Long,1.26687,1.0,Loss,8,
2016-12-14 05:00:00,Long,1.26555,1.0,Loss,8,
2016-12-28 03:00:00,Short,1.22837,,Win,8,1.0
2017-01-11 12:00:00,Long,1.21304,1.0,Win,8,
2017-02-15 17:00:00,Long,1.24466,1.0,Win,8,
2017-02-22 08:00:00,Short,1.24888,,Win,8,1.0
2017-03-01 03:00:00,Long,1.23877,1.0,Loss,8,
2017-03-08 14:00:00,Long,1.21774,1.0,Loss,8,
2017-03-15 12:00:00,Short,1.22034,,Win,8,1.0
2017-03-22 10:00:00,Short,1.247,,Loss,8,1.0
2017-03-29 12:00:00,Long,1.24449,1.0,Loss,8,
2017-04-05 18:00:00,Short,1.24766,,Loss,8,1.0
2017-04-12 16:00:00,Short,1.24925,,Loss,8,1.0
2017-04-26 19:00:00,Short,1.28368,,Loss,8,1.0
2017-05-03 08:00:00,Short,1.29169,,Loss,8,1.0
2017-05-10 12:00:00,Short,1.29569,,Win,8,1.0
2017-05-17 17:00:00,Short,1.2952,,Loss,8,1.0
2017-05-24 23:00:00,Long,1.29602,1.0,Win,8,
2017-05-31 13:00:00,Long,1.28208,1.0,Win,8,
2017-06-07 19:00:00,Short,1.29408,,Loss,8,1.0
2017-06-14 12:00:00,Short,1.27415,,Loss,8,1.0
2017-06-21 12:00:00,Long,1.26078,1.0,Win,8,
2017-07-05 13:00:00,Long,1.29145,1.0,Win,8,
2017-07-12 12:00:00,Long,1.2852,1.0,Win,8,
2017-08-16 12:00:00,Long,1.28913,1.0,Loss,8,
2017-08-23 05:00:00,Long,1.28145,1.0,Loss,8,
2017-08-30 11:00:00,Long,1.29253,1.0,Win,8,
2017-09-06 03:00:00,Short,1.304,,Win,8,1.0
2017-09-13 12:00:00,Short,1.32761,,Win,8,1.0
2017-09-20 13:00:00,Short,1.355,,Loss,8,1.0
2017-09-27 14:00:00,Long,1.34262,1.0,Loss,8,
2017-10-12 00:00:00,Short,1.3218,,Loss,8,1.0
2017-10-18 13:00:00,Long,1.3165,1.0,Win,8,
2017-10-25 11:00:00,Long,1.31194,1.0,Win,8,
2017-11-01 03:00:00,Short,1.3279,,Loss,8,1.0
2017-11-08 19:00:00,Long,1.31095,1.0,Win,8,
2017-11-15 11:00:00,Short,1.31381,,Loss,8,1.0
2017-11-29 14:00:00,Short,1.33831,,Loss,8,1.0
2017-12-06 15:00:00,Long,1.33848,1.0,Win,8,
2017-12-20 13:00:00,Short,1.33941,,Win,8,1.0
2018-01-03 04:00:00,Short,1.359,,Win,8,1.0
2018-01-10 12:00:00,Long,1.35403,1.0,Loss,8,
2018-01-17 04:00:00,Short,1.37923,,Loss,8,1.0
2018-01-24 08:00:00,Short,1.40254,,Loss,8,1.0
2018-01-31 11:00:00,Short,1.41279,,Loss,8,1.0
2018-02-14 16:00:00,Long,1.38362,1.0,Win,8,
2018-02-21 11:00:00,Long,1.39688,1.0,Loss,8,
2018-03-21 13:00:00,Short,1.40561,,Loss,8,1.0
2018-04-04 08:00:00,Short,1.40843,,Win,8,1.0
2018-04-11 15:00:00,Short,1.41646,,Loss,8,1.0
2018-04-25 05:00:00,Short,1.39773,,Win,8,1.0
2018-05-02 10:00:00,Long,1.3609,1.0,Loss,8,
2018-05-09 17:00:00,Short,1.35849,,Win,8,1.0
2018-05-23 07:00:00,Long,1.34139,1.0,Loss,8,
2018-06-06 06:00:00,Short,1.34068,,Loss,8,1.0
2018-06-13 16:00:00,Long,1.33498,1.0,Win,8,
2018-06-27 13:00:00,Long,1.32146,1.0,Loss,8,
2018-07-04 07:00:00,Short,1.32031,,Loss,8,1.0
2018-07-18 23:00:00,Long,1.30762,1.0,Win,8,
2018-07-25 11:00:00,Short,1.31511,,Win,8,1.0
2018-08-15 09:00:00,Long,1.27064,1.0,Loss,8,
2018-08-22 17:00:00,Short,1.29194,,Win,8,1.0
2018-08-29 06:00:00,Long,1.28631,1.0,Win,8,
2018-09-05 14:00:00,Long,1.28234,1.0,Win,8,
2018-09-19 15:00:00,Short,1.31424,,Win,8,1.0
2018-09-26 22:00:00,Short,1.31819,,Win,8,1.0
2018-10-04 01:00:00,Long,1.29502,1.0,Loss,8,
2018-10-10 12:00:00,Short,1.3137,,Loss,8,1.0
2018-10-17 20:00:00,Long,1.31412,1.0,Loss,8,
2018-11-07 03:00:00,Short,1.30951,,Loss,8,1.0
2018-11-14 22:00:00,Short,1.30109,,Loss,8,1.0
2018-11-21 19:00:00,Long,1.27847,1.0,Loss,8,
2018-12-12 20:00:00,Short,1.26282,,Win,8,1.0
2018-12-20 00:00:00,Long,1.26165,1.0,Win,8,
2018-12-26 21:00:00,Long,1.26494,1.0,Win,8,
2019-01-02 08:00:00,Short,1.27549,,Win,8,1.0
2019-01-09 17:00:00,Short,1.27422,,Loss,8,1.0
2019-02-13 09:00:00,Short,1.29056,,Win,8,1.0
2019-02-20 04:00:00,Short,1.30683,,Win,8,1.0
2019-03-20 20:00:00,Long,1.32464,1.0,Loss,8,
2019-03-27 21:00:00,Short,1.32505,,Win,8,1.0
2019-04-03 17:00:00,Short,1.3131,,Loss,8,1.0
2019-04-17 05:00:00,Long,1.30477,1.0,Loss,8,
2019-04-24 11:00:00,Long,1.29293,1.0,Win,8,
2019-05-01 22:00:00,Short,1.3045,,Loss,8,1.0
2019-05-15 11:00:00,Long,1.29221,1.0,Loss,8,
2019-05-22 21:00:00,Long,1.2686,1.0,Loss,8,
2019-05-29 16:00:00,Long,1.26553,1.0,Loss,8,
2019-06-05 10:00:00,Short,1.27018,,Loss,8,1.0
2019-06-12 18:00:00,Short,1.2724,,Win,8,1.0
2019-06-19 04:00:00,Short,1.25634,,Loss,8,1.0
2019-06-26 12:00:00,Long,1.26728,1.0,Win,8,
2019-07-10 17:00:00,Short,1.2503,,Loss,8,1.0
2019-07-17 11:00:00,Long,1.24024,1.0,Win,8,
2019-07-24 22:00:00,Short,1.24788,,Loss,8,1.0
2019-07-31 19:00:00,Short,1.2219,,Win,8,1.0
2019-08-07 15:00:00,Long,1.21426,1.0,Loss,8,
2019-08-14 15:00:00,Short,1.20689,,Win,8,1.0
2019-08-28 14:00:00,Long,1.22086,1.0,Win,8,
2019-09-04 08:00:00,Short,1.21007,,Loss,8,1.0
2019-10-23 09:00:00,Long,1.28663,1.0,Win,8,
2019-10-30 10:00:00,Short,1.2879,,Win,8,1.0
2019-11-20 04:00:00,Long,1.29125,1.0,Loss,8,
2019-11-27 10:00:00,Long,1.28498,1.0,Win,8,
2019-12-18 05:00:00,Long,1.31008,1.0,Loss,8,
2019-12-26 01:00:00,Short,1.29694,,Loss,8,1.0
2020-01-08 12:00:00,Long,1.31198,1.0,Loss,8,
2020-01-15 09:00:00,Short,1.30199,,Loss,8,1.0
2020-02-05 15:00:00,Short,1.30087,,Win,8,1.0
2020-02-12 05:00:00,Short,1.29584,,Loss,8,1.0
2020-02-26 18:00:00,Long,1.29198,1.0,Loss,8,
2020-03-18 11:00:00,Long,1.20185,1.0,Loss,8,
2020-03-25 15:00:00,Short,1.17671,,Loss,8,1.0
2020-04-08 18:00:00,Short,1.23771,,Loss,8,1.0
2020-04-15 13:00:00,Long,1.25207,1.0,Win,8,
2020-04-29 16:00:00,Long,1.24243,1.0,Win,8,
2020-05-13 04:00:00,Long,1.2265,1.0,Win,8,
2020-06-03 06:00:00,Short,1.25752,,Loss,8,1.0
2020-06-10 13:00:00,Short,1.2752,,Loss,8,1.0
2020-06-17 08:00:00,Long,1.25584,1.0,Loss,8,
2020-06-24 05:00:00,Short,1.25251,,Win,8,1.0
2020-07-01 15:00:00,Short,1.2389,,Loss,8,1.0
2020-07-08 19:00:00,Short,1.25903,,Loss,8,1.0
2020-07-15 07:00:00,Short,1.25686,,Loss,8,1.0
2020-07-22 13:00:00,Long,1.26744,1.0,Win,8,
2020-08-12 11:00:00,Long,1.30494,1.0,Loss,8,
2020-08-19 05:00:00,Short,1.32445,,Win,8,1.0
2020-09-02 13:00:00,Long,1.33636,1.0,Loss,8,
2020-09-09 11:00:00,Long,1.29525,1.0,Win,8,
2020-09-23 13:00:00,Long,1.27345,1.0,Win,8,
2020-09-30 10:00:00,Long,1.284,1.0,Win,8,
2020-10-07 15:00:00,Long,1.28768,1.0,Win,8,
2020-10-14 13:00:00,Long,1.29367,1.0,Win,8,
2020-10-21 09:00:00,Short,1.29761,,Loss,8,1.0
2020-11-04 02:00:00,Short,1.30123,,Win,8,1.0
2020-11-11 11:00:00,Short,1.32618,,Win,8,1.0
2020-11-18 22:00:00,Short,1.32685,,Win,8,1.0
2020-11-25 10:00:00,Short,1.33431,,Loss,8,1.0
2020-12-02 17:00:00,Long,1.33249,1.0,Win,8,
2020-12-09 18:00:00,Short,1.33902,,Win,8,1.0
2020-12-16 07:00:00,Short,1.34626,,Loss,8,1.0
2021-01-06 10:00:00,Short,1.36244,,Win,8,1.0
2021-01-13 13:00:00,Short,1.36693,,Win,8,1.0
2021-01-20 02:00:00,Short,1.36406,,Loss,8,1.0
2021-01-27 08:00:00,Short,1.37423,,Win,8,1.0
2021-02-10 08:00:00,Short,1.38186,,Loss,8,1.0
2021-02-17 03:00:00,Long,1.38744,1.0,Win,8,
2021-02-24 15:00:00,Short,1.40974,,Loss,8,1.0
2021-03-03 10:00:00,Short,1.39618,,Loss,8,1.0
2021-03-17 10:00:00,Short,1.38978,,Win,8,1.0
2021-03-24 11:00:00,Long,1.37303,1.0,Loss,8,
2021-03-31 13:00:00,Short,1.37812,,Loss,8,1.0
2021-04-07 11:00:00,Long,1.3806,1.0,Loss,8,
2021-04-14 14:00:00,Short,1.37586,,Loss,8,1.0
2021-04-21 09:00:00,Long,1.39316,1.0,Loss,8,
2021-05-05 09:00:00,Short,1.39023,,Win,8,1.0
2021-05-12 16:00:00,Long,1.41337,1.0,Loss,8,
2021-05-26 22:00:00,Long,1.41242,1.0,Loss,8,
2021-06-02 16:00:00,Long,1.4167,1.0,Win,8,
2021-06-09 13:00:00,Short,1.4175,,Win,8,1.0
2021-06-16 16:00:00,Short,1.41112,,Win,8,1.0
2021-06-23 13:00:00,Short,1.39595,,Loss,8,1.0
2021-06-30 23:00:00,Long,1.38328,1.0,Loss,8,
2021-07-07 19:00:00,Long,1.37916,1.0,Win,8,
2021-07-28 13:00:00,Short,1.38744,,Loss,8,1.0
2021-08-04 12:00:00,Short,1.39317,,Win,8,1.0
2021-08-11 05:00:00,Long,1.38282,1.0,Loss,8,
2021-09-01 10:00:00,Long,1.37567,1.0,Win,8,
2021-09-08 15:00:00,Long,1.37684,1.0,Win,8,
2021-09-15 05:00:00,Long,1.38041,1.0,Win,8,
2021-09-22 18:00:00,Long,1.36434,1.0,Loss,8,
2021-09-29 13:00:00,Long,1.35227,1.0,Loss,8,
2021-10-06 23:00:00,Long,1.35885,1.0,Loss,8,
2021-10-13 14:00:00,Short,1.36225,,Loss,8,1.0
2021-11-17 15:00:00,Short,1.34542,,Loss,8,1.0
2021-11-24 15:00:00,Long,1.3353,1.0,Loss,8,
2021-12-08 13:00:00,Long,1.3214,1.0,Win,8,
2021-12-15 15:00:00,Short,1.32559,,Loss,8,1.0
2021-12-22 04:00:00,Short,1.32607,,Loss,8,1.0
2021-12-29 12:00:00,Long,1.34248,1.0,Win,8,
2022-01-05 16:00:00,Short,1.35467,,Loss,8,1.0
2022-01-12 03:00:00,Short,1.36331,,Win,8,1.0
2022-01-26 04:00:00,Short,1.35086,,Loss,8,1.0
2022-02-09 05:00:00,Short,1.35588,,Loss,8,1.0
2022-02-16 11:00:00,Short,1.35624,,Loss,8,1.0
2022-02-23 10:00:00,Short,1.36043,,Win,8,1.0
2022-03-02 11:00:00,Long,1.33076,1.0,Win,8,
2022-03-16 15:00:00,Short,1.30829,,Loss,8,1.0
2022-03-23 09:00:00,Short,1.32607,,Win,8,1.0
2022-03-30 16:00:00,Short,1.31587,,Win,8,1.0
2022-04-06 06:00:00,Long,1.30719,1.0,Win,8,
2022-04-13 05:00:00,Long,1.30051,1.0,Win,8,
2022-04-20 08:00:00,Short,1.3036,,Loss,8,1.0
2022-04-27 13:00:00,Long,1.25886,1.0,Loss,8,
2022-05-04 10:00:00,Long,1.24874,1.0,Win,8,
2022-05-11 14:00:00,Short,1.23393,,Win,8,1.0
2022-06-22 13:00:00,Long,1.22529,1.0,Win,8,
2022-07-06 17:00:00,Long,1.19119,1.0,Win,8,
2022-07-13 07:00:00,Short,1.19055,,Loss,8,1.0
2022-08-03 05:00:00,Long,1.21612,1.0,Win,8,
2022-08-17 10:00:00,Short,1.21079,,Win,8,1.0
2022-08-31 15:00:00,Long,1.16223,1.0,Loss,8,
2022-09-07 10:00:00,Long,1.14942,1.0,Loss,8,
2022-09-28 09:00:00,Long,1.06815,1.0,Loss,8,
2022-10-05 20:00:00,Long,1.12901,1.0,Win,8,
2022-10-12 04:00:00,Long,1.09687,1.0,Win,8,
2022-10-19 13:00:00,Long,1.12821,1.0,Loss,8,
2022-11-23 02:00:00,Short,1.18888,,Loss,8,1.0
2022-11-30 18:00:00,Long,1.19593,1.0,Win,8,
2022-12-07 03:00:00,Long,1.21435,1.0,Loss,8,
2022-12-21 22:00:00,Long,1.20869,1.0,Win,8,
2022-12-28 17:00:00,Short,1.20348,,Win,8,1.0
2023-01-04 13:00:00,Short,1.20544,,Loss,8,1.0
2023-01-11 16:00:00,Long,1.21484,1.0,Loss,8,
2023-02-01 21:00:00,Long,1.23682,1.0,Win,8,
2023-02-08 10:00:00,Short,1.20856,,Loss,8,1.0
2023-03-01 03:00:00,Long,1.20338,1.0,Win,8,
2023-03-08 02:00:00,Long,1.18323,1.0,Win,8,
2023-03-29 15:00:00,Short,1.23387,,Win,8,1.0
2023-04-19 12:00:00,Short,1.24357,,Loss,8,1.0
2023-05-03 14:00:00,Short,1.25047,,Loss,8,1.0
2023-05-10 11:00:00,Short,1.26225,,Win,8,1.0
2023-05-17 16:00:00,Long,1.24692,1.0,Win,8,
2023-05-24 11:00:00,Short,1.24095,,Win,8,1.0
2023-06-21 15:00:00,Long,1.2728,1.0,Win,8,
2023-07-12 12:00:00,Short,1.2932,,Loss,8,1.0
2023-08-16 14:00:00,Short,1.27403,,Win,8,1.0
2023-08-23 20:00:00,Long,1.27204,1.0,Loss,8,
2023-09-13 11:00:00,Long,1.24682,1.0,Win,8,
2023-09-20 13:00:00,Long,1.23726,1.0,Win,8,
2023-09-27 05:00:00,Long,1.21543,1.0,Loss,8,
2023-10-04 11:00:00,Long,1.20832,1.0,Win,8,
2023-10-11 09:00:00,Short,1.22862,,Loss,8,1.0
2023-11-01 16:00:00,Long,1.21454,1.0,Win,8,
2023-11-08 13:00:00,Long,1.22673,1.0,Win,8,
2023-11-29 05:00:00,Short,1.27073,,Win,8,1.0
2023-12-13 13:00:00,Long,1.25274,1.0,Win,8,
2023-12-20 15:00:00,Long,1.2661,1.0,Loss,8,
2023-12-27 09:00:00,Short,1.27256,,Loss,8,1.0
2024-01-10 09:00:00,Long,1.26971,1.0,Win,8,
2024-01-17 06:00:00,Long,1.26234,1.0,Win,8,
2024-01-24 13:00:00,Short,1.274,,Win,8,1.0
2024-01-31 19:00:00,Short,1.27179,,Win,8,1.0
2024-02-07 05:00:00,Short,1.2601,,Loss,8,1.0
2024-02-28 18:00:00,Long,1.26675,1.0,Loss,8,
2024-03-06 23:00:00,Short,1.27309,,Loss,8,1.0
2024-03-27 09:00:00,Long,1.26294,1.0,Loss,8,
2024-04-03 08:00:00,Short,1.25782,,Win,8,1.0
2024-04-17 11:00:00,Short,1.24547,,Win,8,1.0
2024-04-24 07:00:00,Short,1.2456,,Win,8,1.0
2024-05-01 12:00:00,Long,1.24977,1.0,Loss,8,
2024-05-08 19:00:00,Long,1.2502,1.0,Loss,8,
2024-05-22 14:00:00,Short,1.27231,,Win,8,1.0
2024-05-29 05:00:00,Long,1.27557,1.0,Win,8,
2024-06-19 16:00:00,Short,1.27193,,Win,8,1.0
2024-07-24 09:00:00,Long,1.28951,1.0,Win,8,
2024-08-28 22:00:00,Long,1.31862,1.0,Win,8,
2024-09-04 19:00:00,Short,1.31412,,Loss,8,1.0
2024-09-18 18:00:00,Short,1.32113,,Loss,8,1.0
2024-09-25 05:00:00,Short,1.34141,,Win,8,1.0
2024-10-09 11:00:00,Long,1.30825,1.0,Loss,8,
2024-10-30 03:00:00,Short,1.30104,,Win,8,1.0
2024-11-13 17:00:00,Long,1.27238,1.0,Loss,8,
2024-11-20 02:00:00,Short,1.26865,,Win,8,1.0
2024-11-27 13:00:00,Short,1.26098,,Loss,8,1.0
2024-12-04 11:00:00,Long,1.26763,1.0,Win,8,
2024-12-11 02:00:00,Short,1.27749,,Win,8,1.0
2025-01-15 18:00:00,Short,1.22115,,Loss,8,1.0
2025-01-22 13:00:00,Short,1.23557,,Win,8,1.0
2025-01-29 13:00:00,Long,1.24188,1.0,Win,8,
2025-02-12 05:00:00,Short,1.24504,,Loss,8,1.0
2025-02-19 14:00:00,Long,1.25859,1.0,Win,8,
2025-02-26 22:00:00,Short,1.26744,,Win,8,1.0
2025-03-12 14:00:00,Short,1.29428,,Loss,8,1.0
2025-03-19 21:00:00,Short,1.29972,,Loss,8,1.0
2025-03-26 11:00:00,Long,1.29092,1.0,Loss,8,
2025-04-02 14:00:00,Short,1.2937,,Loss,8,1.0
2025-04-09 11:00:00,Short,1.27994,,Win,8,1.0
2025-04-16 06:00:00,Short,1.32481,,Loss,8,1.0
2025-05-14 05:00:00,Short,1.33078,,Loss,8,1.0
2025-05-28 12:00:00,Long,1.35091,1.0,Loss,8,
2025-06-04 22:00:00,Short,1.35579,,Win,8,1.0
2025-06-11 22:00:00,Short,1.35471,,Loss,8,1.0
2025-06-19 00:00:00,Long,1.34192,1.0,Loss,8,
2025-07-16 18:00:00,Long,1.3392,1.0,Win,8,
2025-07-23 03:00:00,Short,1.35211,,Loss,8,1.0
2025-07-30 05:00:00,Short,1.33568,,Loss,8,1.0
2025-08-20 09:00:00,Long,1.34831,1.0,Loss,8,
2025-08-27 16:00:00,Long,1.34411,1.0,Win,8,
2025-09-10 05:00:00,Long,1.35222,1.0,Win,8,
2025-09-17 22:00:00,Short,1.36393,,Win,8,1.0
2025-10-01 09:00:00,Short,1.3455,,Loss,8,1.0
2025-10-08 07:00:00,Long,1.33992,1.0,Win,8,
2025-10-15 08:00:00,Short,1.33483,,Win,8,1.0
2025-10-22 19:00:00,Long,1.33698,1.0,Loss,8,
2025-11-12 12:00:00,Long,1.31253,1.0,Win,8,
2025-11-19 04:00:00,Long,1.31371,1.0,Loss,8,
2025-12-17 15:00:00,Long,1.3356,1.0,Win,8,
2025-12-24 05:00:00,Short,1.3516,,Win,8,1.0
2025-12-31 13:00:00,Long,1.34551,1.0,Win,8,
2026-01-07 10:00:00,Long,1.34959,1.0,Loss,8,
2026-01-21 14:00:00,Long,1.34246,1.0,Loss,8,
2026-02-04 04:00:00,Short,1.36998,,Loss,8,1.0
2026-02-11 13:00:00,Short,1.36908,,Win,8,1.0
2026-02-19 00:00:00,Long,1.34968,1.0,Win,8,
